target_id,model_name,run_name,mutant_id,killed,n_killing_tests,eligible_test_count,trivial
lang_1f_hexDigitMsb0ToBinary__line220_265,codellama:13b,batch02__Lang_1__hexDigitMsb0ToBinary__lang_1f_hexDigitMsb0ToBinary_line220,m05,1,1,1,False
lang_1f_hexDigitMsb0ToBinary__line220_265,codellama:13b,batch02__Lang_1__hexDigitMsb0ToBinary__lang_1f_hexDigitMsb0ToBinary_line220,m06,1,1,1,False
lang_1f_hexDigitMsb0ToBinary__line220_265,codellama:13b,batch02__Lang_1__hexDigitMsb0ToBinary__lang_1f_hexDigitMsb0ToBinary_line220,m07,1,1,1,False
lang_1f_hexDigitMsb0ToBinary__line220_265,codellama:13b,batch02__Lang_1__hexDigitMsb0ToBinary__lang_1f_hexDigitMsb0ToBinary_line220,m08,1,1,1,False
lang_36f_append__line367_409,codellama:13b,batch02__Lang_36__append__lang_36f_append_line367,m03,1,3,45,False
lang_36f_append__line367_409,codellama:13b,batch02__Lang_36__append__lang_36f_append_line367,m04,1,4,45,False
lang_36f_append__line367_409,codellama:13b,batch02__Lang_36__append__lang_36f_append_line367,m05,0,0,45,n/a
lang_37f_append__line441_491,codellama:13b,batch02__Lang_37__append__lang_37f_append_line441,m01,1,2,29,False
lang_37f_append__line441_491,codellama:13b,batch02__Lang_37__append__lang_37f_append_line441,m02,1,1,29,False
lang_37f_append__line441_491,codellama:13b,batch02__Lang_37__append__lang_37f_append_line441,m03,1,1,29,False
lang_37f_append__line441_491,codellama:13b,batch02__Lang_37__append__lang_37f_append_line441,m05,1,13,29,False
lang_37f_append__line441_491,codellama:13b,batch02__Lang_37__append__lang_37f_append_line441,m06,1,13,29,False
lang_37f_append__line441_491,codellama:13b,batch02__Lang_37__append__lang_37f_append_line441,m07,0,0,29,n/a
lang_40f_random__line225_284,codellama:13b,batch02__Lang_40__random__lang_40f_random_line225,m01,1,1,3,False
lang_40f_random__line225_284,codellama:13b,batch02__Lang_40__random__lang_40f_random_line225,m03,1,2,3,False
lang_40f_random__line225_284,codellama:13b,batch02__Lang_40__random__lang_40f_random_line225,m04,1,1,3,False
lang_40f_random__line225_284,codellama:13b,batch02__Lang_40__random__lang_40f_random_line225,m05,1,1,3,False
lang_40f_random__line225_284,codellama:13b,batch02__Lang_40__random__lang_40f_random_line225,m06,1,1,3,False
lang_40f_random__line225_284,codellama:13b,batch02__Lang_40__random__lang_40f_random_line225,m07,1,1,3,False
lang_60f_format__line373_426,codellama:13b,batch02__Lang_60__format__lang_60f_format_line373,m06,1,2,11,False
lang_64f_append__line403_452,codellama:13b,batch02__Lang_64__append__lang_64f_append_line403,m01,1,29,29,False
lang_64f_append__line403_452,codellama:13b,batch02__Lang_64__append__lang_64f_append_line403,m02,1,3,29,False
lang_64f_append__line403_452,codellama:13b,batch02__Lang_64__append__lang_64f_append_line403,m04,1,3,29,False
lang_64f_append__line403_452,codellama:13b,batch02__Lang_64__append__lang_64f_append_line403,m06,1,15,29,False
lang_64f_append__line403_452,codellama:13b,batch02__Lang_64__append__lang_64f_append_line403,m07,1,15,29,False
lang_64f_append__line403_452,codellama:13b,batch02__Lang_64__append__lang_64f_append_line403,m08,1,15,29,False
math_15f_insertEdges__line232_320,codellama:13b,batch02__Math_15__insertEdges__math_15f_insertEdges_line232,m01,0,0,3,n/a
math_15f_insertEdges__line232_320,codellama:13b,batch02__Math_15__insertEdges__math_15f_insertEdges_line232,m02,0,0,3,n/a
math_15f_insertEdges__line232_320,codellama:13b,batch02__Math_15__insertEdges__math_15f_insertEdges_line232,m04,1,3,3,True
math_15f_insertEdges__line232_320,codellama:13b,batch02__Math_15__insertEdges__math_15f_insertEdges_line232,m05,0,0,3,n/a
math_15f_insertEdges__line232_320,codellama:13b,batch02__Math_15__insertEdges__math_15f_insertEdges_line232,m06,0,0,3,n/a
math_15f_insertEdges__line232_320,codellama:13b,batch02__Math_15__insertEdges__math_15f_insertEdges_line232,m07,1,3,3,True
math_15f_insertEdges__line232_320,codellama:13b,batch02__Math_15__insertEdges__math_15f_insertEdges_line232,m08,1,1,3,False
math_23f_copy__line668_739,codellama:13b,batch02__Math_23__copy__math_23f_copy_line668,m01,0,0,3,n/a
math_23f_copy__line668_739,codellama:13b,batch02__Math_23__copy__math_23f_copy_line668,m02,0,0,3,n/a
math_23f_copy__line668_739,codellama:13b,batch02__Math_23__copy__math_23f_copy_line668,m03,1,2,3,False
math_23f_copy__line668_739,codellama:13b,batch02__Math_23__copy__math_23f_copy_line668,m04,0,0,3,n/a
math_23f_copy__line668_739,codellama:13b,batch02__Math_23__copy__math_23f_copy_line668,m05,0,0,3,n/a
math_23f_copy__line668_739,codellama:13b,batch02__Math_23__copy__math_23f_copy_line668,m06,1,1,3,False
math_23f_copy__line668_739,codellama:13b,batch02__Math_23__copy__math_23f_copy_line668,m07,1,3,3,False
math_23f_copy__line668_739,codellama:13b,batch02__Math_23__copy__math_23f_copy_line668,m08,1,2,3,False
math_36f_recurseSides__line436_510,codellama:13b,batch02__Math_36__recurseSides__math_36f_recurseSides_line436,m01,1,22,22,True
math_36f_recurseSides__line436_510,codellama:13b,batch02__Math_36__recurseSides__math_36f_recurseSides_line436,m05,0,0,22,n/a
math_36f_recurseSides__line436_510,codellama:13b,batch02__Math_36__recurseSides__math_36f_recurseSides_line436,m08,0,0,22,n/a
math_43f_regress__line759_823,codellama:13b,batch02__Math_43__regress__math_43f_regress_line759,m01,1,1,1,True
math_43f_regress__line759_823,codellama:13b,batch02__Math_43__regress__math_43f_regress_line759,m02,1,1,1,True
math_43f_regress__line759_823,codellama:13b,batch02__Math_43__regress__math_43f_regress_line759,m04,0,0,1,n/a
math_43f_regress__line759_823,codellama:13b,batch02__Math_43__regress__math_43f_regress_line759,m05,1,1,1,True
math_45f_scalb__line3036_3112,codellama:13b,batch02__Math_45__scalb__math_45f_scalb_line3036,m01,1,1,42,False
math_45f_scalb__line3036_3112,codellama:13b,batch02__Math_45__scalb__math_45f_scalb_line3036,m02,1,1,42,False
math_45f_scalb__line3036_3112,codellama:13b,batch02__Math_45__scalb__math_45f_scalb_line3036,m03,1,1,42,False
math_45f_scalb__line3036_3112,codellama:13b,batch02__Math_45__scalb__math_45f_scalb_line3036,m05,0,0,42,n/a
math_45f_scalb__line3036_3112,codellama:13b,batch02__Math_45__scalb__math_45f_scalb_line3036,m06,0,0,42,n/a
math_45f_scalb__line3036_3112,codellama:13b,batch02__Math_45__scalb__math_45f_scalb_line3036,m07,0,0,42,n/a
math_45f_scalb__line3036_3112,codellama:13b,batch02__Math_45__scalb__math_45f_scalb_line3036,m08,0,0,42,n/a
math_85f_dqd__line1318_1411,codellama:13b,batch02__Math_85__dqd__math_85f_dqd_line1318,m01,0,0,15,n/a
math_85f_dqd__line1318_1411,codellama:13b,batch02__Math_85__dqd__math_85f_dqd_line1318,m02,0,0,15,n/a
math_85f_dqd__line1318_1411,codellama:13b,batch02__Math_85__dqd__math_85f_dqd_line1318,m03,1,13,15,False
math_85f_dqd__line1318_1411,codellama:13b,batch02__Math_85__dqd__math_85f_dqd_line1318,m04,1,13,15,False
math_85f_dqd__line1318_1411,codellama:13b,batch02__Math_85__dqd__math_85f_dqd_line1318,m06,1,13,15,False
math_85f_dqd__line1318_1411,codellama:13b,batch02__Math_85__dqd__math_85f_dqd_line1318,m08,1,7,15,False
math_92f_localMin__line103_201,codellama:13b,batch02__Math_92__localMin__math_92f_localMin_line103,m01,0,0,3,n/a
math_92f_localMin__line103_201,codellama:13b,batch02__Math_92__localMin__math_92f_localMin_line103,m03,1,2,3,False
math_92f_localMin__line103_201,codellama:13b,batch02__Math_92__localMin__math_92f_localMin_line103,m04,0,0,3,n/a
mockito_1f_append__line332_378,codellama:13b,batch02__Mockito_1__append__mockito_1f_append_line332,m01,1,2,36,False
mockito_1f_append__line332_378,codellama:13b,batch02__Mockito_1__append__mockito_1f_append_line332,m02,1,2,36,False
mockito_1f_append__line332_378,codellama:13b,batch02__Mockito_1__append__mockito_1f_append_line332,m03,1,2,36,False
mockito_1f_append__line332_378,codellama:13b,batch02__Mockito_1__append__mockito_1f_append_line332,m04,1,4,36,False
mockito_1f_append__line332_378,codellama:13b,batch02__Mockito_1__append__mockito_1f_append_line332,m05,1,1,36,False
mockito_1f_cast_numeric__line252_297,codellama:13b,batch02__Mockito_1__cast_numeric__mockito_1f_cast_numeric_line252,m01,0,0,1,n/a
mockito_1f_cast_numeric__line252_297,codellama:13b,batch02__Mockito_1__cast_numeric__mockito_1f_cast_numeric_line252,m02,0,0,1,n/a
mockito_1f_cast_numeric__line252_297,codellama:13b,batch02__Mockito_1__cast_numeric__mockito_1f_cast_numeric_line252,m03,0,0,1,n/a
mockito_1f_merge__line1340_1401,codellama:13b,batch02__Mockito_1__merge__mockito_1f_merge_line1340,m01,0,0,1,n/a
mockito_1f_merge__line1340_1401,codellama:13b,batch02__Mockito_1__merge__mockito_1f_merge_line1340,m02,0,0,1,n/a
mockito_1f_merge__line1340_1401,codellama:13b,batch02__Mockito_1__merge__mockito_1f_merge_line1340,m03,0,0,1,n/a
mockito_1f_merge__line1340_1401,codellama:13b,batch02__Mockito_1__merge__mockito_1f_merge_line1340,m04,0,0,1,n/a
mockito_1f_merge__line1340_1401,codellama:13b,batch02__Mockito_1__merge__mockito_1f_merge_line1340,m05,0,0,1,n/a
mockito_1f_merge__line1340_1401,codellama:13b,batch02__Mockito_1__merge__mockito_1f_merge_line1340,m06,0,0,1,n/a
mockito_1f_merge__line1340_1401,codellama:13b,batch02__Mockito_1__merge__mockito_1f_merge_line1340,m08,0,0,1,n/a
mockito_1f_newOperation__line79_128,codellama:13b,batch02__Mockito_1__newOperation__mockito_1f_newOperation_line79,m01,0,0,1,n/a
mockito_1f_newOperation__line79_128,codellama:13b,batch02__Mockito_1__newOperation__mockito_1f_newOperation_line79,m02,0,0,1,n/a
mockito_1f_newOperation__line79_128,codellama:13b,batch02__Mockito_1__newOperation__mockito_1f_newOperation_line79,m03,0,0,1,n/a
mockito_1f_newOperation__line79_128,codellama:13b,batch02__Mockito_1__newOperation__mockito_1f_newOperation_line79,m04,0,0,1,n/a
mockito_1f_newOperation__line79_128,codellama:13b,batch02__Mockito_1__newOperation__mockito_1f_newOperation_line79,m05,0,0,1,n/a
mockito_1f_newOperation__line79_128,codellama:13b,batch02__Mockito_1__newOperation__mockito_1f_newOperation_line79,m06,0,0,1,n/a
mockito_1f_newOperation__line79_128,codellama:13b,batch02__Mockito_1__newOperation__mockito_1f_newOperation_line79,m07,0,0,1,n/a
mockito_1f_newOperation__line79_128,codellama:13b,batch02__Mockito_1__newOperation__mockito_1f_newOperation_line79,m08,0,0,1,n/a
mockito_1f_unaryOperation__line136_222,codellama:13b,batch02__Mockito_1__unaryOperation__mockito_1f_unaryOperation_line136,m01,0,0,1,n/a
mockito_1f_unaryOperation__line136_222,codellama:13b,batch02__Mockito_1__unaryOperation__mockito_1f_unaryOperation_line136,m02,0,0,1,n/a
mockito_1f_unaryOperation__line136_222,codellama:13b,batch02__Mockito_1__unaryOperation__mockito_1f_unaryOperation_line136,m03,0,0,1,n/a
mockito_1f_unaryOperation__line136_222,codellama:13b,batch02__Mockito_1__unaryOperation__mockito_1f_unaryOperation_line136,m04,0,0,1,n/a
mockito_1f_unaryOperation__line136_222,codellama:13b,batch02__Mockito_1__unaryOperation__mockito_1f_unaryOperation_line136,m05,0,0,1,n/a
mockito_1f_unaryOperation__line136_222,codellama:13b,batch02__Mockito_1__unaryOperation__mockito_1f_unaryOperation_line136,m06,0,0,1,n/a
mockito_1f_unaryOperation__line136_222,codellama:13b,batch02__Mockito_1__unaryOperation__mockito_1f_unaryOperation_line136,m07,0,0,1,n/a
mockito_1f_unaryOperation__line136_222,codellama:13b,batch02__Mockito_1__unaryOperation__mockito_1f_unaryOperation_line136,m08,0,0,1,n/a
mockito_1f_visitJumpInsn__line856_945,codellama:13b,batch02__Mockito_1__visitJumpInsn__mockito_1f_visitJumpInsn_line856,m01,0,0,1,n/a
mockito_1f_visitJumpInsn__line856_945,codellama:13b,batch02__Mockito_1__visitJumpInsn__mockito_1f_visitJumpInsn_line856,m02,0,0,1,n/a
mockito_1f_visitJumpInsn__line856_945,codellama:13b,batch02__Mockito_1__visitJumpInsn__mockito_1f_visitJumpInsn_line856,m03,0,0,1,n/a
mockito_1f_visit__line64_151,codellama:13b,batch02__Mockito_1__visit__mockito_1f_visit_line64,m01,0,0,1,n/a
mockito_1f_visit__line64_151,codellama:13b,batch02__Mockito_1__visit__mockito_1f_visit_line64,m02,0,0,1,n/a
mockito_1f_visit__line64_151,codellama:13b,batch02__Mockito_1__visit__mockito_1f_visit_line64,m03,0,0,1,n/a
mockito_1f_visit__line64_151,codellama:13b,batch02__Mockito_1__visit__mockito_1f_visit_line64,m04,0,0,1,n/a
mockito_1f_visit__line64_151,codellama:13b,batch02__Mockito_1__visit__mockito_1f_visit_line64,m06,0,0,1,n/a
mockito_1f_visit__line64_151,codellama:13b,batch02__Mockito_1__visit__mockito_1f_visit_line64,m07,0,0,1,n/a
mockito_25f_returnValueFor__line70_108,codellama:13b,batch02__Mockito_25__returnValueFor__mockito_25f_returnValueFor_line70,m01,1,5,540,False
mockito_25f_returnValueFor__line70_108,codellama:13b,batch02__Mockito_25__returnValueFor__mockito_25f_returnValueFor_line70,m04,1,5,540,False
mockito_25f_returnValueFor__line70_108,codellama:13b,batch02__Mockito_25__returnValueFor__mockito_25f_returnValueFor_line70,m05,1,2,540,False
time_1f_selectSlow__line242_316,codellama:13b,batch02__Time_1__selectSlow__time_1f_selectSlow_line242,m02,1,2,416,False
time_1f_selectSlow__line242_316,codellama:13b,batch02__Time_1__selectSlow__time_1f_selectSlow_line242,m04,1,143,416,False
time_1f_selectSlow__line242_316,codellama:13b,batch02__Time_1__selectSlow__time_1f_selectSlow_line242,m08,1,2,416,False
time_22f_isNumericToken__line632_664,codellama:13b,batch02__Time_22__isNumericToken__time_22f_isNumericToken_line632,m01,0,0,66,n/a
time_22f_isNumericToken__line632_664,codellama:13b,batch02__Time_22__isNumericToken__time_22f_isNumericToken_line632,m02,0,0,66,n/a
time_22f_isNumericToken__line632_664,codellama:13b,batch02__Time_22__isNumericToken__time_22f_isNumericToken_line632,m03,0,0,66,n/a
time_22f_isNumericToken__line632_664,codellama:13b,batch02__Time_22__isNumericToken__time_22f_isNumericToken_line632,m04,0,0,66,n/a
time_22f_isNumericToken__line632_664,codellama:13b,batch02__Time_22__isNumericToken__time_22f_isNumericToken_line632,m05,0,0,66,n/a
time_22f_isNumericToken__line632_664,codellama:13b,batch02__Time_22__isNumericToken__time_22f_isNumericToken_line632,m06,0,0,66,n/a
time_22f_isNumericToken__line632_664,codellama:13b,batch02__Time_22__isNumericToken__time_22f_isNumericToken_line632,m07,0,0,66,n/a
time_22f_isNumericToken__line632_664,codellama:13b,batch02__Time_22__isNumericToken__time_22f_isNumericToken_line632,m08,0,0,66,n/a
chart_1f_clipLine__line62_141,deepseek-coder-v2:16b,batch03__Chart_1__clipLine__chart_1f_clipLine_line62,m05,0,0,3,n/a
chart_1f_clipLine__line62_141,deepseek-coder-v2:16b,batch03__Chart_1__clipLine__chart_1f_clipLine_line62,m07,0,0,3,n/a
chart_20f_addSWTListener__line1460_1488,deepseek-coder-v2:16b,batch03__Chart_20__addSWTListener__chart_20f_addSWTListener_line1460,m01,0,0,1,n/a
chart_20f_widgetSelected__line1386_1433,deepseek-coder-v2:16b,batch03__Chart_20__widgetSelected__chart_20f_widgetSelected_line1386,m01,0,0,1,n/a
chart_20f_widgetSelected__line1386_1433,deepseek-coder-v2:16b,batch03__Chart_20__widgetSelected__chart_20f_widgetSelected_line1386,m02,0,0,1,n/a
chart_20f_widgetSelected__line1386_1433,deepseek-coder-v2:16b,batch03__Chart_20__widgetSelected__chart_20f_widgetSelected_line1386,m03,0,0,1,n/a
chart_20f_widgetSelected__line1386_1433,deepseek-coder-v2:16b,batch03__Chart_20__widgetSelected__chart_20f_widgetSelected_line1386,m05,0,0,1,n/a
chart_20f_widgetSelected__line1386_1433,deepseek-coder-v2:16b,batch03__Chart_20__widgetSelected__chart_20f_widgetSelected_line1386,m06,0,0,1,n/a
chart_20f_widgetSelected__line1386_1433,deepseek-coder-v2:16b,batch03__Chart_20__widgetSelected__chart_20f_widgetSelected_line1386,m07,0,0,1,n/a
chart_20f_widgetSelected__line1386_1433,deepseek-coder-v2:16b,batch03__Chart_20__widgetSelected__chart_20f_widgetSelected_line1386,m08,0,0,1,n/a
chart_26f_drawAxisLine__line517_606,deepseek-coder-v2:16b,batch03__Chart_26__drawAxisLine__chart_26f_drawAxisLine_line517,m01,1,9,42,False
chart_26f_drawAxisLine__line517_606,deepseek-coder-v2:16b,batch03__Chart_26__drawAxisLine__chart_26f_drawAxisLine_line517,m02,0,0,42,n/a
chart_26f_drawAxisLine__line517_606,deepseek-coder-v2:16b,batch03__Chart_26__drawAxisLine__chart_26f_drawAxisLine_line517,m03,0,0,42,n/a
chart_26f_drawAxisLine__line517_606,deepseek-coder-v2:16b,batch03__Chart_26__drawAxisLine__chart_26f_drawAxisLine_line517,m04,0,0,42,n/a
chart_26f_drawAxisLine__line517_606,deepseek-coder-v2:16b,batch03__Chart_26__drawAxisLine__chart_26f_drawAxisLine_line517,m05,0,0,42,n/a
chart_26f_drawAxisLine__line517_606,deepseek-coder-v2:16b,batch03__Chart_26__drawAxisLine__chart_26f_drawAxisLine_line517,m06,0,0,42,n/a
chart_26f_drawAxisLine__line517_606,deepseek-coder-v2:16b,batch03__Chart_26__drawAxisLine__chart_26f_drawAxisLine_line517,m08,0,0,42,n/a
chart_4f_deriveRotationAnchorOffsets__line686_768,deepseek-coder-v2:16b,batch03__Chart_4__deriveRotationAnchorOffsets__chart_4f_deriveRotationAnchorOffsets_line686,m01,1,65,65,False
chart_4f_deriveRotationAnchorOffsets__line686_768,deepseek-coder-v2:16b,batch03__Chart_4__deriveRotationAnchorOffsets__chart_4f_deriveRotationAnchorOffsets_line686,m02,1,65,65,False
chart_4f_deriveRotationAnchorOffsets__line686_768,deepseek-coder-v2:16b,batch03__Chart_4__deriveRotationAnchorOffsets__chart_4f_deriveRotationAnchorOffsets_line686,m03,1,65,65,False
chart_4f_deriveTextBoundsAnchorOffsets__line599_673,deepseek-coder-v2:16b,batch03__Chart_4__deriveTextBoundsAnchorOffsets__chart_4f_deriveTextBoundsAnchorOffsets_line599,m01,0,0,70,n/a
chart_4f_deriveTextBoundsAnchorOffsets__line599_673,deepseek-coder-v2:16b,batch03__Chart_4__deriveTextBoundsAnchorOffsets__chart_4f_deriveTextBoundsAnchorOffsets_line599,m02,0,0,70,n/a
chart_4f_deriveTextBoundsAnchorOffsets__line599_673,deepseek-coder-v2:16b,batch03__Chart_4__deriveTextBoundsAnchorOffsets__chart_4f_deriveTextBoundsAnchorOffsets_line599,m03,0,0,70,n/a
chart_4f_deriveTextBoundsAnchorOffsets__line599_673,deepseek-coder-v2:16b,batch03__Chart_4__deriveTextBoundsAnchorOffsets__chart_4f_deriveTextBoundsAnchorOffsets_line599,m04,0,0,70,n/a
chart_4f_deriveTextBoundsAnchorOffsets__line599_673,deepseek-coder-v2:16b,batch03__Chart_4__deriveTextBoundsAnchorOffsets__chart_4f_deriveTextBoundsAnchorOffsets_line599,m05,0,0,70,n/a
chart_4f_deriveTextBoundsAnchorOffsets__line599_673,deepseek-coder-v2:16b,batch03__Chart_4__deriveTextBoundsAnchorOffsets__chart_4f_deriveTextBoundsAnchorOffsets_line599,m06,0,0,70,n/a
chart_4f_deriveTextBoundsAnchorOffsets__line599_673,deepseek-coder-v2:16b,batch03__Chart_4__deriveTextBoundsAnchorOffsets__chart_4f_deriveTextBoundsAnchorOffsets_line599,m07,0,0,70,n/a
chart_4f_deriveTextBoundsAnchorOffsets__line599_673,deepseek-coder-v2:16b,batch03__Chart_4__deriveTextBoundsAnchorOffsets__chart_4f_deriveTextBoundsAnchorOffsets_line599,m08,0,0,70,n/a
chart_6f_equals__line1488_1582,deepseek-coder-v2:16b,batch03__Chart_6__equals__chart_6f_equals_line1488,m01,0,0,3,n/a
chart_6f_equals__line1488_1582,deepseek-coder-v2:16b,batch03__Chart_6__equals__chart_6f_equals_line1488,m02,0,0,3,n/a
chart_6f_equals__line1488_1582,deepseek-coder-v2:16b,batch03__Chart_6__equals__chart_6f_equals_line1488,m03,1,1,3,False
chart_6f_equals__line1488_1582,deepseek-coder-v2:16b,batch03__Chart_6__equals__chart_6f_equals_line1488,m04,1,1,3,False
chart_6f_equals__line1488_1582,deepseek-coder-v2:16b,batch03__Chart_6__equals__chart_6f_equals_line1488,m05,1,1,3,False
chart_6f_equals__line1488_1582,deepseek-coder-v2:16b,batch03__Chart_6__equals__chart_6f_equals_line1488,m06,1,1,3,False
chart_6f_equals__line1488_1582,deepseek-coder-v2:16b,batch03__Chart_6__equals__chart_6f_equals_line1488,m07,1,1,3,False
cli_14f_appendUsage__line298_390,deepseek-coder-v2:16b,batch03__Cli_14__appendUsage__cli_14f_appendUsage_line298,m01,1,12,31,False
cli_14f_appendUsage__line298_390,deepseek-coder-v2:16b,batch03__Cli_14__appendUsage__cli_14f_appendUsage_line298,m02,1,17,31,False
cli_14f_appendUsage__line298_390,deepseek-coder-v2:16b,batch03__Cli_14__appendUsage__cli_14f_appendUsage_line298,m03,1,5,31,False
cli_14f_appendUsage__line298_390,deepseek-coder-v2:16b,batch03__Cli_14__appendUsage__cli_14f_appendUsage_line298,m04,1,17,31,False
cli_14f_appendUsage__line298_390,deepseek-coder-v2:16b,batch03__Cli_14__appendUsage__cli_14f_appendUsage_line298,m05,1,5,31,False
cli_14f_appendUsage__line298_390,deepseek-coder-v2:16b,batch03__Cli_14__appendUsage__cli_14f_appendUsage_line298,m07,1,16,31,False
cli_14f_appendUsage__line298_390,deepseek-coder-v2:16b,batch03__Cli_14__appendUsage__cli_14f_appendUsage_line298,m08,1,6,31,False
cli_1f_findWrapPos__line789_833,deepseek-coder-v2:16b,batch03__Cli_1__findWrapPos__cli_1f_findWrapPos_line789,m01,1,1,7,False
cli_1f_parse__line129_220,deepseek-coder-v2:16b,batch03__Cli_1__parse__cli_1f_parse_line129,m01,0,0,74,n/a
cli_1f_parse__line129_220,deepseek-coder-v2:16b,batch03__Cli_1__parse__cli_1f_parse_line129,m03,1,5,74,False
cli_1f_parse__line129_220,deepseek-coder-v2:16b,batch03__Cli_1__parse__cli_1f_parse_line129,m04,1,66,74,False
cli_1f_parse__line129_220,deepseek-coder-v2:16b,batch03__Cli_1__parse__cli_1f_parse_line129,m06,1,4,74,False
cli_1f_parse__line129_220,deepseek-coder-v2:16b,batch03__Cli_1__parse__cli_1f_parse_line129,m07,1,9,74,False
cli_30f_createValue__line60_102,deepseek-coder-v2:16b,batch03__Cli_30__createValue__cli_30f_createValue_line60,m02,1,2,6,False
cli_30f_createValue__line60_102,deepseek-coder-v2:16b,batch03__Cli_30__createValue__cli_30f_createValue_line60,m05,1,1,6,False
cli_30f_createValue__line60_102,deepseek-coder-v2:16b,batch03__Cli_30__createValue__cli_30f_createValue_line60,m07,1,1,6,False
cli_30f_processProperties__line252_305,deepseek-coder-v2:16b,batch03__Cli_30__processProperties__cli_30f_processProperties_line252,m01,0,0,64,n/a
cli_30f_processProperties__line252_305,deepseek-coder-v2:16b,batch03__Cli_30__processProperties__cli_30f_processProperties_line252,m02,0,0,64,n/a
cli_30f_processProperties__line252_305,deepseek-coder-v2:16b,batch03__Cli_30__processProperties__cli_30f_processProperties_line252,m03,1,1,64,False
cli_30f_processProperties__line252_305,deepseek-coder-v2:16b,batch03__Cli_30__processProperties__cli_30f_processProperties_line252,m04,1,1,64,False
cli_30f_processProperties__line252_305,deepseek-coder-v2:16b,batch03__Cli_30__processProperties__cli_30f_processProperties_line252,m07,0,0,64,n/a
cli_30f_processProperties__line252_305,deepseek-coder-v2:16b,batch03__Cli_30__processProperties__cli_30f_processProperties_line252,m08,0,0,64,n/a
cli_40f_parse__line144_244,deepseek-coder-v2:16b,batch03__Cli_40__parse__cli_40f_parse_line144,m01,0,0,81,n/a
cli_40f_parse__line144_244,deepseek-coder-v2:16b,batch03__Cli_40__parse__cli_40f_parse_line144,m05,1,1,81,False
cli_7f_appendUsage__line258_320,deepseek-coder-v2:16b,batch03__Cli_7__appendUsage__cli_7f_appendUsage_line258,m05,1,13,27,False
cli_7f_appendUsage__line258_320,deepseek-coder-v2:16b,batch03__Cli_7__appendUsage__cli_7f_appendUsage_line258,m06,1,14,27,False
cli_7f_appendUsage__line258_320,deepseek-coder-v2:16b,batch03__Cli_7__appendUsage__cli_7f_appendUsage_line258,m08,1,9,27,False
cli_7f_process__line156_235,deepseek-coder-v2:16b,batch03__Cli_7__process__cli_7f_process_line156,m01,0,0,32,n/a
cli_7f_process__line156_235,deepseek-coder-v2:16b,batch03__Cli_7__process__cli_7f_process_line156,m02,1,22,32,False
cli_7f_process__line156_235,deepseek-coder-v2:16b,batch03__Cli_7__process__cli_7f_process_line156,m04,1,6,32,False
cli_7f_process__line156_235,deepseek-coder-v2:16b,batch03__Cli_7__process__cli_7f_process_line156,m05,1,3,32,False
cli_7f_process__line156_235,deepseek-coder-v2:16b,batch03__Cli_7__process__cli_7f_process_line156,m06,1,6,32,False
cli_7f_process__line156_235,deepseek-coder-v2:16b,batch03__Cli_7__process__cli_7f_process_line156,m07,1,15,32,False
cli_7f_process__line156_235,deepseek-coder-v2:16b,batch03__Cli_7__process__cli_7f_process_line156,m08,0,0,32,n/a
cli_7f_wrap__line340_438,deepseek-coder-v2:16b,batch03__Cli_7__wrap__cli_7f_wrap_line340,m01,1,15,26,False
cli_7f_wrap__line340_438,deepseek-coder-v2:16b,batch03__Cli_7__wrap__cli_7f_wrap_line340,m02,1,2,26,False
cli_7f_wrap__line340_438,deepseek-coder-v2:16b,batch03__Cli_7__wrap__cli_7f_wrap_line340,m03,0,0,26,n/a
cli_7f_wrap__line340_438,deepseek-coder-v2:16b,batch03__Cli_7__wrap__cli_7f_wrap_line340,m04,0,0,26,n/a
closure_106f_precedence__line605_680,deepseek-coder-v2:16b,batch03__Closure_106__precedence__closure_106f_precedence_line605,m02,1,955,1892,False
closure_1f_biggestPowerTen__line180_277,deepseek-coder-v2:16b,batch03__Closure_1__biggestPowerTen__closure_1f_biggestPowerTen_line180,m08,0,0,1,n/a
closure_44f_bytecodeName__line179_262,deepseek-coder-v2:16b,batch03__Closure_44__bytecodeName__closure_44f_bytecodeName_line179,m01,0,0,1,n/a
closure_44f_bytecodeName__line179_262,deepseek-coder-v2:16b,batch03__Closure_44__bytecodeName__closure_44f_bytecodeName_line179,m07,0,0,1,n/a
closure_44f_bytecodeName__line179_262,deepseek-coder-v2:16b,batch03__Closure_44__bytecodeName__closure_44f_bytecodeName_line179,m08,0,0,1,n/a
closure_44f_findInstanceIdInfo__line139_191,deepseek-coder-v2:16b,batch03__Closure_44__findInstanceIdInfo__closure_44f_findInstanceIdInfo_line139,m04,0,0,1,n/a
closure_44f_findInstanceIdInfo__line139_191,deepseek-coder-v2:16b,batch03__Closure_44__findInstanceIdInfo__closure_44f_findInstanceIdInfo_line139,m05,0,0,1,n/a
closure_44f_findInstanceIdInfo__line139_191,deepseek-coder-v2:16b,batch03__Closure_44__findInstanceIdInfo__closure_44f_findInstanceIdInfo_line139,m06,0,0,1,n/a
closure_44f_findPrototypeId__line459_537,deepseek-coder-v2:16b,batch03__Closure_44__findPrototypeId__closure_44f_findPrototypeId_line459,m01,0,0,1,n/a
closure_44f_findPrototypeId__line459_537,deepseek-coder-v2:16b,batch03__Closure_44__findPrototypeId__closure_44f_findPrototypeId_line459,m02,0,0,1,n/a
