group,mutants,killed_mutants,unique_target_tests,unique_failing_tests,unique_error_tests,kill_events,source_mode,wide_csv,long_csv
batch02__Collections_17__put__collections_17f_put_line254,7,2,13,10,0,13,test_results.csv,harness/reports/java_llm/kill_matrices/batch02__Collections_17__put__collections_17f_put_line254_kill_matrix.csv,harness/reports/java_llm/kill_matrices/batch02__Collections_17__put__collections_17f_put_line254_kill_matrix_long.csv
batch02__Collections_17__size__collections_17f_size_line1027,8,8,15,15,0,22,test_results.csv,harness/reports/java_llm/kill_matrices/batch02__Collections_17__size__collections_17f_size_line1027_kill_matrix.csv,harness/reports/java_llm/kill_matrices/batch02__Collections_17__size__collections_17f_size_line1027_kill_matrix_long.csv
batch02__Collections_1__containsKey__collections_1f_containsKey_line186,5,1,12,2,0,2,test_results.csv,harness/reports/java_llm/kill_matrices/batch02__Collections_1__containsKey__collections_1f_containsKey_line186_kill_matrix.csv,harness/reports/java_llm/kill_matrices/batch02__Collections_1__containsKey__collections_1f_containsKey_line186_kill_matrix_long.csv
batch02__Collections_1__put__collections_1f_put_line255,1,0,12,0,0,0,test_results.csv,harness/reports/java_llm/kill_matrices/batch02__Collections_1__put__collections_1f_put_line255_kill_matrix.csv,harness/reports/java_llm/kill_matrices/batch02__Collections_1__put__collections_1f_put_line255_kill_matrix_long.csv
batch02__Collections_1__swapPosition__collections_1f_swapPosition_line1043,4,0,6,0,0,0,test_results.csv,harness/reports/java_llm/kill_matrices/batch02__Collections_1__swapPosition__collections_1f_swapPosition_line1043_kill_matrix.csv,harness/reports/java_llm/kill_matrices/batch02__Collections_1__swapPosition__collections_1f_swapPosition_line1043_kill_matrix_long.csv
batch02__Collections_21__containsKey__collections_21f_containsKey_line197,8,5,12,8,0,38,test_results.csv,harness/reports/java_llm/kill_matrices/batch02__Collections_21__containsKey__collections_21f_containsKey_line197_kill_matrix.csv,harness/reports/java_llm/kill_matrices/batch02__Collections_21__containsKey__collections_21f_containsKey_line197_kill_matrix_long.csv
batch02__Collections_21__put__collections_21f_put_line290,6,4,13,11,0,37,test_results.csv,harness/reports/java_llm/kill_matrices/batch02__Collections_21__put__collections_21f_put_line290_kill_matrix.csv,harness/reports/java_llm/kill_matrices/batch02__Collections_21__put__collections_21f_put_line290_kill_matrix_long.csv
batch02__Collections_22__size__collections_22f_size_line1301,4,4,17,3,0,4,test_results.csv,harness/reports/java_llm/kill_matrices/batch02__Collections_22__size__collections_22f_size_line1301_kill_matrix.csv,harness/reports/java_llm/kill_matrices/batch02__Collections_22__size__collections_22f_size_line1301_kill_matrix_long.csv
batch02__Compress_10__read__compress_10f_read_line212,1,0,5,0,0,0,test_results.csv,harness/reports/java_llm/kill_matrices/batch02__Compress_10__read__compress_10f_read_line212_kill_matrix.csv,harness/reports/java_llm/kill_matrices/batch02__Compress_10__read__compress_10f_read_line212_kill_matrix_long.csv
batch02__Compress_19__readDirectoryEntry__compress_19f_readDirectoryEntry_line291,7,0,5,0,0,0,test_results.csv,harness/reports/java_llm/kill_matrices/batch02__Compress_19__readDirectoryEntry__compress_19f_readDirectoryEntry_line291_kill_matrix.csv,harness/reports/java_llm/kill_matrices/batch02__Compress_19__readDirectoryEntry__compress_19f_readDirectoryEntry_line291_kill_matrix_long.csv
batch02__Compress_1__generateMTFValues__compress_1f_generateMTFValues_line1542,6,0,1,0,0,0,test_results.csv,harness/reports/java_llm/kill_matrices/batch02__Compress_1__generateMTFValues__compress_1f_generateMTFValues_line1542_kill_matrix.csv,harness/reports/java_llm/kill_matrices/batch02__Compress_1__generateMTFValues__compress_1f_generateMTFValues_line1542_kill_matrix_long.csv
batch02__Compress_21__readSubStreamsInfo__compress_21f_readSubStreamsInfo_line397,8,0,19,0,0,0,test_results.csv,harness/reports/java_llm/kill_matrices/batch02__Compress_21__readSubStreamsInfo__compress_21f_readSubStreamsInfo_line397_kill_matrix.csv,harness/reports/java_llm/kill_matrices/batch02__Compress_21__readSubStreamsInfo__compress_21f_readSubStreamsInfo_line397_kill_matrix_long.csv
batch02__Compress_29__createLocalFileHeader__compress_29f_createLocalFileHeader_line1009,8,0,46,0,0,0,test_results.csv,harness/reports/java_llm/kill_matrices/batch02__Compress_29__createLocalFileHeader__compress_29f_createLocalFileHeader_line1009_kill_matrix.csv,harness/reports/java_llm/kill_matrices/batch02__Compress_29__createLocalFileHeader__compress_29f_createLocalFileHeader_line1009_kill_matrix_long.csv
batch02__Compress_3__perform__compress_3f_perform_line64,3,2,23,2,0,2,test_results.csv,harness/reports/java_llm/kill_matrices/batch02__Compress_3__perform__compress_3f_perform_line64_kill_matrix.csv,harness/reports/java_llm/kill_matrices/batch02__Compress_3__perform__compress_3f_perform_line64_kill_matrix_long.csv
batch02__Compress_43__readFrameDescriptor__compress_43f_readFrameDescriptor_line190,6,6,33,33,0,152,test_results.csv,harness/reports/java_llm/kill_matrices/batch02__Compress_43__readFrameDescriptor__compress_43f_readFrameDescriptor_line190_kill_matrix.csv,harness/reports/java_llm/kill_matrices/batch02__Compress_43__readFrameDescriptor__compress_43f_readFrameDescriptor_line190_kill_matrix_long.csv
batch02__Compress_46__processPaxHeader__compress_46f_processPaxHeader_line1021,6,2,17,3,0,3,test_results.csv,harness/reports/java_llm/kill_matrices/batch02__Compress_46__processPaxHeader__compress_46f_processPaxHeader_line1021_kill_matrix.csv,harness/reports/java_llm/kill_matrices/batch02__Compress_46__processPaxHeader__compress_46f_processPaxHeader_line1021_kill_matrix_long.csv
batch02__Compress_7__initBlock__compress_7f_initBlock_line240,5,2,3,2,0,4,test_results.csv,harness/reports/java_llm/kill_matrices/batch02__Compress_7__initBlock__compress_7f_initBlock_line240_kill_matrix.csv,harness/reports/java_llm/kill_matrices/batch02__Compress_7__initBlock__compress_7f_initBlock_line240_kill_matrix_long.csv
batch02__Compress_7__recvDecodingTables__compress_7f_recvDecodingTables_line416,6,5,3,3,0,13,test_results.csv,harness/reports/java_llm/kill_matrices/batch02__Compress_7__recvDecodingTables__compress_7f_recvDecodingTables_line416_kill_matrix.csv,harness/reports/java_llm/kill_matrices/batch02__Compress_7__recvDecodingTables__compress_7f_recvDecodingTables_line416_kill_matrix_long.csv
batch02__Csv_11__initializeHeader__csv_11f_initializeHeader_line359,7,6,50,16,0,48,test_results.csv,harness/reports/java_llm/kill_matrices/batch02__Csv_11__initializeHeader__csv_11f_initializeHeader_line359_kill_matrix.csv,harness/reports/java_llm/kill_matrices/batch02__Csv_11__initializeHeader__csv_11f_initializeHeader_line359_kill_matrix_long.csv
batch02__Csv_1__encapsulatedTokenLexer__csv_1f_encapsulatedTokenLexer_line181,5,4,13,13,0,28,test_results.csv,harness/reports/java_llm/kill_matrices/batch02__Csv_1__encapsulatedTokenLexer__csv_1f_encapsulatedTokenLexer_line181_kill_matrix.csv,harness/reports/java_llm/kill_matrices/batch02__Csv_1__encapsulatedTokenLexer__csv_1f_encapsulatedTokenLexer_line181_kill_matrix_long.csv
batch02__Csv_1__nextToken__csv_1f_nextToken_line40,3,1,31,4,0,4,test_results.csv,harness/reports/java_llm/kill_matrices/batch02__Csv_1__nextToken__csv_1f_nextToken_line40_kill_matrix.csv,harness/reports/java_llm/kill_matrices/batch02__Csv_1__nextToken__csv_1f_nextToken_line40_kill_matrix_long.csv
batch02__Csv_2__parseEncapsulatedToken__csv_2f_parseEncapsulatedToken_line198,1,0,14,0,0,0,test_results.csv,harness/reports/java_llm/kill_matrices/batch02__Csv_2__parseEncapsulatedToken__csv_2f_parseEncapsulatedToken_line198_kill_matrix.csv,harness/reports/java_llm/kill_matrices/batch02__Csv_2__parseEncapsulatedToken__csv_2f_parseEncapsulatedToken_line198_kill_matrix_long.csv
batch02__Csv_2__parseSimpleToken__csv_2f_parseSimpleToken_line149,5,2,48,41,0,45,test_results.csv,harness/reports/java_llm/kill_matrices/batch02__Csv_2__parseSimpleToken__csv_2f_parseSimpleToken_line149_kill_matrix.csv,harness/reports/java_llm/kill_matrices/batch02__Csv_2__parseSimpleToken__csv_2f_parseSimpleToken_line149_kill_matrix_long.csv
batch02__Csv_3__readEscape__csv_3f_readEscape_line87,6,1,14,4,0,4,test_results.csv,harness/reports/java_llm/kill_matrices/batch02__Csv_3__readEscape__csv_3f_readEscape_line87_kill_matrix.csv,harness/reports/java_llm/kill_matrices/batch02__Csv_3__readEscape__csv_3f_readEscape_line87_kill_matrix_long.csv
batch02__Csv_4__equals__csv_4f_equals_line313,8,4,10,4,0,7,test_results.csv,harness/reports/java_llm/kill_matrices/batch02__Csv_4__equals__csv_4f_equals_line313_kill_matrix.csv,harness/reports/java_llm/kill_matrices/batch02__Csv_4__equals__csv_4f_equals_line313_kill_matrix_long.csv
batch02__Csv_4__nextToken__csv_4f_nextToken_line82,2,2,65,63,0,73,test_results.csv,harness/reports/java_llm/kill_matrices/batch02__Csv_4__nextToken__csv_4f_nextToken_line82_kill_matrix.csv,harness/reports/java_llm/kill_matrices/batch02__Csv_4__nextToken__csv_4f_nextToken_line82_kill_matrix_long.csv
batch02__Csv_4__parseSimpleToken__csv_4f_parseSimpleToken_line185,8,6,62,59,0,123,test_results.csv,harness/reports/java_llm/kill_matrices/batch02__Csv_4__parseSimpleToken__csv_4f_parseSimpleToken_line185_kill_matrix.csv,harness/reports/java_llm/kill_matrices/batch02__Csv_4__parseSimpleToken__csv_4f_parseSimpleToken_line185_kill_matrix_long.csv
batch02__Gson_11__nextUnquotedValue__gson_11f_nextUnquotedValue_line1025,7,0,80,0,0,0,test_results.csv,harness/reports/java_llm/kill_matrices/batch02__Gson_11__nextUnquotedValue__gson_11f_nextUnquotedValue_line1025_kill_matrix.csv,harness/reports/java_llm/kill_matrices/batch02__Gson_11__nextUnquotedValue__gson_11f_nextUnquotedValue_line1025_kill_matrix_long.csv
batch02__Gson_1__extractTypeForHierarchy__gson_1f_extractTypeForHierarchy_line117,1,0,1,0,0,0,test_results.csv,harness/reports/java_llm/kill_matrices/batch02__Gson_1__extractTypeForHierarchy__gson_1f_extractTypeForHierarchy_line117_kill_matrix.csv,harness/reports/java_llm/kill_matrices/batch02__Gson_1__extractTypeForHierarchy__gson_1f_extractTypeForHierarchy_line117_kill_matrix_long.csv
batch02__Gson_1__nextLiteral__gson_1f_nextLiteral_line971,6,4,183,170,0,422,test_results.csv,harness/reports/java_llm/kill_matrices/batch02__Gson_1__nextLiteral__gson_1f_nextLiteral_line971_kill_matrix.csv,harness/reports/java_llm/kill_matrices/batch02__Gson_1__nextLiteral__gson_1f_nextLiteral_line971_kill_matrix_long.csv
batch02__Gson_1__write__gson_1f_write_line86,7,4,227,185,0,281,test_results.csv,harness/reports/java_llm/kill_matrices/batch02__Gson_1__write__gson_1f_write_line86_kill_matrix.csv,harness/reports/java_llm/kill_matrices/batch02__Gson_1__write__gson_1f_write_line86_kill_matrix_long.csv
batch02__Gson_2__equals__gson_2f_equals_line160,8,2,346,36,0,38,test_results.csv,harness/reports/java_llm/kill_matrices/batch02__Gson_2__equals__gson_2f_equals_line160_kill_matrix.csv,harness/reports/java_llm/kill_matrices/batch02__Gson_2__equals__gson_2f_equals_line160_kill_matrix_long.csv
batch02__Gson_2__newDefaultImplementationConstructor__gson_2f_newDefaultImplementationConstructor_line127,7,0,202,0,0,0,test_results.csv,harness/reports/java_llm/kill_matrices/batch02__Gson_2__newDefaultImplementationConstructor__gson_2f_newDefaultImplementationConstructor_line127_kill_matrix.csv,harness/reports/java_llm/kill_matrices/batch02__Gson_2__newDefaultImplementationConstructor__gson_2f_newDefaultImplementationConstructor_line127_kill_matrix_long.csv
batch02__Gson_2__peek__gson_2f_peek_line86,3,3,33,32,0,86,test_results.csv,harness/reports/java_llm/kill_matrices/batch02__Gson_2__peek__gson_2f_peek_line86_kill_matrix.csv,harness/reports/java_llm/kill_matrices/batch02__Gson_2__peek__gson_2f_peek_line86_kill_matrix_long.csv
batch02__Gson_2__rebalance__gson_2f_rebalance_line338,5,2,2,1,0,2,test_results.csv,harness/reports/java_llm/kill_matrices/batch02__Gson_2__rebalance__gson_2f_rebalance_line338_kill_matrix.csv,harness/reports/java_llm/kill_matrices/batch02__Gson_2__rebalance__gson_2f_rebalance_line338_kill_matrix_long.csv
batch02__Gson_2__resolve__gson_2f_resolve_line324,8,0,357,0,0,0,test_results.csv,harness/reports/java_llm/kill_matrices/batch02__Gson_2__resolve__gson_2f_resolve_line324_kill_matrix.csv,harness/reports/java_llm/kill_matrices/batch02__Gson_2__resolve__gson_2f_resolve_line324_kill_matrix_long.csv
batch02__JacksonCore_22__startValueAfterColon__jacksoncore_22f_startValueAfterColon_line545,7,5,14,14,0,24,test_results.csv,harness/reports/java_llm/kill_matrices/batch02__JacksonCore_22__startValueAfterColon__jacksoncore_22f_startValueAfterColon_line545_kill_matrix.csv,harness/reports/java_llm/kill_matrices/batch02__JacksonCore_22__startValueAfterColon__jacksoncore_22f_startValueAfterColon_line545_kill_matrix_long.csv
batch02__JacksonCore_25__startValueAfterComma__jacksoncore_25f_startValueAfterComma_line812,8,2,20,20,0,25,test_results.csv,harness/reports/java_llm/kill_matrices/batch02__JacksonCore_25__startValueAfterComma__jacksoncore_25f_startValueAfterComma_line812_kill_matrix.csv,harness/reports/java_llm/kill_matrices/batch02__JacksonCore_25__startValueAfterComma__jacksoncore_25f_startValueAfterComma_line812_kill_matrix_long.csv
batch02__JacksonCore_25__startValueExpectComma__jacksoncore_25f_startValueExpectComma_line642,1,1,29,7,0,7,test_results.csv,harness/reports/java_llm/kill_matrices/batch02__JacksonCore_25__startValueExpectComma__jacksoncore_25f_startValueExpectComma_line642_kill_matrix.csv,harness/reports/java_llm/kill_matrices/batch02__JacksonCore_25__startValueExpectComma__jacksoncore_25f_startValueExpectComma_line642_kill_matrix_long.csv
batch02__JacksonCore_2__parseFloat__jacksoncore_2f_parseFloat_line1329,7,2,7,2,0,4,test_results.csv,harness/reports/java_llm/kill_matrices/batch02__JacksonCore_2__parseFloat__jacksoncore_2f_parseFloat_line1329_kill_matrix.csv,harness/reports/java_llm/kill_matrices/batch02__JacksonCore_2__parseFloat__jacksoncore_2f_parseFloat_line1329_kill_matrix_long.csv
batch02__JacksonCore_4__writeSimpleObject__jacksoncore_4f_writeSimpleObject_line1505,3,3,1,1,0,3,test_results.csv,harness/reports/java_llm/kill_matrices/batch02__JacksonCore_4__writeSimpleObject__jacksoncore_4f_writeSimpleObject_line1505_kill_matrix.csv,harness/reports/java_llm/kill_matrices/batch02__JacksonCore_4__writeSimpleObject__jacksoncore_4f_writeSimpleObject_line1505_kill_matrix_long.csv
batch02__JacksonDatabind_1__resolveCreators__jacksondatabind_1f_resolveCreators_line323,7,6,961,961,0,3081,test_results.csv,harness/reports/java_llm/kill_matrices/batch02__JacksonDatabind_1__resolveCreators__jacksondatabind_1f_resolveCreators_line323_kill_matrix.csv,harness/reports/java_llm/kill_matrices/batch02__JacksonDatabind_1__resolveCreators__jacksondatabind_1f_resolveCreators_line323_kill_matrix_long.csv
batch02__JacksonDatabind_1__resolve__jacksondatabind_1f_resolve_line255,1,0,332,0,0,0,test_results.csv,harness/reports/java_llm/kill_matrices/batch02__JacksonDatabind_1__resolve__jacksondatabind_1f_resolve_line255_kill_matrix.csv,harness/reports/java_llm/kill_matrices/batch02__JacksonDatabind_1__resolve__jacksondatabind_1f_resolve_line255_kill_matrix_long.csv
batch02__JacksonDatabind_1__serialize__jacksondatabind_1f_serialize_line203,7,0,2,0,0,0,test_results.csv,harness/reports/java_llm/kill_matrices/batch02__JacksonDatabind_1__serialize__jacksondatabind_1f_serialize_line203_kill_matrix.csv,harness/reports/java_llm/kill_matrices/batch02__JacksonDatabind_1__serialize__jacksondatabind_1f_serialize_line203_kill_matrix_long.csv
batch02__JacksonDatabind_2__buildCollectionSerializer__jacksondatabind_2f_buildCollectionSerializer_line598,5,4,77,73,0,110,test_results.csv,harness/reports/java_llm/kill_matrices/batch02__JacksonDatabind_2__buildCollectionSerializer__jacksondatabind_2f_buildCollectionSerializer_line598_kill_matrix.csv,harness/reports/java_llm/kill_matrices/batch02__JacksonDatabind_2__buildCollectionSerializer__jacksondatabind_2f_buildCollectionSerializer_line598_kill_matrix_long.csv
batch02__JacksonDatabind_2__forType__jacksondatabind_2f_forType_line63,8,7,219,10,0,64,test_results.csv,harness/reports/java_llm/kill_matrices/batch02__JacksonDatabind_2__forType__jacksondatabind_2f_forType_line63_kill_matrix.csv,harness/reports/java_llm/kill_matrices/batch02__JacksonDatabind_2__forType__jacksondatabind_2f_forType_line63_kill_matrix_long.csv
batch02__JacksonDatabind_59__deserializeFromObject__jacksondatabind_59f_deserializeFromObject_line60,7,0,7,0,0,0,test_results.csv,harness/reports/java_llm/kill_matrices/batch02__JacksonDatabind_59__deserializeFromObject__jacksondatabind_59f_deserializeFromObject_line60_kill_matrix.csv,harness/reports/java_llm/kill_matrices/batch02__JacksonDatabind_59__deserializeFromObject__jacksondatabind_59f_deserializeFromObject_line60_kill_matrix_long.csv
batch02__JacksonDatabind_80__deserializeUsingProperties__jacksondatabind_80f_deserializeUsingProperties_line328,8,0,1,0,0,0,test_results.csv,harness/reports/java_llm/kill_matrices/batch02__JacksonDatabind_80__deserializeUsingProperties__jacksondatabind_80f_deserializeUsingProperties_line328_kill_matrix.csv,harness/reports/java_llm/kill_matrices/batch02__JacksonDatabind_80__deserializeUsingProperties__jacksondatabind_80f_deserializeUsingProperties_line328_kill_matrix_long.csv
batch02__JacksonDatabind_80__isValuePresent__jacksondatabind_80f_isValuePresent_line179,6,0,20,0,0,0,test_results.csv,harness/reports/java_llm/kill_matrices/batch02__JacksonDatabind_80__isValuePresent__jacksondatabind_80f_isValuePresent_line179_kill_matrix.csv,harness/reports/java_llm/kill_matrices/batch02__JacksonDatabind_80__isValuePresent__jacksondatabind_80f_isValuePresent_line179_kill_matrix_long.csv
batch02__JacksonDatabind_96__getSetterInfo__jacksondatabind_96f_getSetterInfo_line242,2,1,694,31,0,31,test_results.csv,harness/reports/java_llm/kill_matrices/batch02__JacksonDatabind_96__getSetterInfo__jacksondatabind_96f_getSetterInfo_line242_kill_matrix.csv,harness/reports/java_llm/kill_matrices/batch02__JacksonDatabind_96__getSetterInfo__jacksondatabind_96f_getSetterInfo_line242_kill_matrix_long.csv
batch02__JacksonXml_1__findRootName__jacksonxml_1f_findRootName_line63,7,6,69,52,0,120,test_results.csv,harness/reports/java_llm/kill_matrices/batch02__JacksonXml_1__findRootName__jacksonxml_1f_findRootName_line63_kill_matrix.csv,harness/reports/java_llm/kill_matrices/batch02__JacksonXml_1__findRootName__jacksonxml_1f_findRootName_line63_kill_matrix_long.csv
batch02__JacksonXml_1__nextTextValue__jacksonxml_1f_nextTextValue_line594,7,2,4,4,0,8,test_results.csv,harness/reports/java_llm/kill_matrices/batch02__JacksonXml_1__nextTextValue__jacksonxml_1f_nextTextValue_line594_kill_matrix.csv,harness/reports/java_llm/kill_matrices/batch02__JacksonXml_1__nextTextValue__jacksonxml_1f_nextTextValue_line594_kill_matrix_long.csv
batch02__JacksonXml_1__next__jacksonxml_1f_next_line303,7,5,79,78,0,173,test_results.csv,harness/reports/java_llm/kill_matrices/batch02__JacksonXml_1__next__jacksonxml_1f_next_line303_kill_matrix.csv,harness/reports/java_llm/kill_matrices/batch02__JacksonXml_1__next__jacksonxml_1f_next_line303_kill_matrix_long.csv
batch02__JacksonXml_1__serializeAsField__jacksonxml_1f_serializeAsField_line78,2,2,16,15,0,29,test_results.csv,harness/reports/java_llm/kill_matrices/batch02__JacksonXml_1__serializeAsField__jacksonxml_1f_serializeAsField_line78_kill_matrix.csv,harness/reports/java_llm/kill_matrices/batch02__JacksonXml_1__serializeAsField__jacksonxml_1f_serializeAsField_line78_kill_matrix_long.csv
batch02__Jsoup_13__findElements__jsoup_13f_findElements_line120,7,3,136,130,0,153,test_results.csv,harness/reports/java_llm/kill_matrices/batch02__Jsoup_13__findElements__jsoup_13f_findElements_line120_kill_matrix.csv,harness/reports/java_llm/kill_matrices/batch02__Jsoup_13__findElements__jsoup_13f_findElements_line120_kill_matrix_long.csv
batch02__Jsoup_1__canContain__jsoup_1f_canContain_line67,4,3,128,127,0,307,test_results.csv,harness/reports/java_llm/kill_matrices/batch02__Jsoup_1__canContain__jsoup_1f_canContain_line67_kill_matrix.csv,harness/reports/java_llm/kill_matrices/batch02__Jsoup_1__canContain__jsoup_1f_canContain_line67_kill_matrix_long.csv
batch02__Jsoup_20__resetInsertionMode__jsoup_20f_resetInsertionMode_line351,6,2,52,36,0,36,test_results.csv,harness/reports/java_llm/kill_matrices/batch02__Jsoup_20__resetInsertionMode__jsoup_20f_resetInsertionMode_line351_kill_matrix.csv,harness/reports/java_llm/kill_matrices/batch02__Jsoup_20__resetInsertionMode__jsoup_20f_resetInsertionMode_line351_kill_matrix_long.csv
batch02__Jsoup_33__cssNthChild__jsoup_33f_cssNthChild_line277,6,6,8,8,0,12,test_results.csv,harness/reports/java_llm/kill_matrices/batch02__Jsoup_33__cssNthChild__jsoup_33f_cssNthChild_line277_kill_matrix.csv,harness/reports/java_llm/kill_matrices/batch02__Jsoup_33__cssNthChild__jsoup_33f_cssNthChild_line277_kill_matrix_long.csv
batch02__Jsoup_66__filter__jsoup_66f_filter_line81,8,3,8,8,0,15,test_results.csv,harness/reports/java_llm/kill_matrices/batch02__Jsoup_66__filter__jsoup_66f_filter_line81_kill_matrix.csv,harness/reports/java_llm/kill_matrices/batch02__Jsoup_66__filter__jsoup_66f_filter_line81_kill_matrix_long.csv
batch02__Jsoup_67__parseInputStream__jsoup_67f_parseInputStream_line92,8,0,38,0,0,0,test_results.csv,harness/reports/java_llm/kill_matrices/batch02__Jsoup_67__parseInputStream__jsoup_67f_parseInputStream_line92_kill_matrix.csv,harness/reports/java_llm/kill_matrices/batch02__Jsoup_67__parseInputStream__jsoup_67f_parseInputStream_line92_kill_matrix_long.csv
batch02__JxPath_1__computeContextDependent__jxpath_1f_computeContextDependent_line142,2,1,1,1,0,1,test_results.csv,harness/reports/java_llm/kill_matrices/batch02__JxPath_1__computeContextDependent__jxpath_1f_computeContextDependent_line142_kill_matrix.csv,harness/reports/java_llm/kill_matrices/batch02__JxPath_1__computeContextDependent__jxpath_1f_computeContextDependent_line142_kill_matrix_long.csv
batch02__JxPath_1__computeValue__jxpath_1f_computeValue_line212,6,3,9,3,0,3,test_results.csv,harness/reports/java_llm/kill_matrices/batch02__JxPath_1__computeValue__jxpath_1f_computeValue_line212_kill_matrix.csv,harness/reports/java_llm/kill_matrices/batch02__JxPath_1__computeValue__jxpath_1f_computeValue_line212_kill_matrix_long.csv
batch02__JxPath_1__jjMoveStringLiteralDfa0_0__jxpath_1f_jjMoveStringLiteralDfa0_0_line402,7,0,136,0,0,0,test_results.csv,harness/reports/java_llm/kill_matrices/batch02__JxPath_1__jjMoveStringLiteralDfa0_0__jxpath_1f_jjMoveStringLiteralDfa0_0_line402_kill_matrix.csv,harness/reports/java_llm/kill_matrices/batch02__JxPath_1__jjMoveStringLiteralDfa0_0__jxpath_1f_jjMoveStringLiteralDfa0_0_line402_kill_matrix_long.csv
batch02__JxPath_1__jjMoveStringLiteralDfa1_0__jxpath_1f_jjMoveStringLiteralDfa1_0_line480,8,0,127,0,0,0,test_results.csv,harness/reports/java_llm/kill_matrices/batch02__JxPath_1__jjMoveStringLiteralDfa1_0__jxpath_1f_jjMoveStringLiteralDfa1_0_line480_kill_matrix.csv,harness/reports/java_llm/kill_matrices/batch02__JxPath_1__jjMoveStringLiteralDfa1_0__jxpath_1f_jjMoveStringLiteralDfa1_0_line480_kill_matrix_long.csv
batch02__JxPath_1__jj_3R_129__jxpath_1f_jj_3R_129_line2567,2,2,47,38,0,76,test_results.csv,harness/reports/java_llm/kill_matrices/batch02__JxPath_1__jj_3R_129__jxpath_1f_jj_3R_129_line2567_kill_matrix.csv,harness/reports/java_llm/kill_matrices/batch02__JxPath_1__jj_3R_129__jxpath_1f_jj_3R_129_line2567_kill_matrix_long.csv
batch02__JxPath_1__jj_3R_18__jxpath_1f_jj_3R_18_line1897,8,8,88,11,0,72,test_results.csv,harness/reports/java_llm/kill_matrices/batch02__JxPath_1__jj_3R_18__jxpath_1f_jj_3R_18_line1897_kill_matrix.csv,harness/reports/java_llm/kill_matrices/batch02__JxPath_1__jj_3R_18__jxpath_1f_jj_3R_18_line1897_kill_matrix_long.csv
batch02__JxPath_1__jj_3R_19__jxpath_1f_jj_3R_19_line3419,6,3,136,7,0,7,test_results.csv,harness/reports/java_llm/kill_matrices/batch02__JxPath_1__jj_3R_19__jxpath_1f_jj_3R_19_line3419_kill_matrix.csv,harness/reports/java_llm/kill_matrices/batch02__JxPath_1__jj_3R_19__jxpath_1f_jj_3R_19_line3419_kill_matrix_long.csv
batch02__JxPath_6__canConvert__jxpath_6f_canConvert_line51,5,2,20,1,0,2,test_results.csv,harness/reports/java_llm/kill_matrices/batch02__JxPath_6__canConvert__jxpath_6f_canConvert_line51_kill_matrix.csv,harness/reports/java_llm/kill_matrices/batch02__JxPath_6__canConvert__jxpath_6f_canConvert_line51_kill_matrix_long.csv
batch02__Lang_1__binaryBeMsb0ToHexDigit__lang_1f_binaryBeMsb0ToHexDigit_line511,6,5,2,2,0,7,test_results.csv,harness/reports/java_llm/kill_matrices/batch02__Lang_1__binaryBeMsb0ToHexDigit__lang_1f_binaryBeMsb0ToHexDigit_line511_kill_matrix.csv,harness/reports/java_llm/kill_matrices/batch02__Lang_1__binaryBeMsb0ToHexDigit__lang_1f_binaryBeMsb0ToHexDigit_line511_kill_matrix_long.csv
batch02__Lang_1__binaryToHexDigitMsb0_4bits__lang_1f_binaryToHexDigitMsb0_4bits_line403,8,5,2,2,0,9,test_results.csv,harness/reports/java_llm/kill_matrices/batch02__Lang_1__binaryToHexDigitMsb0_4bits__lang_1f_binaryToHexDigitMsb0_4bits_line403_kill_matrix.csv,harness/reports/java_llm/kill_matrices/batch02__Lang_1__binaryToHexDigitMsb0_4bits__lang_1f_binaryToHexDigitMsb0_4bits_line403_kill_matrix_long.csv
batch02__Lang_1__binaryToHexDigit__lang_1f_binaryToHexDigit_line300,7,0,2,0,0,0,test_results.csv,harness/reports/java_llm/kill_matrices/batch02__Lang_1__binaryToHexDigit__lang_1f_binaryToHexDigit_line300_kill_matrix.csv,harness/reports/java_llm/kill_matrices/batch02__Lang_1__binaryToHexDigit__lang_1f_binaryToHexDigit_line300_kill_matrix_long.csv
batch02__Lang_1__format__lang_1f_format_line414,4,2,15,12,0,15,test_results.csv,harness/reports/java_llm/kill_matrices/batch02__Lang_1__format__lang_1f_format_line414_kill_matrix.csv,harness/reports/java_llm/kill_matrices/batch02__Lang_1__format__lang_1f_format_line414_kill_matrix_long.csv
batch02__Lang_1__hexDigitMsb0ToBinary__lang_1f_hexDigitMsb0ToBinary_line220,8,8,1,1,0,8,test_results.csv,harness/reports/java_llm/kill_matrices/batch02__Lang_1__hexDigitMsb0ToBinary__lang_1f_hexDigitMsb0ToBinary_line220_kill_matrix.csv,harness/reports/java_llm/kill_matrices/batch02__Lang_1__hexDigitMsb0ToBinary__lang_1f_hexDigitMsb0ToBinary_line220_kill_matrix_long.csv
batch02__Lang_36__append__lang_36f_append_line367,7,2,45,4,0,7,test_results.csv,harness/reports/java_llm/kill_matrices/batch02__Lang_36__append__lang_36f_append_line367_kill_matrix.csv,harness/reports/java_llm/kill_matrices/batch02__Lang_36__append__lang_36f_append_line367_kill_matrix_long.csv
batch02__Lang_37__append__lang_37f_append_line441,8,5,29,14,0,30,test_results.csv,harness/reports/java_llm/kill_matrices/batch02__Lang_37__append__lang_37f_append_line441_kill_matrix.csv,harness/reports/java_llm/kill_matrices/batch02__Lang_37__append__lang_37f_append_line441_kill_matrix_long.csv
