group,mutants,killed_mutants,unique_target_tests,unique_failing_tests,unique_error_tests,kill_events,source_mode,wide_csv,long_csv
batch03__Lang_1__createBigInteger__lang_1f_createBigInteger_line723,1,1,5,4,0,4,test_results.csv,harness/reports/matrices/base/batch03__Lang_1__createBigInteger__lang_1f_createBigInteger_line723_kill_matrix.csv,harness/reports/matrices/base/batch03__Lang_1__createBigInteger__lang_1f_createBigInteger_line723_kill_matrix_long.csv
batch03__Lang_1__equals__lang_1f_equals_line122,4,0,7,0,0,0,test_results.csv,harness/reports/matrices/base/batch03__Lang_1__equals__lang_1f_equals_line122_kill_matrix.csv,harness/reports/matrices/base/batch03__Lang_1__equals__lang_1f_equals_line122_kill_matrix_long.csv
batch03__Lang_1__lastIndexOf__lang_1f_lastIndexOf_line1687,6,2,2,2,0,4,test_results.csv,harness/reports/matrices/base/batch03__Lang_1__lastIndexOf__lang_1f_lastIndexOf_line1687_kill_matrix.csv,harness/reports/matrices/base/batch03__Lang_1__lastIndexOf__lang_1f_lastIndexOf_line1687_kill_matrix_long.csv
batch03__Lang_1__pow__lang_1f_pow_line546,7,6,1,1,0,6,test_results.csv,harness/reports/matrices/base/batch03__Lang_1__pow__lang_1f_pow_line546_kill_matrix.csv,harness/reports/matrices/base/batch03__Lang_1__pow__lang_1f_pow_line546_kill_matrix_long.csv
batch03__Lang_1__toMap__lang_1f_toMap_line234,2,0,1,0,0,0,test_results.csv,harness/reports/matrices/base/batch03__Lang_1__toMap__lang_1f_toMap_line234_kill_matrix.csv,harness/reports/matrices/base/batch03__Lang_1__toMap__lang_1f_toMap_line234_kill_matrix_long.csv
batch03__Math_1__cdf__math_1f_cdf_line149,7,0,1,0,0,0,test_results.csv,harness/reports/matrices/base/batch03__Math_1__cdf__math_1f_cdf_line149_kill_matrix.csv,harness/reports/matrices/base/batch03__Math_1__cdf__math_1f_cdf_line149_kill_matrix_long.csv
batch03__Math_1__equals__math_1f_equals_line368,8,0,2,0,0,0,test_results.csv,harness/reports/matrices/base/batch03__Math_1__equals__math_1f_equals_line368_kill_matrix.csv,harness/reports/matrices/base/batch03__Math_1__equals__math_1f_equals_line368_kill_matrix_long.csv
batch03__Math_1__equals__math_1f_equals_line579,8,1,32,1,0,1,test_results.csv,harness/reports/matrices/base/batch03__Math_1__equals__math_1f_equals_line579_kill_matrix.csv,harness/reports/matrices/base/batch03__Math_1__equals__math_1f_equals_line579_kill_matrix_long.csv
batch03__Math_1__equals__math_1f_equals_line599,8,0,1,0,0,0,test_results.csv,harness/reports/matrices/base/batch03__Math_1__equals__math_1f_equals_line599_kill_matrix.csv,harness/reports/matrices/base/batch03__Math_1__equals__math_1f_equals_line599_kill_matrix_long.csv
batch03__Math_1__equals__math_1f_equals_line982,7,7,32,32,0,166,test_results.csv,harness/reports/matrices/base/batch03__Math_1__equals__math_1f_equals_line982_kill_matrix.csv,harness/reports/matrices/base/batch03__Math_1__equals__math_1f_equals_line982_kill_matrix_long.csv
batch03__Math_1__logGamma__math_1f_logGamma_line244,6,1,79,4,0,4,test_results.csv,harness/reports/matrices/base/batch03__Math_1__logGamma__math_1f_logGamma_line244_kill_matrix.csv,harness/reports/matrices/base/batch03__Math_1__logGamma__math_1f_logGamma_line244_kill_matrix_long.csv
batch03__Math_1__nextPrime__math_1f_nextPrime_line74,8,7,1,1,0,7,test_results.csv,harness/reports/matrices/base/batch03__Math_1__nextPrime__math_1f_nextPrime_line74_kill_matrix.csv,harness/reports/matrices/base/batch03__Math_1__nextPrime__math_1f_nextPrime_line74_kill_matrix_long.csv
batch03__Math_1__recurseIntersection__math_1f_recurseIntersection_line600,6,3,1,1,0,3,test_results.csv,harness/reports/matrices/base/batch03__Math_1__recurseIntersection__math_1f_recurseIntersection_line600_kill_matrix.csv,harness/reports/matrices/base/batch03__Math_1__recurseIntersection__math_1f_recurseIntersection_line600_kill_matrix_long.csv
batch04__Cli_1__appendOption__cli_1f_appendOption_line530,3,2,2,1,0,2,test_results.csv,harness/reports/matrices/base/batch04__Cli_1__appendOption__cli_1f_appendOption_line530_kill_matrix.csv,harness/reports/matrices/base/batch04__Cli_1__appendOption__cli_1f_appendOption_line530_kill_matrix_long.csv
batch04__Cli_1__burstToken__cli_1f_burstToken_line278,4,2,14,9,0,15,test_results.csv,harness/reports/matrices/base/batch04__Cli_1__burstToken__cli_1f_burstToken_line278_kill_matrix.csv,harness/reports/matrices/base/batch04__Cli_1__burstToken__cli_1f_burstToken_line278_kill_matrix_long.csv
batch04__Cli_1__equals__cli_1f_equals_line600,6,0,3,0,0,0,test_results.csv,harness/reports/matrices/base/batch04__Cli_1__equals__cli_1f_equals_line600_kill_matrix.csv,harness/reports/matrices/base/batch04__Cli_1__equals__cli_1f_equals_line600_kill_matrix_long.csv
batch04__Cli_1__findWrapPos__cli_1f_findWrapPos_line789,5,2,7,7,0,14,test_results.csv,harness/reports/matrices/base/batch04__Cli_1__findWrapPos__cli_1f_findWrapPos_line789_kill_matrix.csv,harness/reports/matrices/base/batch04__Cli_1__findWrapPos__cli_1f_findWrapPos_line789_kill_matrix_long.csv
batch04__Cli_1__isValueCode__cli_1f_isValueCode_line136,4,2,1,1,0,2,test_results.csv,harness/reports/matrices/base/batch04__Cli_1__isValueCode__cli_1f_isValueCode_line136_kill_matrix.csv,harness/reports/matrices/base/batch04__Cli_1__isValueCode__cli_1f_isValueCode_line136_kill_matrix_long.csv
batch04__Cli_1__processArgs__cli_1f_processArgs_line314,6,4,51,50,0,112,test_results.csv,harness/reports/matrices/base/batch04__Cli_1__processArgs__cli_1f_processArgs_line314_kill_matrix.csv,harness/reports/matrices/base/batch04__Cli_1__processArgs__cli_1f_processArgs_line314_kill_matrix_long.csv
batch04__Cli_1__processProperties__cli_1f_processProperties_line228,1,0,67,0,0,0,test_results.csv,harness/reports/matrices/base/batch04__Cli_1__processProperties__cli_1f_processProperties_line228_kill_matrix.csv,harness/reports/matrices/base/batch04__Cli_1__processProperties__cli_1f_processProperties_line228_kill_matrix_long.csv
batch04__Csv_1__initializeHeader__csv_1f_initializeHeader_line169,6,3,24,2,0,5,test_results.csv,harness/reports/matrices/base/batch04__Csv_1__initializeHeader__csv_1f_initializeHeader_line169_kill_matrix.csv,harness/reports/matrices/base/batch04__Csv_1__initializeHeader__csv_1f_initializeHeader_line169_kill_matrix_long.csv
batch04__Csv_1__iterator__csv_1f_iterator_line199,8,4,4,4,0,10,test_results.csv,harness/reports/matrices/base/batch04__Csv_1__iterator__csv_1f_iterator_line199_kill_matrix.csv,harness/reports/matrices/base/batch04__Csv_1__iterator__csv_1f_iterator_line199_kill_matrix_long.csv
batch04__Csv_1__printAndEscape__csv_1f_printAndEscape_line150,6,5,1,1,0,5,test_results.csv,harness/reports/matrices/base/batch04__Csv_1__printAndEscape__csv_1f_printAndEscape_line150_kill_matrix.csv,harness/reports/matrices/base/batch04__Csv_1__printAndEscape__csv_1f_printAndEscape_line150_kill_matrix_long.csv
batch04__Csv_1__printComment__csv_1f_printComment_line100,5,1,3,2,0,2,test_results.csv,harness/reports/matrices/base/batch04__Csv_1__printComment__csv_1f_printComment_line100_kill_matrix.csv,harness/reports/matrices/base/batch04__Csv_1__printComment__csv_1f_printComment_line100_kill_matrix_long.csv
batch04__Csv_1__readEscape__csv_1f_readEscape_line63,8,2,3,3,0,6,test_results.csv,harness/reports/matrices/base/batch04__Csv_1__readEscape__csv_1f_readEscape_line63_kill_matrix.csv,harness/reports/matrices/base/batch04__Csv_1__readEscape__csv_1f_readEscape_line63_kill_matrix_long.csv
batch04__Csv_1__read__csv_1f_read_line79,4,1,2,1,0,1,test_results.csv,harness/reports/matrices/base/batch04__Csv_1__read__csv_1f_read_line79_kill_matrix.csv,harness/reports/matrices/base/batch04__Csv_1__read__csv_1f_read_line79_kill_matrix_long.csv
batch04__Csv_1__simpleTokenLexer__csv_1f_simpleTokenLexer_line137,5,4,30,30,0,51,test_results.csv,harness/reports/matrices/base/batch04__Csv_1__simpleTokenLexer__csv_1f_simpleTokenLexer_line137_kill_matrix.csv,harness/reports/matrices/base/batch04__Csv_1__simpleTokenLexer__csv_1f_simpleTokenLexer_line137_kill_matrix_long.csv
batch04__Csv_1__trimTrailingSpaces__csv_1f_trimTrailingSpaces_line82,7,6,5,5,0,25,test_results.csv,harness/reports/matrices/base/batch04__Csv_1__trimTrailingSpaces__csv_1f_trimTrailingSpaces_line82_kill_matrix.csv,harness/reports/matrices/base/batch04__Csv_1__trimTrailingSpaces__csv_1f_trimTrailingSpaces_line82_kill_matrix_long.csv
batch04__Lang_1__add__lang_1f_add_line173,8,8,23,23,0,99,test_results.csv,harness/reports/matrices/base/batch04__Lang_1__add__lang_1f_add_line173_kill_matrix.csv,harness/reports/matrices/base/batch04__Lang_1__add__lang_1f_add_line173_kill_matrix_long.csv
batch04__Lang_1__append__lang_1f_append_line821,7,5,24,12,0,19,test_results.csv,harness/reports/matrices/base/batch04__Lang_1__append__lang_1f_append_line821_kill_matrix.csv,harness/reports/matrices/base/batch04__Lang_1__append__lang_1f_append_line821_kill_matrix_long.csv
batch04__Lang_1__containsAny__lang_1f_containsAny_line1515,8,7,8,8,0,43,test_results.csv,harness/reports/matrices/base/batch04__Lang_1__containsAny__lang_1f_containsAny_line1515_kill_matrix.csv,harness/reports/matrices/base/batch04__Lang_1__containsAny__lang_1f_containsAny_line1515_kill_matrix_long.csv
batch04__Lang_1__containsNone__lang_1f_containsNone_line1771,8,8,9,9,0,45,test_results.csv,harness/reports/matrices/base/batch04__Lang_1__containsNone__lang_1f_containsNone_line1771_kill_matrix.csv,harness/reports/matrices/base/batch04__Lang_1__containsNone__lang_1f_containsNone_line1771_kill_matrix_long.csv
batch04__Lang_1__createBigInteger__lang_1f_createBigInteger_line723,6,5,5,4,0,12,test_results.csv,harness/reports/matrices/base/batch04__Lang_1__createBigInteger__lang_1f_createBigInteger_line723_kill_matrix.csv,harness/reports/matrices/base/batch04__Lang_1__createBigInteger__lang_1f_createBigInteger_line723_kill_matrix_long.csv
batch04__Lang_1__equals__lang_1f_equals_line122,6,2,7,2,0,4,test_results.csv,harness/reports/matrices/base/batch04__Lang_1__equals__lang_1f_equals_line122_kill_matrix.csv,harness/reports/matrices/base/batch04__Lang_1__equals__lang_1f_equals_line122_kill_matrix_long.csv
batch04__Lang_1__lastIndexOf__lang_1f_lastIndexOf_line1687,5,2,2,2,0,3,test_results.csv,harness/reports/matrices/base/batch04__Lang_1__lastIndexOf__lang_1f_lastIndexOf_line1687_kill_matrix.csv,harness/reports/matrices/base/batch04__Lang_1__lastIndexOf__lang_1f_lastIndexOf_line1687_kill_matrix_long.csv
batch04__Lang_1__pow__lang_1f_pow_line546,5,4,1,1,0,4,test_results.csv,harness/reports/matrices/base/batch04__Lang_1__pow__lang_1f_pow_line546_kill_matrix.csv,harness/reports/matrices/base/batch04__Lang_1__pow__lang_1f_pow_line546_kill_matrix_long.csv
batch04__Lang_1__toMap__lang_1f_toMap_line234,7,4,1,1,0,4,test_results.csv,harness/reports/matrices/base/batch04__Lang_1__toMap__lang_1f_toMap_line234_kill_matrix.csv,harness/reports/matrices/base/batch04__Lang_1__toMap__lang_1f_toMap_line234_kill_matrix_long.csv
batch04__Math_1__cdf__math_1f_cdf_line149,5,1,1,1,0,1,test_results.csv,harness/reports/matrices/base/batch04__Math_1__cdf__math_1f_cdf_line149_kill_matrix.csv,harness/reports/matrices/base/batch04__Math_1__cdf__math_1f_cdf_line149_kill_matrix_long.csv
batch04__Math_1__equals__math_1f_equals_line368,8,5,2,2,0,8,test_results.csv,harness/reports/matrices/base/batch04__Math_1__equals__math_1f_equals_line368_kill_matrix.csv,harness/reports/matrices/base/batch04__Math_1__equals__math_1f_equals_line368_kill_matrix_long.csv
batch04__Math_1__equals__math_1f_equals_line579,4,0,32,0,0,0,test_results.csv,harness/reports/matrices/base/batch04__Math_1__equals__math_1f_equals_line579_kill_matrix.csv,harness/reports/matrices/base/batch04__Math_1__equals__math_1f_equals_line579_kill_matrix_long.csv
batch04__Math_1__equals__math_1f_equals_line599,6,0,1,0,0,0,test_results.csv,harness/reports/matrices/base/batch04__Math_1__equals__math_1f_equals_line599_kill_matrix.csv,harness/reports/matrices/base/batch04__Math_1__equals__math_1f_equals_line599_kill_matrix_long.csv
batch04__Math_1__equals__math_1f_equals_line982,8,5,32,32,0,160,test_results.csv,harness/reports/matrices/base/batch04__Math_1__equals__math_1f_equals_line982_kill_matrix.csv,harness/reports/matrices/base/batch04__Math_1__equals__math_1f_equals_line982_kill_matrix_long.csv
batch04__Math_1__logGamma__math_1f_logGamma_line244,8,5,79,66,0,107,test_results.csv,harness/reports/matrices/base/batch04__Math_1__logGamma__math_1f_logGamma_line244_kill_matrix.csv,harness/reports/matrices/base/batch04__Math_1__logGamma__math_1f_logGamma_line244_kill_matrix_long.csv
batch04__Math_1__nextPrime__math_1f_nextPrime_line74,4,2,1,1,0,2,test_results.csv,harness/reports/matrices/base/batch04__Math_1__nextPrime__math_1f_nextPrime_line74_kill_matrix.csv,harness/reports/matrices/base/batch04__Math_1__nextPrime__math_1f_nextPrime_line74_kill_matrix_long.csv
batch04__Math_1__recurseIntersection__math_1f_recurseIntersection_line600,6,3,1,1,0,3,test_results.csv,harness/reports/matrices/base/batch04__Math_1__recurseIntersection__math_1f_recurseIntersection_line600_kill_matrix.csv,harness/reports/matrices/base/batch04__Math_1__recurseIntersection__math_1f_recurseIntersection_line600_kill_matrix_long.csv
batch05__Cli_1__createValue__cli_1f_createValue_line61,8,0,1,0,0,0,test_results.csv,harness/reports/matrices/base/batch05__Cli_1__createValue__cli_1f_createValue_line61_kill_matrix.csv,harness/reports/matrices/base/batch05__Cli_1__createValue__cli_1f_createValue_line61_kill_matrix_long.csv
batch05__Cli_1__findWrapPos__cli_1f_findWrapPos_line789,5,0,7,0,0,0,test_results.csv,harness/reports/matrices/base/batch05__Cli_1__findWrapPos__cli_1f_findWrapPos_line789_kill_matrix.csv,harness/reports/matrices/base/batch05__Cli_1__findWrapPos__cli_1f_findWrapPos_line789_kill_matrix_long.csv
batch05__Cli_1__isValueCode__cli_1f_isValueCode_line136,2,1,1,1,0,1,test_results.csv,harness/reports/matrices/base/batch05__Cli_1__isValueCode__cli_1f_isValueCode_line136_kill_matrix.csv,harness/reports/matrices/base/batch05__Cli_1__isValueCode__cli_1f_isValueCode_line136_kill_matrix_long.csv
batch05__Cli_1__processArgs__cli_1f_processArgs_line314,6,4,51,47,0,160,test_results.csv,harness/reports/matrices/base/batch05__Cli_1__processArgs__cli_1f_processArgs_line314_kill_matrix.csv,harness/reports/matrices/base/batch05__Cli_1__processArgs__cli_1f_processArgs_line314_kill_matrix_long.csv
batch05__Csv_1__printAndEscape__csv_1f_printAndEscape_line150,8,4,1,1,0,4,test_results.csv,harness/reports/matrices/base/batch05__Csv_1__printAndEscape__csv_1f_printAndEscape_line150_kill_matrix.csv,harness/reports/matrices/base/batch05__Csv_1__printAndEscape__csv_1f_printAndEscape_line150_kill_matrix_long.csv
batch05__Csv_1__printComment__csv_1f_printComment_line100,3,3,3,3,0,7,test_results.csv,harness/reports/matrices/base/batch05__Csv_1__printComment__csv_1f_printComment_line100_kill_matrix.csv,harness/reports/matrices/base/batch05__Csv_1__printComment__csv_1f_printComment_line100_kill_matrix_long.csv
batch05__Csv_1__read__csv_1f_read_line79,5,1,2,1,0,1,test_results.csv,harness/reports/matrices/base/batch05__Csv_1__read__csv_1f_read_line79_kill_matrix.csv,harness/reports/matrices/base/batch05__Csv_1__read__csv_1f_read_line79_kill_matrix_long.csv
batch05__Csv_1__trimTrailingSpaces__csv_1f_trimTrailingSpaces_line82,6,2,5,4,0,8,test_results.csv,harness/reports/matrices/base/batch05__Csv_1__trimTrailingSpaces__csv_1f_trimTrailingSpaces_line82_kill_matrix.csv,harness/reports/matrices/base/batch05__Csv_1__trimTrailingSpaces__csv_1f_trimTrailingSpaces_line82_kill_matrix_long.csv
batch05__Csv_1__validate__csv_1f_validate_line175,7,7,39,39,0,199,test_results.csv,harness/reports/matrices/base/batch05__Csv_1__validate__csv_1f_validate_line175_kill_matrix.csv,harness/reports/matrices/base/batch05__Csv_1__validate__csv_1f_validate_line175_kill_matrix_long.csv
batch05__Lang_1__append__lang_1f_append_line821,6,4,24,18,0,39,test_results.csv,harness/reports/matrices/base/batch05__Lang_1__append__lang_1f_append_line821_kill_matrix.csv,harness/reports/matrices/base/batch05__Lang_1__append__lang_1f_append_line821_kill_matrix_long.csv
batch05__Lang_1__arrayMemberEquals__lang_1f_arrayMemberEquals_line287,8,8,2,2,0,10,test_results.csv,harness/reports/matrices/base/batch05__Lang_1__arrayMemberEquals__lang_1f_arrayMemberEquals_line287_kill_matrix.csv,harness/reports/matrices/base/batch05__Lang_1__arrayMemberEquals__lang_1f_arrayMemberEquals_line287_kill_matrix_long.csv
batch05__Lang_1__containsNone__lang_1f_containsNone_line1771,8,3,9,9,0,14,test_results.csv,harness/reports/matrices/base/batch05__Lang_1__containsNone__lang_1f_containsNone_line1771_kill_matrix.csv,harness/reports/matrices/base/batch05__Lang_1__containsNone__lang_1f_containsNone_line1771_kill_matrix_long.csv
batch05__Lang_1__createBigInteger__lang_1f_createBigInteger_line723,7,3,5,5,0,11,test_results.csv,harness/reports/matrices/base/batch05__Lang_1__createBigInteger__lang_1f_createBigInteger_line723_kill_matrix.csv,harness/reports/matrices/base/batch05__Lang_1__createBigInteger__lang_1f_createBigInteger_line723_kill_matrix_long.csv
batch05__Lang_1__equals__lang_1f_equals_line122,5,3,7,4,0,6,test_results.csv,harness/reports/matrices/base/batch05__Lang_1__equals__lang_1f_equals_line122_kill_matrix.csv,harness/reports/matrices/base/batch05__Lang_1__equals__lang_1f_equals_line122_kill_matrix_long.csv
batch05__Lang_1__lastIndexOf__lang_1f_lastIndexOf_line1687,8,3,2,2,0,6,test_results.csv,harness/reports/matrices/base/batch05__Lang_1__lastIndexOf__lang_1f_lastIndexOf_line1687_kill_matrix.csv,harness/reports/matrices/base/batch05__Lang_1__lastIndexOf__lang_1f_lastIndexOf_line1687_kill_matrix_long.csv
batch05__Lang_1__pow__lang_1f_pow_line546,7,1,1,1,0,1,test_results.csv,harness/reports/matrices/base/batch05__Lang_1__pow__lang_1f_pow_line546_kill_matrix.csv,harness/reports/matrices/base/batch05__Lang_1__pow__lang_1f_pow_line546_kill_matrix_long.csv
batch05__Math_1__cdf__math_1f_cdf_line149,7,1,1,1,0,1,test_results.csv,harness/reports/matrices/base/batch05__Math_1__cdf__math_1f_cdf_line149_kill_matrix.csv,harness/reports/matrices/base/batch05__Math_1__cdf__math_1f_cdf_line149_kill_matrix_long.csv
batch05__Math_1__equals__math_1f_equals_line368,7,1,2,1,0,1,test_results.csv,harness/reports/matrices/base/batch05__Math_1__equals__math_1f_equals_line368_kill_matrix.csv,harness/reports/matrices/base/batch05__Math_1__equals__math_1f_equals_line368_kill_matrix_long.csv
batch05__Math_1__equals__math_1f_equals_line579,7,3,32,1,0,3,test_results.csv,harness/reports/matrices/base/batch05__Math_1__equals__math_1f_equals_line579_kill_matrix.csv,harness/reports/matrices/base/batch05__Math_1__equals__math_1f_equals_line579_kill_matrix_long.csv
batch05__Math_1__equals__math_1f_equals_line599,6,0,1,0,0,0,test_results.csv,harness/reports/matrices/base/batch05__Math_1__equals__math_1f_equals_line599_kill_matrix.csv,harness/reports/matrices/base/batch05__Math_1__equals__math_1f_equals_line599_kill_matrix_long.csv
batch05__Math_1__equals__math_1f_equals_line982,7,3,32,32,0,96,test_results.csv,harness/reports/matrices/base/batch05__Math_1__equals__math_1f_equals_line982_kill_matrix.csv,harness/reports/matrices/base/batch05__Math_1__equals__math_1f_equals_line982_kill_matrix_long.csv
batch05__Math_1__logGamma__math_1f_logGamma_line244,6,5,79,17,0,26,test_results.csv,harness/reports/matrices/base/batch05__Math_1__logGamma__math_1f_logGamma_line244_kill_matrix.csv,harness/reports/matrices/base/batch05__Math_1__logGamma__math_1f_logGamma_line244_kill_matrix_long.csv
batch05__Math_1__recurseIntersection__math_1f_recurseIntersection_line600,6,3,1,1,0,3,test_results.csv,harness/reports/matrices/base/batch05__Math_1__recurseIntersection__math_1f_recurseIntersection_line600_kill_matrix.csv,harness/reports/matrices/base/batch05__Math_1__recurseIntersection__math_1f_recurseIntersection_line600_kill_matrix_long.csv
batch06__Cli_1__burstToken__cli_1f_burstToken_line278,8,8,14,13,0,58,test_results.csv,harness/reports/matrices/base/batch06__Cli_1__burstToken__cli_1f_burstToken_line278_kill_matrix.csv,harness/reports/matrices/base/batch06__Cli_1__burstToken__cli_1f_burstToken_line278_kill_matrix_long.csv
batch06__Cli_1__createValue__cli_1f_createValue_line61,8,4,1,1,0,4,test_results.csv,harness/reports/matrices/base/batch06__Cli_1__createValue__cli_1f_createValue_line61_kill_matrix.csv,harness/reports/matrices/base/batch06__Cli_1__createValue__cli_1f_createValue_line61_kill_matrix_long.csv
batch06__Cli_1__equals__cli_1f_equals_line600,8,1,3,2,0,2,test_results.csv,harness/reports/matrices/base/batch06__Cli_1__equals__cli_1f_equals_line600_kill_matrix.csv,harness/reports/matrices/base/batch06__Cli_1__equals__cli_1f_equals_line600_kill_matrix_long.csv
batch06__Cli_1__findWrapPos__cli_1f_findWrapPos_line789,8,2,7,3,0,6,test_results.csv,harness/reports/matrices/base/batch06__Cli_1__findWrapPos__cli_1f_findWrapPos_line789_kill_matrix.csv,harness/reports/matrices/base/batch06__Cli_1__findWrapPos__cli_1f_findWrapPos_line789_kill_matrix_long.csv
batch06__Cli_1__isValueCode__cli_1f_isValueCode_line136,8,8,1,1,0,8,test_results.csv,harness/reports/matrices/base/batch06__Cli_1__isValueCode__cli_1f_isValueCode_line136_kill_matrix.csv,harness/reports/matrices/base/batch06__Cli_1__isValueCode__cli_1f_isValueCode_line136_kill_matrix_long.csv
batch06__Cli_1__processArgs__cli_1f_processArgs_line314,8,6,51,49,0,117,test_results.csv,harness/reports/matrices/base/batch06__Cli_1__processArgs__cli_1f_processArgs_line314_kill_matrix.csv,harness/reports/matrices/base/batch06__Cli_1__processArgs__cli_1f_processArgs_line314_kill_matrix_long.csv
batch06__Cli_1__processProperties__cli_1f_processProperties_line228,8,7,67,4,0,22,test_results.csv,harness/reports/matrices/base/batch06__Cli_1__processProperties__cli_1f_processProperties_line228_kill_matrix.csv,harness/reports/matrices/base/batch06__Cli_1__processProperties__cli_1f_processProperties_line228_kill_matrix_long.csv
batch06__Cli_1__validateOption__cli_1f_validateOption_line40,8,7,90,89,0,251,test_results.csv,harness/reports/matrices/base/batch06__Cli_1__validateOption__cli_1f_validateOption_line40_kill_matrix.csv,harness/reports/matrices/base/batch06__Cli_1__validateOption__cli_1f_validateOption_line40_kill_matrix_long.csv
batch06__Csv_1__encapsulatedTokenLexer__csv_1f_encapsulatedTokenLexer_line181,8,6,13,13,0,39,test_results.csv,harness/reports/matrices/base/batch06__Csv_1__encapsulatedTokenLexer__csv_1f_encapsulatedTokenLexer_line181_kill_matrix.csv,harness/reports/matrices/base/batch06__Csv_1__encapsulatedTokenLexer__csv_1f_encapsulatedTokenLexer_line181_kill_matrix_long.csv
batch06__Csv_1__initializeHeader__csv_1f_initializeHeader_line169,8,8,24,24,0,36,test_results.csv,harness/reports/matrices/base/batch06__Csv_1__initializeHeader__csv_1f_initializeHeader_line169_kill_matrix.csv,harness/reports/matrices/base/batch06__Csv_1__initializeHeader__csv_1f_initializeHeader_line169_kill_matrix_long.csv
batch06__Csv_1__iterator__csv_1f_iterator_line199,8,7,4,4,0,22,test_results.csv,harness/reports/matrices/base/batch06__Csv_1__iterator__csv_1f_iterator_line199_kill_matrix.csv,harness/reports/matrices/base/batch06__Csv_1__iterator__csv_1f_iterator_line199_kill_matrix_long.csv
batch06__Csv_1__printAndEscape__csv_1f_printAndEscape_line150,8,8,1,1,0,8,test_results.csv,harness/reports/matrices/base/batch06__Csv_1__printAndEscape__csv_1f_printAndEscape_line150_kill_matrix.csv,harness/reports/matrices/base/batch06__Csv_1__printAndEscape__csv_1f_printAndEscape_line150_kill_matrix_long.csv
batch06__Csv_1__printComment__csv_1f_printComment_line100,8,6,3,3,0,13,test_results.csv,harness/reports/matrices/base/batch06__Csv_1__printComment__csv_1f_printComment_line100_kill_matrix.csv,harness/reports/matrices/base/batch06__Csv_1__printComment__csv_1f_printComment_line100_kill_matrix_long.csv
batch06__Csv_1__readEscape__csv_1f_readEscape_line63,8,5,3,3,0,9,test_results.csv,harness/reports/matrices/base/batch06__Csv_1__readEscape__csv_1f_readEscape_line63_kill_matrix.csv,harness/reports/matrices/base/batch06__Csv_1__readEscape__csv_1f_readEscape_line63_kill_matrix_long.csv
batch06__Csv_1__read__csv_1f_read_line79,8,3,2,1,0,3,test_results.csv,harness/reports/matrices/base/batch06__Csv_1__read__csv_1f_read_line79_kill_matrix.csv,harness/reports/matrices/base/batch06__Csv_1__read__csv_1f_read_line79_kill_matrix_long.csv
batch06__Csv_1__simpleTokenLexer__csv_1f_simpleTokenLexer_line137,8,6,30,30,0,87,test_results.csv,harness/reports/matrices/base/batch06__Csv_1__simpleTokenLexer__csv_1f_simpleTokenLexer_line137_kill_matrix.csv,harness/reports/matrices/base/batch06__Csv_1__simpleTokenLexer__csv_1f_simpleTokenLexer_line137_kill_matrix_long.csv
batch06__Csv_1__trimTrailingSpaces__csv_1f_trimTrailingSpaces_line82,8,6,5,5,0,27,test_results.csv,harness/reports/matrices/base/batch06__Csv_1__trimTrailingSpaces__csv_1f_trimTrailingSpaces_line82_kill_matrix.csv,harness/reports/matrices/base/batch06__Csv_1__trimTrailingSpaces__csv_1f_trimTrailingSpaces_line82_kill_matrix_long.csv
batch06__Csv_1__validate__csv_1f_validate_line175,8,8,39,39,0,269,test_results.csv,harness/reports/matrices/base/batch06__Csv_1__validate__csv_1f_validate_line175_kill_matrix.csv,harness/reports/matrices/base/batch06__Csv_1__validate__csv_1f_validate_line175_kill_matrix_long.csv
batch06__Lang_1__add__lang_1f_add_line173,8,8,23,23,0,92,test_results.csv,harness/reports/matrices/base/batch06__Lang_1__add__lang_1f_add_line173_kill_matrix.csv,harness/reports/matrices/base/batch06__Lang_1__add__lang_1f_add_line173_kill_matrix_long.csv
batch06__Lang_1__append__lang_1f_append_line821,8,8,24,24,0,76,test_results.csv,harness/reports/matrices/base/batch06__Lang_1__append__lang_1f_append_line821_kill_matrix.csv,harness/reports/matrices/base/batch06__Lang_1__append__lang_1f_append_line821_kill_matrix_long.csv
batch06__Lang_1__arrayMemberEquals__lang_1f_arrayMemberEquals_line287,8,7,2,2,0,12,test_results.csv,harness/reports/matrices/base/batch06__Lang_1__arrayMemberEquals__lang_1f_arrayMemberEquals_line287_kill_matrix.csv,harness/reports/matrices/base/batch06__Lang_1__arrayMemberEquals__lang_1f_arrayMemberEquals_line287_kill_matrix_long.csv
batch06__Lang_1__containsAny__lang_1f_containsAny_line1515,8,8,8,8,0,33,test_results.csv,harness/reports/matrices/base/batch06__Lang_1__containsAny__lang_1f_containsAny_line1515_kill_matrix.csv,harness/reports/matrices/base/batch06__Lang_1__containsAny__lang_1f_containsAny_line1515_kill_matrix_long.csv
batch06__Lang_1__containsNone__lang_1f_containsNone_line1771,8,7,9,9,0,44,test_results.csv,harness/reports/matrices/base/batch06__Lang_1__containsNone__lang_1f_containsNone_line1771_kill_matrix.csv,harness/reports/matrices/base/batch06__Lang_1__containsNone__lang_1f_containsNone_line1771_kill_matrix_long.csv
