dataset,subject_id,target_id,run_name,function_name,mutant_id,mutant_hash,build_status,test_status,killed,executable,log_path,operator,mutation_descriptor,owner,method,source_line,instruction_index,original_expression,replacement_expression,raw_mutant
defects4j,Lang_1,lang_1f_binaryBeMsb0ToHexDigit__line511_582,major_full_catalog_try2,binaryBeMsb0ToHexDigit,major_1,66161ea2682ec7cde5839aa54e8f88c38034d383a5c04137a708b26362dd97da,SUCCESS,NOT_RUN,,True,harness/executions/java/major/major_full_catalog_try2/targets/lang_1f_binaryBeMsb0ToHexDigit__line511_582/run.log,LVR,0:POS,org.apache.commons.lang3.Conversion,binaryBeMsb0ToHexDigit(boolean[]),492,16797,0,1,1:LVR:0:POS:org.apache.commons.lang3.Conversion@binaryBeMsb0ToHexDigit(boolean[]):492:16797:0 |==> 1
defects4j,Lang_1,lang_1f_binaryBeMsb0ToHexDigit__line511_582,major_full_catalog_try2,binaryBeMsb0ToHexDigit,major_43,86796c00301b9e434b43c7489198b239d38ebc2e9d61867bdd07445a55ea7f73,SUCCESS,NOT_RUN,,True,harness/executions/java/major/major_full_catalog_try2/targets/lang_1f_binaryBeMsb0ToHexDigit__line511_582/run.log,LVR,POS:0,org.apache.commons.lang3.Conversion,"binaryBeMsb0ToHexDigit(boolean[],int)",538,18668,3,0,"43:LVR:POS:0:org.apache.commons.lang3.Conversion@binaryBeMsb0ToHexDigit(boolean[],int):538:18668:3 |==> 0"
defects4j,Lang_1,lang_1f_binaryBeMsb0ToHexDigit__line511_582,major_full_catalog_try2,binaryBeMsb0ToHexDigit,major_44,6aeb7814a5376158e032783b0c83d19619573fcd306998e27f75db1cfd161a8e,SUCCESS,NOT_RUN,,True,harness/executions/java/major/major_full_catalog_try2/targets/lang_1f_binaryBeMsb0ToHexDigit__line511_582/run.log,LVR,POS:NEG,org.apache.commons.lang3.Conversion,"binaryBeMsb0ToHexDigit(boolean[],int)",538,18668,3,-3,"44:LVR:POS:NEG:org.apache.commons.lang3.Conversion@binaryBeMsb0ToHexDigit(boolean[],int):538:18668:3 |==> -3"
defects4j,Lang_1,lang_1f_binaryBeMsb0ToHexDigit__line511_582,major_full_catalog_try2,binaryBeMsb0ToHexDigit,major_45,98b3b5c23b16154480dd6f2c2c20c8b8037542bd01b03755665fa1ede2340bfe,SUCCESS,NOT_RUN,,True,harness/executions/java/major/major_full_catalog_try2/targets/lang_1f_binaryBeMsb0ToHexDigit__line511_582/run.log,LVR,POS:0,org.apache.commons.lang3.Conversion,"binaryBeMsb0ToHexDigit(boolean[],int)",544,18868,3,0,"45:LVR:POS:0:org.apache.commons.lang3.Conversion@binaryBeMsb0ToHexDigit(boolean[],int):544:18868:3 |==> 0"
defects4j,Lang_1,lang_1f_binaryBeMsb0ToHexDigit__line511_582,major_full_catalog_try2,binaryBeMsb0ToHexDigit,major_46,2c1d45401eea594cc20cf5b7f5381c0f0348822b0311f0686e17ae4eff84b5e4,SUCCESS,NOT_RUN,,True,harness/executions/java/major/major_full_catalog_try2/targets/lang_1f_binaryBeMsb0ToHexDigit__line511_582/run.log,LVR,POS:NEG,org.apache.commons.lang3.Conversion,"binaryBeMsb0ToHexDigit(boolean[],int)",544,18868,3,-3,"46:LVR:POS:NEG:org.apache.commons.lang3.Conversion@binaryBeMsb0ToHexDigit(boolean[],int):544:18868:3 |==> -3"
defects4j,Lang_1,lang_1f_binaryBeMsb0ToHexDigit__line511_582,major_full_catalog_try2,binaryBeMsb0ToHexDigit,major_47,40d333b86eb92b7165dc0cacbd7b3933a2df253daf42bf7ebf36fc0a1b02f32d,SUCCESS,NOT_RUN,,True,harness/executions/java/major/major_full_catalog_try2/targets/lang_1f_binaryBeMsb0ToHexDigit__line511_582/run.log,LVR,POS:0,org.apache.commons.lang3.Conversion,"binaryBeMsb0ToHexDigit(boolean[],int)",544,18886,3,0,"47:LVR:POS:0:org.apache.commons.lang3.Conversion@binaryBeMsb0ToHexDigit(boolean[],int):544:18886:3 |==> 0"
defects4j,Lang_1,lang_1f_binaryBeMsb0ToHexDigit__line511_582,major_full_catalog_try2,binaryBeMsb0ToHexDigit,major_48,9e02fac4f619d7dc25204c3c70f29f22401a0b663fca5831a6537e796d256f94,SUCCESS,NOT_RUN,,True,harness/executions/java/major/major_full_catalog_try2/targets/lang_1f_binaryBeMsb0ToHexDigit__line511_582/run.log,LVR,POS:NEG,org.apache.commons.lang3.Conversion,"binaryBeMsb0ToHexDigit(boolean[],int)",544,18886,3,-3,"48:LVR:POS:NEG:org.apache.commons.lang3.Conversion@binaryBeMsb0ToHexDigit(boolean[],int):544:18886:3 |==> -3"
defects4j,Lang_1,lang_1f_binaryBeMsb0ToHexDigit__line511_582,major_full_catalog_try2,binaryBeMsb0ToHexDigit,major_49,c0eb432d16407315b0d5c8459890986850980b7dd23d9ce637b36ed9d07f5385,SUCCESS,NOT_RUN,,True,harness/executions/java/major/major_full_catalog_try2/targets/lang_1f_binaryBeMsb0ToHexDigit__line511_582/run.log,LVR,POS:0,org.apache.commons.lang3.Conversion,"binaryBeMsb0ToHexDigit(boolean[],int)",552,19102,1,0,"49:LVR:POS:0:org.apache.commons.lang3.Conversion@binaryBeMsb0ToHexDigit(boolean[],int):552:19102:1 |==> 0"
defects4j,Lang_1,lang_1f_binaryBeMsb0ToHexDigit__line511_582,major_full_catalog_try2,binaryBeMsb0ToHexDigit,major_50,62f2d4f4833d752d8f4a04bf87624be7cf253009db9569785709346c79bc006d,SUCCESS,NOT_RUN,,True,harness/executions/java/major/major_full_catalog_try2/targets/lang_1f_binaryBeMsb0ToHexDigit__line511_582/run.log,LVR,POS:NEG,org.apache.commons.lang3.Conversion,"binaryBeMsb0ToHexDigit(boolean[],int)",552,19102,1,-1,"50:LVR:POS:NEG:org.apache.commons.lang3.Conversion@binaryBeMsb0ToHexDigit(boolean[],int):552:19102:1 |==> -1"
defects4j,Lang_1,lang_1f_binaryBeMsb0ToHexDigit__line511_582,major_full_catalog_try2,binaryBeMsb0ToHexDigit,major_51,6fc97353963bbb330310bc7824c5d55d4cd522d9926360a3a40cd0aa0318e21d,SUCCESS,NOT_RUN,,True,harness/executions/java/major/major_full_catalog_try2/targets/lang_1f_binaryBeMsb0ToHexDigit__line511_582/run.log,LVR,POS:0,org.apache.commons.lang3.Conversion,"binaryBeMsb0ToHexDigit(boolean[],int)",552,19120,1,0,"51:LVR:POS:0:org.apache.commons.lang3.Conversion@binaryBeMsb0ToHexDigit(boolean[],int):552:19120:1 |==> 0"
defects4j,Lang_1,lang_1f_binaryBeMsb0ToHexDigit__line511_582,major_full_catalog_try2,binaryBeMsb0ToHexDigit,major_52,81ee5fdfcc43dec26687fdab06bd7b9a976a6e95463651b907cf917db1408282,SUCCESS,NOT_RUN,,True,harness/executions/java/major/major_full_catalog_try2/targets/lang_1f_binaryBeMsb0ToHexDigit__line511_582/run.log,LVR,POS:NEG,org.apache.commons.lang3.Conversion,"binaryBeMsb0ToHexDigit(boolean[],int)",552,19120,1,-1,"52:LVR:POS:NEG:org.apache.commons.lang3.Conversion@binaryBeMsb0ToHexDigit(boolean[],int):552:19120:1 |==> -1"
defects4j,Lang_1,lang_1f_binaryBeMsb0ToHexDigit__line511_582,major_full_catalog_try2,binaryBeMsb0ToHexDigit,major_53,0e30d2eaaa550456ae51ab863c79dfc55c618cf88ae4e4db13e60c49a48a39cb,SUCCESS,NOT_RUN,,True,harness/executions/java/major/major_full_catalog_try2/targets/lang_1f_binaryBeMsb0ToHexDigit__line511_582/run.log,LVR,POS:0,org.apache.commons.lang3.Conversion,"binaryBeMsb0ToHexDigit(boolean[],int)",553,19168,2,0,"53:LVR:POS:0:org.apache.commons.lang3.Conversion@binaryBeMsb0ToHexDigit(boolean[],int):553:19168:2 |==> 0"
defects4j,Lang_1,lang_1f_binaryBeMsb0ToHexDigit__line511_582,major_full_catalog_try2,binaryBeMsb0ToHexDigit,major_54,71c27e2a91fa1f676b1871f769e2555610249b9fdfe25cf293f133a95be90090,SUCCESS,NOT_RUN,,True,harness/executions/java/major/major_full_catalog_try2/targets/lang_1f_binaryBeMsb0ToHexDigit__line511_582/run.log,LVR,POS:NEG,org.apache.commons.lang3.Conversion,"binaryBeMsb0ToHexDigit(boolean[],int)",553,19168,2,-2,"54:LVR:POS:NEG:org.apache.commons.lang3.Conversion@binaryBeMsb0ToHexDigit(boolean[],int):553:19168:2 |==> -2"
defects4j,Lang_1,lang_1f_binaryBeMsb0ToHexDigit__line511_582,major_full_catalog_try2,binaryBeMsb0ToHexDigit,major_55,3758bad784072247e4f509a3145d3e3c4a377961b9658fb6c53e7ee0c8d38330,SUCCESS,NOT_RUN,,True,harness/executions/java/major/major_full_catalog_try2/targets/lang_1f_binaryBeMsb0ToHexDigit__line511_582/run.log,LVR,POS:0,org.apache.commons.lang3.Conversion,"binaryBeMsb0ToHexDigit(boolean[],int)",553,19186,2,0,"55:LVR:POS:0:org.apache.commons.lang3.Conversion@binaryBeMsb0ToHexDigit(boolean[],int):553:19186:2 |==> 0"
defects4j,Lang_1,lang_1f_binaryBeMsb0ToHexDigit__line511_582,major_full_catalog_try2,binaryBeMsb0ToHexDigit,major_56,667177a145bf4c8e235bc79ad5e94009c09e896a33f923ee40b090deeef3364c,SUCCESS,NOT_RUN,,True,harness/executions/java/major/major_full_catalog_try2/targets/lang_1f_binaryBeMsb0ToHexDigit__line511_582/run.log,LVR,POS:NEG,org.apache.commons.lang3.Conversion,"binaryBeMsb0ToHexDigit(boolean[],int)",553,19186,2,-2,"56:LVR:POS:NEG:org.apache.commons.lang3.Conversion@binaryBeMsb0ToHexDigit(boolean[],int):553:19186:2 |==> -2"
defects4j,Lang_1,lang_1f_binaryBeMsb0ToHexDigit__line511_582,major_full_catalog_try2,binaryBeMsb0ToHexDigit,major_57,36494a5b78cb46107d1c4150002837239fd44ab6e2710e13fa4af78654007423,SUCCESS,NOT_RUN,,True,harness/executions/java/major/major_full_catalog_try2/targets/lang_1f_binaryBeMsb0ToHexDigit__line511_582/run.log,LVR,POS:0,org.apache.commons.lang3.Conversion,"binaryBeMsb0ToHexDigit(boolean[],int)",554,19238,3,0,"57:LVR:POS:0:org.apache.commons.lang3.Conversion@binaryBeMsb0ToHexDigit(boolean[],int):554:19238:3 |==> 0"
defects4j,Lang_1,lang_1f_binaryBeMsb0ToHexDigit__line511_582,major_full_catalog_try2,binaryBeMsb0ToHexDigit,major_58,ff1a43ace2f3d77c0aa174700933cf5ff1ace21079432f993d80470181b90009,SUCCESS,NOT_RUN,,True,harness/executions/java/major/major_full_catalog_try2/targets/lang_1f_binaryBeMsb0ToHexDigit__line511_582/run.log,LVR,POS:NEG,org.apache.commons.lang3.Conversion,"binaryBeMsb0ToHexDigit(boolean[],int)",554,19238,3,-3,"58:LVR:POS:NEG:org.apache.commons.lang3.Conversion@binaryBeMsb0ToHexDigit(boolean[],int):554:19238:3 |==> -3"
defects4j,Lang_1,lang_1f_binaryBeMsb0ToHexDigit__line511_582,major_full_catalog_try2,binaryBeMsb0ToHexDigit,major_59,07d2fd8496b2748b993410163b69b41659d2b25712e8eb9945a62ee17bc9391a,SUCCESS,NOT_RUN,,True,harness/executions/java/major/major_full_catalog_try2/targets/lang_1f_binaryBeMsb0ToHexDigit__line511_582/run.log,LVR,POS:0,org.apache.commons.lang3.Conversion,"binaryBeMsb0ToHexDigit(boolean[],int)",554,19256,3,0,"59:LVR:POS:0:org.apache.commons.lang3.Conversion@binaryBeMsb0ToHexDigit(boolean[],int):554:19256:3 |==> 0"
defects4j,Lang_1,lang_1f_binaryBeMsb0ToHexDigit__line511_582,major_full_catalog_try2,binaryBeMsb0ToHexDigit,major_60,586a942c3b74f9ae14705dd3313ae6ed0c2c7a458dfe2a1eb7e7653e36c593b8,SUCCESS,NOT_RUN,,True,harness/executions/java/major/major_full_catalog_try2/targets/lang_1f_binaryBeMsb0ToHexDigit__line511_582/run.log,LVR,POS:NEG,org.apache.commons.lang3.Conversion,"binaryBeMsb0ToHexDigit(boolean[],int)",554,19256,3,-3,"60:LVR:POS:NEG:org.apache.commons.lang3.Conversion@binaryBeMsb0ToHexDigit(boolean[],int):554:19256:3 |==> -3"
defects4j,Lang_1,lang_1f_binaryBeMsb0ToHexDigit__line511_582,major_full_catalog_try2,binaryBeMsb0ToHexDigit,major_61,9313c03a70d0341e5f8af5fe0cce85252d09e58648f4c2b88e29a13e26f1c191,SUCCESS,NOT_RUN,,True,harness/executions/java/major/major_full_catalog_try2/targets/lang_1f_binaryBeMsb0ToHexDigit__line511_582/run.log,LVR,POS:0,org.apache.commons.lang3.Conversion,"binaryBeMsb0ToHexDigit(boolean[],int)",560,19456,3,0,"61:LVR:POS:0:org.apache.commons.lang3.Conversion@binaryBeMsb0ToHexDigit(boolean[],int):560:19456:3 |==> 0"
defects4j,Lang_1,lang_1f_binaryBeMsb0ToHexDigit__line511_582,major_full_catalog_try2,binaryBeMsb0ToHexDigit,major_62,2c2fe5db8f3f8560ca90779e36dc3bba13ff22fa95aa40a1ed06003ddd11e66d,SUCCESS,NOT_RUN,,True,harness/executions/java/major/major_full_catalog_try2/targets/lang_1f_binaryBeMsb0ToHexDigit__line511_582/run.log,LVR,POS:NEG,org.apache.commons.lang3.Conversion,"binaryBeMsb0ToHexDigit(boolean[],int)",560,19456,3,-3,"62:LVR:POS:NEG:org.apache.commons.lang3.Conversion@binaryBeMsb0ToHexDigit(boolean[],int):560:19456:3 |==> -3"
defects4j,Lang_1,lang_1f_binaryBeMsb0ToHexDigit__line511_582,major_full_catalog_try2,binaryBeMsb0ToHexDigit,major_63,e84f81537e86652deb1e63070eb288aa6e3eadaefb5e75b8be05b4cdeebff190,SUCCESS,NOT_RUN,,True,harness/executions/java/major/major_full_catalog_try2/targets/lang_1f_binaryBeMsb0ToHexDigit__line511_582/run.log,LVR,POS:0,org.apache.commons.lang3.Conversion,"binaryBeMsb0ToHexDigit(boolean[],int)",560,19474,3,0,"63:LVR:POS:0:org.apache.commons.lang3.Conversion@binaryBeMsb0ToHexDigit(boolean[],int):560:19474:3 |==> 0"
defects4j,Lang_1,lang_1f_binaryBeMsb0ToHexDigit__line511_582,major_full_catalog_try2,binaryBeMsb0ToHexDigit,major_64,560b810b85a274213f8ac8544e897259c888ed1cb71a8d6af3c0c50fc3358173,SUCCESS,NOT_RUN,,True,harness/executions/java/major/major_full_catalog_try2/targets/lang_1f_binaryBeMsb0ToHexDigit__line511_582/run.log,LVR,POS:NEG,org.apache.commons.lang3.Conversion,"binaryBeMsb0ToHexDigit(boolean[],int)",560,19474,3,-3,"64:LVR:POS:NEG:org.apache.commons.lang3.Conversion@binaryBeMsb0ToHexDigit(boolean[],int):560:19474:3 |==> -3"
defects4j,Lang_1,lang_1f_binaryBeMsb0ToHexDigit__line511_582,major_full_catalog_try2,binaryBeMsb0ToHexDigit,major_65,e0301999c421c39df234bf6b677f36cb2bc358a42e9f923f2451704c293e3964,SUCCESS,NOT_RUN,,True,harness/executions/java/major/major_full_catalog_try2/targets/lang_1f_binaryBeMsb0ToHexDigit__line511_582/run.log,LVR,POS:0,org.apache.commons.lang3.Conversion,"binaryBeMsb0ToHexDigit(boolean[],int)",567,19684,2,0,"65:LVR:POS:0:org.apache.commons.lang3.Conversion@binaryBeMsb0ToHexDigit(boolean[],int):567:19684:2 |==> 0"
defects4j,Lang_1,lang_1f_binaryBeMsb0ToHexDigit__line511_582,major_full_catalog_try2,binaryBeMsb0ToHexDigit,major_66,37c74d220c9f1f6dd20ab46486b24beb55971b1771024c12504750a500b9e111,SUCCESS,NOT_RUN,,True,harness/executions/java/major/major_full_catalog_try2/targets/lang_1f_binaryBeMsb0ToHexDigit__line511_582/run.log,LVR,POS:NEG,org.apache.commons.lang3.Conversion,"binaryBeMsb0ToHexDigit(boolean[],int)",567,19684,2,-2,"66:LVR:POS:NEG:org.apache.commons.lang3.Conversion@binaryBeMsb0ToHexDigit(boolean[],int):567:19684:2 |==> -2"
defects4j,Lang_1,lang_1f_binaryBeMsb0ToHexDigit__line511_582,major_full_catalog_try2,binaryBeMsb0ToHexDigit,major_67,fa170f409aa3c4cabf4a11e9968871f4baf8a67e0fd2322386df0c6f158fd892,SUCCESS,NOT_RUN,,True,harness/executions/java/major/major_full_catalog_try2/targets/lang_1f_binaryBeMsb0ToHexDigit__line511_582/run.log,LVR,POS:0,org.apache.commons.lang3.Conversion,"binaryBeMsb0ToHexDigit(boolean[],int)",567,19702,2,0,"67:LVR:POS:0:org.apache.commons.lang3.Conversion@binaryBeMsb0ToHexDigit(boolean[],int):567:19702:2 |==> 0"
defects4j,Lang_1,lang_1f_binaryBeMsb0ToHexDigit__line511_582,major_full_catalog_try2,binaryBeMsb0ToHexDigit,major_68,41f0be51634f1e8996e46307e0e2e845bd166510a646e6364db162d85e29758a,SUCCESS,NOT_RUN,,True,harness/executions/java/major/major_full_catalog_try2/targets/lang_1f_binaryBeMsb0ToHexDigit__line511_582/run.log,LVR,POS:NEG,org.apache.commons.lang3.Conversion,"binaryBeMsb0ToHexDigit(boolean[],int)",567,19702,2,-2,"68:LVR:POS:NEG:org.apache.commons.lang3.Conversion@binaryBeMsb0ToHexDigit(boolean[],int):567:19702:2 |==> -2"
defects4j,Lang_1,lang_1f_binaryBeMsb0ToHexDigit__line511_582,major_full_catalog_try2,binaryBeMsb0ToHexDigit,major_69,1a263a7da994dfad9038088b86ecd20846905e1179a89255c69d675afdd59fc4,SUCCESS,NOT_RUN,,True,harness/executions/java/major/major_full_catalog_try2/targets/lang_1f_binaryBeMsb0ToHexDigit__line511_582/run.log,LVR,POS:0,org.apache.commons.lang3.Conversion,"binaryBeMsb0ToHexDigit(boolean[],int)",568,19754,3,0,"69:LVR:POS:0:org.apache.commons.lang3.Conversion@binaryBeMsb0ToHexDigit(boolean[],int):568:19754:3 |==> 0"
defects4j,Lang_1,lang_1f_binaryBeMsb0ToHexDigit__line511_582,major_full_catalog_try2,binaryBeMsb0ToHexDigit,major_70,f619971d156450c882175f43d05ae73a930d2ccc334d5eb3c3d97c854dd1fdc5,SUCCESS,NOT_RUN,,True,harness/executions/java/major/major_full_catalog_try2/targets/lang_1f_binaryBeMsb0ToHexDigit__line511_582/run.log,LVR,POS:NEG,org.apache.commons.lang3.Conversion,"binaryBeMsb0ToHexDigit(boolean[],int)",568,19754,3,-3,"70:LVR:POS:NEG:org.apache.commons.lang3.Conversion@binaryBeMsb0ToHexDigit(boolean[],int):568:19754:3 |==> -3"
defects4j,Lang_1,lang_1f_binaryBeMsb0ToHexDigit__line511_582,major_full_catalog_try2,binaryBeMsb0ToHexDigit,major_71,b5218eeafe19b67ed9e0d42f4fa89941c00ca7ccf3b4537ade489b813fbea414,SUCCESS,NOT_RUN,,True,harness/executions/java/major/major_full_catalog_try2/targets/lang_1f_binaryBeMsb0ToHexDigit__line511_582/run.log,LVR,POS:0,org.apache.commons.lang3.Conversion,"binaryBeMsb0ToHexDigit(boolean[],int)",568,19772,3,0,"71:LVR:POS:0:org.apache.commons.lang3.Conversion@binaryBeMsb0ToHexDigit(boolean[],int):568:19772:3 |==> 0"
defects4j,Lang_1,lang_1f_binaryBeMsb0ToHexDigit__line511_582,major_full_catalog_try2,binaryBeMsb0ToHexDigit,major_72,7880833b0dcd8346a866d355229bb07140e759bb239f0f55c44086711eb312d3,SUCCESS,NOT_RUN,,True,harness/executions/java/major/major_full_catalog_try2/targets/lang_1f_binaryBeMsb0ToHexDigit__line511_582/run.log,LVR,POS:NEG,org.apache.commons.lang3.Conversion,"binaryBeMsb0ToHexDigit(boolean[],int)",568,19772,3,-3,"72:LVR:POS:NEG:org.apache.commons.lang3.Conversion@binaryBeMsb0ToHexDigit(boolean[],int):568:19772:3 |==> -3"
defects4j,Lang_1,lang_1f_binaryBeMsb0ToHexDigit__line511_582,major_full_catalog_try2,binaryBeMsb0ToHexDigit,major_73,3eae08ddff9cf5dc555966d1a447f828401749608d386407df44089b28e109a5,SUCCESS,NOT_RUN,,True,harness/executions/java/major/major_full_catalog_try2/targets/lang_1f_binaryBeMsb0ToHexDigit__line511_582/run.log,LVR,POS:0,org.apache.commons.lang3.Conversion,"binaryBeMsb0ToHexDigit(boolean[],int)",574,19972,3,0,"73:LVR:POS:0:org.apache.commons.lang3.Conversion@binaryBeMsb0ToHexDigit(boolean[],int):574:19972:3 |==> 0"
defects4j,Lang_1,lang_1f_binaryBeMsb0ToHexDigit__line511_582,major_full_catalog_try2,binaryBeMsb0ToHexDigit,major_74,fbcbdc44aea922e46ac61c7aef4fb233a28ca920553af1a7d05564422ac44fef,SUCCESS,NOT_RUN,,True,harness/executions/java/major/major_full_catalog_try2/targets/lang_1f_binaryBeMsb0ToHexDigit__line511_582/run.log,LVR,POS:NEG,org.apache.commons.lang3.Conversion,"binaryBeMsb0ToHexDigit(boolean[],int)",574,19972,3,-3,"74:LVR:POS:NEG:org.apache.commons.lang3.Conversion@binaryBeMsb0ToHexDigit(boolean[],int):574:19972:3 |==> -3"
defects4j,Lang_1,lang_1f_binaryBeMsb0ToHexDigit__line511_582,major_full_catalog_try2,binaryBeMsb0ToHexDigit,major_75,d9c921a8a3fdcef4962fb7b4f18eecdfde7f7ad40efd040e72aba5b94fa3eabb,SUCCESS,NOT_RUN,,True,harness/executions/java/major/major_full_catalog_try2/targets/lang_1f_binaryBeMsb0ToHexDigit__line511_582/run.log,LVR,POS:0,org.apache.commons.lang3.Conversion,"binaryBeMsb0ToHexDigit(boolean[],int)",574,19990,3,0,"75:LVR:POS:0:org.apache.commons.lang3.Conversion@binaryBeMsb0ToHexDigit(boolean[],int):574:19990:3 |==> 0"
defects4j,Lang_1,lang_1f_binaryBeMsb0ToHexDigit__line511_582,major_full_catalog_try2,binaryBeMsb0ToHexDigit,major_76,ec1f7a1b3459a1420b18754b68d0c2546a21f21e89247df1fbba9cc94bc2364b,SUCCESS,NOT_RUN,,True,harness/executions/java/major/major_full_catalog_try2/targets/lang_1f_binaryBeMsb0ToHexDigit__line511_582/run.log,LVR,POS:NEG,org.apache.commons.lang3.Conversion,"binaryBeMsb0ToHexDigit(boolean[],int)",574,19990,3,-3,"76:LVR:POS:NEG:org.apache.commons.lang3.Conversion@binaryBeMsb0ToHexDigit(boolean[],int):574:19990:3 |==> -3"
