run_name,run_dir,created_at_utc,started_at_utc,completed_at_utc,run_mode,run_status,failure_reason,failure_message,dataset,subject_id,version,target_id,target_id_meta,batch_id,run_group_id,run_index_for_target,runs_per_target,function_name,file_path,start_line,end_line,language,experiment_name,mutant_source,model_name,model_provider,prompt_name,prompt_version,temperature,n_requested_mutants,n_accepted_mutants,n_rejected_mutants,acceptance_rate,rej_duplicate_mutant,rej_unchanged_mutant,rej_non_executable_change,rej_non_executable_structural_change,rej_precode_not_found,rej_ambiguous_precode_match,rej_missing_or_invalid_aftercode,rej_missing_or_invalid_precode,generation_mode,dataset_split,missing_target_tests_policy,target_test_coverage_status,eligible_test_count,target_tests_csv_path,parsed_mutants_integrity,loaded_mutant_count,recovered_mutant_count,missing_mutant_count,notes,requested_mutant_count,indexed_input_row_count,indexed_used_row_count,deduplicated,total_mutants,build_successes,executable_mutants,killed_mutants,survived_mutants,baseline_failures,build_success_rate,executable_yield,mutation_score,parse_failed,parse_error_message,rej_invalid_json_response,indexed_rejected_artifact_count,target_run_count,new_mutants_for_target_in_run,repeated_mutants_from_prior_runs,cumulative_unique_mutants_for_target
batch12__JacksonCore_22__finishToken__jacksoncore_22f_finishToken_line218,harness/executions/java/llm/16/batch12__JacksonCore_22__finishToken__jacksoncore_22f_finishToken_line218,2026-07-11T22:29:37.601554+00:00,2026-08-01T18:25:37.476842+00:00,2026-08-01T18:28:30.215702+00:00,overwrite,ok,,,defects4j,JacksonCore_22,f,jacksoncore_22f__finishToken__line218_293,jacksoncore_22f__finishToken__line218,batch12,batch12__jacksoncore_22f_finishToken_line218,1,1,_finishToken,src/main/java/com/fasterxml/jackson/core/json/async/NonBlockingJsonParser.java,218,293,java,batch12__JacksonCore_22__finishToken__jacksoncore_22f_finishToken_line218,llm,qwen2.5-coder:14b,ollama,line_edit_prompt_v1,v1,0.8,16,15,1,0.9375,0,0,1,0,0,0,,,batch_once,,report_and_skip,mapped,39,harness/datasets/coverage/catalogs/defects4j_final_catalog/target_tests.csv,ok,15,0,0,Prompt file: prompts/line_edit_prompt_v1.txt; Config file: configs/tmp_batch_config.json,15,15,15,True,15,15,15,15,0,0,1.0,1.0,1.0,False,,0,1,6,15,0,23
batch12__JacksonCore_22__parseAposName__jacksoncore_22f_parseAposName_line1696,harness/executions/java/llm/16/batch12__JacksonCore_22__parseAposName__jacksoncore_22f_parseAposName_line1696,2026-07-11T22:25:43.723399+00:00,2026-08-01T18:16:05.072474+00:00,2026-08-01T18:16:07.292888+00:00,overwrite,failure,ValueError,No generated mutants found for execute_only mode in harness/executions/java/llm/16/batch12__JacksonCore_22__parseAposName__jacksoncore_22f_parseAposName_line1696/generation,defects4j,JacksonCore_22,f,jacksoncore_22f__parseAposName__line1696_1793,jacksoncore_22f__parseAposName__line1696,batch12,batch12__jacksoncore_22f_parseAposName_line1696,1,1,_parseAposName,src/main/java/com/fasterxml/jackson/core/json/async/NonBlockingJsonParser.java,1696,1793,java,batch12__JacksonCore_22__parseAposName__jacksoncore_22f_parseAposName_line1696,llm,qwen2.5-coder:14b,ollama,line_edit_prompt_v1,v1,0.8,16,0,16,0,0,0,0,0,0,0,,,batch_once,,report_and_skip,,,,ok,0,0,0,No generated mutants found for execute_only mode in harness/executions/java/llm/16/batch12__JacksonCore_22__parseAposName__jacksoncore_22f_parseAposName_line1696/generation,0,,,,,,,,,,,,,True,"Failed to parse extracted JSON object: Expecting ',' delimiter: line 14 column 42 (char 393)",1,0,6,0,0,0
batch12__JacksonCore_22__parseAposName__jacksoncore_22f_parseAposName_line2054,harness/executions/java/llm/16/batch12__JacksonCore_22__parseAposName__jacksoncore_22f_parseAposName_line2054,2026-07-11T22:25:02.566589+00:00,2026-08-01T18:16:02.146443+00:00,2026-08-01T18:16:04.745602+00:00,overwrite,failure,ValueError,No generated mutants found for execute_only mode in harness/executions/java/llm/16/batch12__JacksonCore_22__parseAposName__jacksoncore_22f_parseAposName_line2054/generation,defects4j,JacksonCore_22,f,jacksoncore_22f__parseAposName__line2054_2153,jacksoncore_22f__parseAposName__line2054,batch12,batch12__jacksoncore_22f_parseAposName_line2054,1,1,_parseAposName,src/main/java/com/fasterxml/jackson/core/json/UTF8StreamJsonParser.java,2054,2153,java,batch12__JacksonCore_22__parseAposName__jacksoncore_22f_parseAposName_line2054,llm,qwen2.5-coder:14b,ollama,line_edit_prompt_v1,v1,0.8,16,0,16,0,0,0,0,0,0,0,,,batch_once,,report_and_skip,,,,ok,0,0,0,No generated mutants found for execute_only mode in harness/executions/java/llm/16/batch12__JacksonCore_22__parseAposName__jacksoncore_22f_parseAposName_line2054/generation,0,,,,,,,,,,,,,True,Failed to parse extracted JSON object: Invalid \escape: line 28 column 30 (char 879),1,0,6,0,0,0
batch12__JacksonCore_22__startValueAfterColon__jacksoncore_22f_startValueAfterColon_line545,harness/executions/java/llm/16/batch12__JacksonCore_22__startValueAfterColon__jacksoncore_22f_startValueAfterColon_line545,2026-07-11T22:27:35.348129+00:00,2026-08-01T18:19:21.265103+00:00,2026-08-01T18:22:13.517984+00:00,overwrite,ok,,,defects4j,JacksonCore_22,f,jacksoncore_22f__startValueAfterColon__line545_609,jacksoncore_22f__startValueAfterColon__line545,batch12,batch12__jacksoncore_22f_startValueAfterColon_line545,1,1,_startValueAfterColon,src/main/java/com/fasterxml/jackson/core/json/async/NonBlockingJsonParser.java,545,609,java,batch12__JacksonCore_22__startValueAfterColon__jacksoncore_22f_startValueAfterColon_line545,llm,qwen2.5-coder:14b,ollama,line_edit_prompt_v1,v1,0.8,16,13,3,0.8125,0,0,0,3,0,0,,,batch_once,,report_and_skip,mapped,14,harness/datasets/coverage/catalogs/defects4j_final_catalog/target_tests.csv,ok,13,0,0,Prompt file: prompts/line_edit_prompt_v1.txt; Config file: configs/tmp_batch_config.json,13,13,13,True,13,13,13,10,3,0,1.0,1.0,0.7692307692307693,False,,0,3,6,12,1,27
batch12__JacksonCore_25__finishAposName__jacksoncore_25f_finishAposName_line2136,harness/executions/java/llm/16/batch12__JacksonCore_25__finishAposName__jacksoncore_25f_finishAposName_line2136,2026-07-11T22:28:53.008665+00:00,2026-08-01T18:22:17.013749+00:00,2026-08-01T18:25:36.719800+00:00,overwrite,ok,,,defects4j,JacksonCore_25,f,jacksoncore_25f__finishAposName__line2136_2231,jacksoncore_25f__finishAposName__line2136,batch12,batch12__jacksoncore_25f_finishAposName_line2136,1,1,_finishAposName,src/main/java/com/fasterxml/jackson/core/json/async/NonBlockingJsonParser.java,2136,2231,java,batch12__JacksonCore_25__finishAposName__jacksoncore_25f_finishAposName_line2136,llm,qwen2.5-coder:14b,ollama,line_edit_prompt_v1,v1,0.8,16,15,1,0.9375,0,0,0,1,0,0,,,batch_once,,report_and_skip,mapped,2,harness/datasets/coverage/catalogs/defects4j_final_catalog/target_tests.csv,ok,15,0,0,Prompt file: prompts/line_edit_prompt_v1.txt; Config file: configs/tmp_batch_config.json,15,15,15,True,15,15,15,8,7,0,1.0,1.0,0.5333333333333333,False,,0,1,6,15,0,15
batch12__JacksonCore_25__startValueAfterComma__jacksoncore_25f_startValueAfterComma_line812,harness/executions/java/llm/16/batch12__JacksonCore_25__startValueAfterComma__jacksoncore_25f_startValueAfterComma_line812,2026-07-11T22:23:35.652699+00:00,2026-08-01T18:11:11.719002+00:00,2026-08-01T18:14:33.999489+00:00,overwrite,ok,,,defects4j,JacksonCore_25,f,jacksoncore_25f__startValueAfterComma__line812_874,jacksoncore_25f__startValueAfterComma__line812,batch12,batch12__jacksoncore_25f_startValueAfterComma_line812,1,1,_startValueAfterComma,src/main/java/com/fasterxml/jackson/core/json/async/NonBlockingJsonParser.java,812,874,java,batch12__JacksonCore_25__startValueAfterComma__jacksoncore_25f_startValueAfterComma_line812,llm,qwen2.5-coder:14b,ollama,line_edit_prompt_v1,v1,0.8,16,16,0,1,0,0,0,0,0,0,,,batch_once,,report_and_skip,mapped,20,harness/datasets/coverage/catalogs/defects4j_final_catalog/target_tests.csv,ok,16,0,0,Prompt file: prompts/line_edit_prompt_v1.txt; Config file: configs/tmp_batch_config.json,16,16,16,True,16,15,15,10,5,0,0.9375,0.9375,0.6666666666666666,False,,0,0,6,15,1,28
batch12__JacksonCore_25__startValueExpectComma__jacksoncore_25f_startValueExpectComma_line642,harness/executions/java/llm/16/batch12__JacksonCore_25__startValueExpectComma__jacksoncore_25f_startValueExpectComma_line642,2026-07-11T22:22:54.853839+00:00,2026-08-01T18:08:06.279432+00:00,2026-08-01T18:11:11.055636+00:00,overwrite,ok,,,defects4j,JacksonCore_25,f,jacksoncore_25f__startValueExpectComma__line642_730,jacksoncore_25f__startValueExpectComma__line642,batch12,batch12__jacksoncore_25f_startValueExpectComma_line642,1,1,_startValueExpectComma,src/main/java/com/fasterxml/jackson/core/json/async/NonBlockingJsonParser.java,642,730,java,batch12__JacksonCore_25__startValueExpectComma__jacksoncore_25f_startValueExpectComma_line642,llm,qwen2.5-coder:14b,ollama,line_edit_prompt_v1,v1,0.8,16,16,0,1,0,0,0,0,0,0,,,batch_once,,report_and_skip,mapped,29,harness/datasets/coverage/catalogs/defects4j_final_catalog/target_tests.csv,ok,16,0,0,Prompt file: prompts/line_edit_prompt_v1.txt; Config file: configs/tmp_batch_config.json,16,16,16,True,16,11,11,4,7,0,0.6875,0.6875,0.36363636363636365,False,,0,0,6,16,0,31
batch12__JacksonCore_2__parseFloat__jacksoncore_2f_parseFloat_line1329,harness/executions/java/llm/16/batch12__JacksonCore_2__parseFloat__jacksoncore_2f_parseFloat_line1329,2026-07-11T22:30:15.362388+00:00,2026-08-01T18:28:30.879955+00:00,2026-08-01T18:30:12.885925+00:00,overwrite,ok,,,defects4j,JacksonCore_2,f,jacksoncore_2f__parseFloat__line1329_1421,jacksoncore_2f__parseFloat__line1329,batch12,batch12__jacksoncore_2f_parseFloat_line1329,1,1,_parseFloat,src/main/java/com/fasterxml/jackson/core/json/UTF8StreamJsonParser.java,1329,1421,java,batch12__JacksonCore_2__parseFloat__jacksoncore_2f_parseFloat_line1329,llm,qwen2.5-coder:14b,ollama,line_edit_prompt_v1,v1,0.8,16,13,3,0.8125,0,0,2,1,0,0,,,batch_once,,report_and_skip,mapped,7,harness/datasets/coverage/catalogs/defects4j_final_catalog/target_tests.csv,ok,13,0,0,Prompt file: prompts/line_edit_prompt_v1.txt; Config file: configs/tmp_batch_config.json,13,13,13,True,13,13,13,8,5,0,1.0,1.0,0.6153846153846154,False,,0,3,6,12,1,21
batch12__JacksonCore_4__writeSimpleObject__jacksoncore_4f_writeSimpleObject_line1505,harness/executions/java/llm/16/batch12__JacksonCore_4__writeSimpleObject__jacksoncore_4f_writeSimpleObject_line1505,2026-07-11T22:26:19.691976+00:00,2026-08-01T18:16:07.626826+00:00,2026-08-01T18:17:59.202784+00:00,overwrite,ok,,,defects4j,JacksonCore_4,f,jacksoncore_4f__writeSimpleObject__line1505_1567,jacksoncore_4f__writeSimpleObject__line1505,batch12,batch12__jacksoncore_4f_writeSimpleObject_line1505,1,1,_writeSimpleObject,src/main/java/com/fasterxml/jackson/core/JsonGenerator.java,1505,1567,java,batch12__JacksonCore_4__writeSimpleObject__jacksoncore_4f_writeSimpleObject_line1505,llm,qwen2.5-coder:14b,ollama,line_edit_prompt_v1,v1,0.8,16,16,0,1,0,0,0,0,0,0,,,batch_once,,report_and_skip,mapped,1,harness/datasets/coverage/catalogs/defects4j_final_catalog/target_tests.csv,ok,16,0,0,Prompt file: prompts/line_edit_prompt_v1.txt; Config file: configs/tmp_batch_config.json,16,16,16,True,16,14,14,2,12,0,0.875,0.875,0.14285714285714285,False,,0,0,6,16,0,19
batch12__JacksonDatabind_1__addDeserializerConstructors__jacksondatabind_1f_addDeserializerConstructors_line357,harness/executions/java/llm/16/batch12__JacksonDatabind_1__addDeserializerConstructors__jacksondatabind_1f_addDeserializerConstructors_line357,2026-07-11T22:32:22.389738+00:00,2026-08-01T18:58:16.687656+00:00,2026-08-01T19:03:27.352342+00:00,overwrite,ok,,,defects4j,JacksonDatabind_1,f,jacksondatabind_1f__addDeserializerConstructors__line357_448,jacksondatabind_1f__addDeserializerConstructors__line357,batch12,batch12__jacksondatabind_1f_addDeserializerConstructors_line357,1,1,_addDeserializerConstructors,src/main/java/com/fasterxml/jackson/databind/deser/BasicDeserializerFactory.java,357,448,java,batch12__JacksonDatabind_1__addDeserializerConstructors__jacksondatabind_1f_addDeserializerConstructors_line357,llm,qwen2.5-coder:14b,ollama,line_edit_prompt_v1,v1,0.8,16,12,4,0.75,3,0,0,1,0,0,,,batch_once,,report_and_skip,mapped,491,harness/datasets/coverage/catalogs/defects4j_final_catalog/target_tests.csv,ok,12,0,0,Prompt file: prompts/line_edit_prompt_v1.txt; Config file: configs/tmp_batch_config.json,12,12,12,True,12,9,9,7,2,0,0.75,0.75,0.7777777777777778,False,,0,4,6,7,5,18
batch12__JacksonDatabind_1__addDeserializerFactoryMethods__jacksondatabind_1f_addDeserializerFactoryMethods_line507,harness/executions/java/llm/16/batch12__JacksonDatabind_1__addDeserializerFactoryMethods__jacksondatabind_1f_addDeserializerFactoryMethods_line507,2026-07-11T22:33:45.636422+00:00,2026-08-01T19:24:34.244833+00:00,2026-08-01T19:30:59.417669+00:00,overwrite,ok,,,defects4j,JacksonDatabind_1,f,jacksondatabind_1f__addDeserializerFactoryMethods__line507_578,jacksondatabind_1f__addDeserializerFactoryMethods__line507,batch12,batch12__jacksondatabind_1f_addDeserializerFactoryMethods_line507,1,1,_addDeserializerFactoryMethods,src/main/java/com/fasterxml/jackson/databind/deser/BasicDeserializerFactory.java,507,578,java,batch12__JacksonDatabind_1__addDeserializerFactoryMethods__jacksondatabind_1f_addDeserializerFactoryMethods_line507,llm,qwen2.5-coder:14b,ollama,line_edit_prompt_v1,v1,0.8,16,14,2,0.875,0,0,0,2,0,0,,,batch_once,,report_and_skip,mapped,494,harness/datasets/coverage/catalogs/defects4j_final_catalog/target_tests.csv,ok,14,0,0,Prompt file: prompts/line_edit_prompt_v1.txt; Config file: configs/tmp_batch_config.json,14,14,14,True,14,13,13,9,4,0,0.9285714285714286,0.9285714285714286,0.6923076923076923,False,,0,2,6,14,0,25
batch12__JacksonDatabind_1__resolveCreators__jacksondatabind_1f_resolveCreators_line323,harness/executions/java/llm/16/batch12__JacksonDatabind_1__resolveCreators__jacksondatabind_1f_resolveCreators_line323,2026-07-11T22:35:57.581078+00:00,2026-08-01T19:42:47.088683+00:00,2026-08-01T19:49:07.933795+00:00,overwrite,ok,,,defects4j,JacksonDatabind_1,f,jacksondatabind_1f_resolveCreators__line323_403,jacksondatabind_1f_resolveCreators__line323,batch12,batch12__jacksondatabind_1f_resolveCreators_line323,1,1,resolveCreators,src/main/java/com/fasterxml/jackson/databind/introspect/AnnotatedClass.java,323,403,java,batch12__JacksonDatabind_1__resolveCreators__jacksondatabind_1f_resolveCreators_line323,llm,qwen2.5-coder:14b,ollama,line_edit_prompt_v1,v1,0.8,16,15,1,0.9375,0,0,0,1,0,0,,,batch_once,,report_and_skip,mapped,961,harness/datasets/coverage/catalogs/defects4j_final_catalog/target_tests.csv,ok,15,0,0,Prompt file: prompts/line_edit_prompt_v1.txt; Config file: configs/tmp_batch_config.json,15,15,15,True,15,15,15,12,3,0,1.0,1.0,0.8,False,,0,1,6,13,2,22
batch12__JacksonDatabind_1__resolve__jacksondatabind_1f_resolve_line255,harness/executions/java/llm/16/batch12__JacksonDatabind_1__resolve__jacksondatabind_1f_resolve_line255,2026-07-11T22:34:29.512113+00:00,2026-08-01T19:31:00.077855+00:00,2026-08-01T19:34:58.480670+00:00,overwrite,ok,,,defects4j,JacksonDatabind_1,f,jacksondatabind_1f_resolve__line255_328,jacksondatabind_1f_resolve__line255,batch12,batch12__jacksondatabind_1f_resolve_line255,1,1,resolve,src/main/java/com/fasterxml/jackson/databind/ser/std/BeanSerializerBase.java,255,328,java,batch12__JacksonDatabind_1__resolve__jacksondatabind_1f_resolve_line255,llm,qwen2.5-coder:14b,ollama,line_edit_prompt_v1,v1,0.8,16,8,8,0.5,6,0,0,2,0,0,,,batch_once,,report_and_skip,mapped,332,harness/datasets/coverage/catalogs/defects4j_final_catalog/target_tests.csv,ok,8,0,0,Prompt file: prompts/line_edit_prompt_v1.txt; Config file: configs/tmp_batch_config.json,8,8,8,True,8,8,8,6,2,0,1.0,1.0,0.75,False,,0,8,6,8,0,14
batch12__JacksonDatabind_1__serialize__jacksondatabind_1f_serialize_line203,harness/executions/java/llm/16/batch12__JacksonDatabind_1__serialize__jacksondatabind_1f_serialize_line203,2026-07-11T22:30:54.860183+00:00,2026-08-01T18:30:13.552517+00:00,2026-08-01T18:36:47.187523+00:00,overwrite,ok,,,defects4j,JacksonDatabind_1,f,jacksondatabind_1f_serialize__line203_303,jacksondatabind_1f_serialize__line203,batch12,batch12__jacksondatabind_1f_serialize_line203,1,1,serialize,src/main/java/com/fasterxml/jackson/databind/util/TokenBuffer.java,203,303,java,batch12__JacksonDatabind_1__serialize__jacksondatabind_1f_serialize_line203,llm,qwen2.5-coder:14b,ollama,line_edit_prompt_v1,v1,0.8,16,16,0,1,0,0,0,0,0,0,,,batch_once,,report_and_skip,mapped,2,harness/datasets/coverage/catalogs/defects4j_final_catalog/target_tests.csv,ok,16,0,0,Prompt file: prompts/line_edit_prompt_v1.txt; Config file: configs/tmp_batch_config.json,16,16,16,True,16,16,16,11,5,0,1.0,1.0,0.6875,False,,0,0,6,16,0,32
batch12__JacksonDatabind_2__buildCollectionSerializer__jacksondatabind_2f_buildCollectionSerializer_line598,harness/executions/java/llm/16/batch12__JacksonDatabind_2__buildCollectionSerializer__jacksondatabind_2f_buildCollectionSerializer_line598,2026-07-11T22:35:13.290408+00:00,2026-08-01T19:34:59.167882+00:00,2026-08-01T19:42:46.421519+00:00,overwrite,ok,,,defects4j,JacksonDatabind_2,f,jacksondatabind_2f_buildCollectionSerializer__line598_660,jacksondatabind_2f_buildCollectionSerializer__line598,batch12,batch12__jacksondatabind_2f_buildCollectionSerializer_line598,1,1,buildCollectionSerializer,src/main/java/com/fasterxml/jackson/databind/ser/BasicSerializerFactory.java,598,660,java,batch12__JacksonDatabind_2__buildCollectionSerializer__jacksondatabind_2f_buildCollectionSerializer_line598,llm,qwen2.5-coder:14b,ollama,line_edit_prompt_v1,v1,0.8,16,14,2,0.875,0,0,0,2,0,0,,,batch_once,,report_and_skip,mapped,77,harness/datasets/coverage/catalogs/defects4j_final_catalog/target_tests.csv,ok,14,0,0,Prompt file: prompts/line_edit_prompt_v1.txt; Config file: configs/tmp_batch_config.json,14,14,14,True,14,13,13,8,5,0,0.9285714285714286,0.9285714285714286,0.6153846153846154,False,,0,2,6,13,1,23
batch12__JacksonDatabind_2__forType__jacksondatabind_2f_forType_line63,harness/executions/java/llm/16/batch12__JacksonDatabind_2__forType__jacksondatabind_2f_forType_line63,2026-07-11T22:37:25.576746+00:00,2026-08-01T20:05:05.534506+00:00,2026-08-01T20:12:54.951322+00:00,overwrite,ok,,,defects4j,JacksonDatabind_2,f,jacksondatabind_2f_forType__line63_100,jacksondatabind_2f_forType__line63,batch12,batch12__jacksondatabind_2f_forType_line63,1,1,forType,src/main/java/com/fasterxml/jackson/databind/deser/std/StdKeyDeserializer.java,63,100,java,batch12__JacksonDatabind_2__forType__jacksondatabind_2f_forType_line63,llm,qwen2.5-coder:14b,ollama,line_edit_prompt_v1,v1,0.8,16,16,0,1,0,0,0,0,0,0,,,batch_once,,report_and_skip,mapped,219,harness/datasets/coverage/catalogs/defects4j_final_catalog/target_tests.csv,ok,16,0,0,Prompt file: prompts/line_edit_prompt_v1.txt; Config file: configs/tmp_batch_config.json,16,16,16,True,16,15,15,7,8,0,0.9375,0.9375,0.4666666666666667,False,,0,0,6,16,0,31
batch12__JacksonDatabind_59__deserializeFromObject__jacksondatabind_59f_deserializeFromObject_line60,harness/executions/java/llm/16/batch12__JacksonDatabind_59__deserializeFromObject__jacksondatabind_59f_deserializeFromObject_line60,2026-07-11T22:38:58.457635+00:00,2026-08-01T20:38:51.546217+00:00,2026-08-01T20:53:54.876417+00:00,overwrite,ok,,,defects4j,JacksonDatabind_59,f,jacksondatabind_59f_deserializeFromObject__line60_156,jacksondatabind_59f_deserializeFromObject__line60,batch12,batch12__jacksondatabind_59f_deserializeFromObject_line60,1,1,deserializeFromObject,src/main/java/com/fasterxml/jackson/databind/deser/std/ThrowableDeserializer.java,60,156,java,batch12__JacksonDatabind_59__deserializeFromObject__jacksondatabind_59f_deserializeFromObject_line60,llm,qwen2.5-coder:14b,ollama,line_edit_prompt_v1,v1,0.8,16,12,4,0.75,4,0,0,0,0,0,,,batch_once,,report_and_skip,mapped,7,harness/datasets/coverage/catalogs/defects4j_final_catalog/target_tests.csv,ok,12,0,0,Prompt file: prompts/line_edit_prompt_v1.txt; Config file: configs/tmp_batch_config.json,12,12,12,True,12,10,10,5,5,0,0.8333333333333334,0.8333333333333334,0.5,False,,0,4,6,12,0,24
batch12__JacksonDatabind_80__deserializeUsingProperties__jacksondatabind_80f_deserializeUsingProperties_line328,harness/executions/java/llm/16/batch12__JacksonDatabind_80__deserializeUsingProperties__jacksondatabind_80f_deserializeUsingProperties_line328,2026-07-11T22:31:36.956600+00:00,2026-08-01T18:36:47.874720+00:00,2026-08-01T18:58:15.824756+00:00,overwrite,ok,,,defects4j,JacksonDatabind_80,f,jacksondatabind_80f__deserializeUsingProperties__line328_402,jacksondatabind_80f__deserializeUsingProperties__line328,batch12,batch12__jacksondatabind_80f_deserializeUsingProperties_line328,1,1,_deserializeUsingProperties,src/main/java/com/fasterxml/jackson/databind/deser/std/EnumMapDeserializer.java,328,402,java,batch12__JacksonDatabind_80__deserializeUsingProperties__jacksondatabind_80f_deserializeUsingProperties_line328,llm,qwen2.5-coder:14b,ollama,line_edit_prompt_v1,v1,0.8,16,13,3,0.8125,0,0,0,1,0,0,,,batch_once,,report_and_skip,mapped,1,harness/datasets/coverage/catalogs/defects4j_final_catalog/target_tests.csv,ok,13,0,0,Prompt file: prompts/line_edit_prompt_v1.txt; Config file: configs/tmp_batch_config.json,13,13,13,True,13,10,10,5,5,0,0.7692307692307693,0.7692307692307693,0.5,False,,0,3,6,13,0,22
batch12__JacksonDatabind_80__isValuePresent__jacksondatabind_80f_isValuePresent_line179,harness/executions/java/llm/16/batch12__JacksonDatabind_80__isValuePresent__jacksondatabind_80f_isValuePresent_line179,2026-07-11T22:33:03.848275+00:00,2026-08-01T19:03:28.060490+00:00,2026-08-01T19:24:33.706829+00:00,overwrite,ok,,,defects4j,JacksonDatabind_80,f,jacksondatabind_80f__isValuePresent__line179_275,jacksondatabind_80f__isValuePresent__line179,batch12,batch12__jacksondatabind_80f_isValuePresent_line179,1,1,_isValuePresent,src/main/java/com/fasterxml/jackson/databind/ser/std/ReferenceTypeSerializer.java,179,275,java,batch12__JacksonDatabind_80__isValuePresent__jacksondatabind_80f_isValuePresent_line179,llm,qwen2.5-coder:14b,ollama,line_edit_prompt_v1,v1,0.8,16,16,0,1,0,0,0,0,0,0,,,batch_once,,report_and_skip,mapped,20,harness/datasets/coverage/catalogs/defects4j_final_catalog/target_tests.csv,ok,16,0,0,Prompt file: prompts/line_edit_prompt_v1.txt; Config file: configs/tmp_batch_config.json,16,16,16,True,16,16,16,2,14,0,1.0,1.0,0.125,False,,0,0,6,16,0,29
batch12__JacksonDatabind_96__getSetterInfo__jacksondatabind_96f_getSetterInfo_line242,harness/executions/java/llm/16/batch12__JacksonDatabind_96__getSetterInfo__jacksondatabind_96f_getSetterInfo_line242,2026-07-11T22:36:45.662779+00:00,2026-08-01T19:49:08.596867+00:00,2026-08-01T20:05:05.193280+00:00,overwrite,failure,OSError,[Errno 39] Directory not empty: 'tmp/batch12__JacksonDatabind_96__getSetterInfo__jacksondatabind_96f_getSetterInfo_line242_worker03',defects4j,JacksonDatabind_96,f,jacksondatabind_96f__getSetterInfo__line242_315,jacksondatabind_96f__getSetterInfo__line242,batch12,batch12__jacksondatabind_96f_getSetterInfo_line242,1,1,_getSetterInfo,src/main/java/com/fasterxml/jackson/databind/introspect/POJOPropertyBuilder.java,242,315,java,batch12__JacksonDatabind_96__getSetterInfo__jacksondatabind_96f_getSetterInfo_line242,llm,qwen2.5-coder:14b,ollama,line_edit_prompt_v1,v1,0.8,16,16,0,1,0,0,0,0,0,0,,,batch_once,,report_and_skip,,,,ok,16,0,0,[Errno 39] Directory not empty: 'tmp/batch12__JacksonDatabind_96__getSetterInfo__jacksondatabind_96f_getSetterInfo_line242_worker03',0,,,,,,,,,,,,,False,,0,0,6,0,0,13
batch12__JacksonDatabind_96__idFrom__jacksondatabind_96f_idFrom_line66,harness/executions/java/llm/16/batch12__JacksonDatabind_96__idFrom__jacksondatabind_96f_idFrom_line66,2026-07-11T22:38:09.323843+00:00,2026-08-01T20:12:55.468685+00:00,2026-08-01T20:38:51.189953+00:00,overwrite,failure,OSError,[Errno 39] Directory not empty: 'tmp/batch12__JacksonDatabind_96__idFrom__jacksondatabind_96f_idFrom_line66_worker04',defects4j,JacksonDatabind_96,f,jacksondatabind_96f__idFrom__line66_115,jacksondatabind_96f__idFrom__line66,batch12,batch12__jacksondatabind_96f_idFrom_line66,1,1,_idFrom,src/main/java/com/fasterxml/jackson/databind/jsontype/impl/ClassNameIdResolver.java,66,115,java,batch12__JacksonDatabind_96__idFrom__jacksondatabind_96f_idFrom_line66,llm,qwen2.5-coder:14b,ollama,line_edit_prompt_v1,v1,0.8,16,16,0,1,0,0,0,0,0,0,,,batch_once,,report_and_skip,,,,ok,16,0,0,[Errno 39] Directory not empty: 'tmp/batch12__JacksonDatabind_96__idFrom__jacksondatabind_96f_idFrom_line66_worker04',0,,,,,,,,,,,,,False,,0,0,6,0,0,10
batch12__JacksonXml_1__findAnnotation__jacksonxml_1f_findAnnotation_line82,harness/executions/java/llm/16/batch12__JacksonXml_1__findAnnotation__jacksonxml_1f_findAnnotation_line82,2026-07-11T22:43:27.652800+00:00,2026-08-01T20:58:50.425033+00:00,2026-08-01T20:58:53.200321+00:00,overwrite,no_coverage,no_mapped_target_tests,No mapped target tests found in harness/datasets/coverage/catalogs/defects4j_final_catalog/target_tests.csv for target jacksonxml_1f_findAnnotation__line82_128,defects4j,JacksonXml_1,f,jacksonxml_1f_findAnnotation__line82_128,jacksonxml_1f_findAnnotation__line82,batch12,batch12__jacksonxml_1f_findAnnotation_line82,1,1,findAnnotation,src/main/java/com/fasterxml/jackson/dataformat/xml/jaxb/XmlJaxbAnnotationIntrospector.java,82,128,java,batch12__JacksonXml_1__findAnnotation__jacksonxml_1f_findAnnotation_line82,llm,qwen2.5-coder:14b,ollama,line_edit_prompt_v1,v1,0.8,16,15,1,0.9375,1,0,0,0,0,0,,,batch_once,,report_and_skip,no_coverage,0,harness/datasets/coverage/catalogs/defects4j_final_catalog/target_tests.csv,ok,15,0,0,Prompt file: prompts/line_edit_prompt_v1.txt; Config file: configs/tmp_batch_config.json,15,,,,,,,,,,,,,False,,0,1,6,0,0,0
