target_id,subject,function,status,generated_mutants,has_pipeline_error,zero_mutant_reason,error_category,error_detail,log_file,target_dir,project,current_assessment,recommended_action,priority,rerun_candidate
csv_3f_validate__line171_200,Csv_3,validate,ok,0,False,major_generated_zero_mutants,,,/home/francisco/mt-harness/harness/executions/major/defects4j_final_catalog_full_per_target/targets/csv_3f_validate__line171_200/run.log,/home/francisco/mt-harness/harness/executions/major/defects4j_final_catalog_full_per_target/targets/csv_3f_validate__line171_200,Csv,no_pipeline_error,keep_as_zero_mutants,low,False
gson_2f_resolve__line324_394,Gson_2,resolve,compile_failed,,True,pipeline_error,missing_supported_ant_build_file,[2026-06-11T18:15:44+01:00] FileNotFoundError: Could not find a supported Ant build file under /tmp/major/gson_2f_resolve__line324_394,/home/francisco/mt-harness/harness/executions/major/defects4j_final_catalog_full_per_target/targets/gson_2f_resolve__line324_394/run.log,/home/francisco/mt-harness/harness/executions/major/defects4j_final_catalog_full_per_target/targets/gson_2f_resolve__line324_394,Gson,fixed_in_pipeline_code,rerun_target_with_updated_build_detection,high,True
gson_2f_peek__line86_127,Gson_2,peek,compile_failed,,True,pipeline_error,missing_supported_ant_build_file,[2026-06-11T18:15:45+01:00] FileNotFoundError: Could not find a supported Ant build file under /tmp/major/gson_2f_peek__line86_127,/home/francisco/mt-harness/harness/executions/major/defects4j_final_catalog_full_per_target/targets/gson_2f_peek__line86_127/run.log,/home/francisco/mt-harness/harness/executions/major/defects4j_final_catalog_full_per_target/targets/gson_2f_peek__line86_127,Gson,fixed_in_pipeline_code,rerun_target_with_updated_build_detection,high,True
gson_2f_rebalance__line338_396,Gson_2,rebalance,compile_failed,,True,pipeline_error,missing_supported_ant_build_file,[2026-06-11T18:15:47+01:00] FileNotFoundError: Could not find a supported Ant build file under /tmp/major/gson_2f_rebalance__line338_396,/home/francisco/mt-harness/harness/executions/major/defects4j_final_catalog_full_per_target/targets/gson_2f_rebalance__line338_396/run.log,/home/francisco/mt-harness/harness/executions/major/defects4j_final_catalog_full_per_target/targets/gson_2f_rebalance__line338_396,Gson,fixed_in_pipeline_code,rerun_target_with_updated_build_detection,high,True
gson_11f_nextUnquotedValue__line1025_1085,Gson_11,nextUnquotedValue,compile_failed,,True,pipeline_error,missing_supported_ant_build_file,[2026-06-11T18:15:48+01:00] FileNotFoundError: Could not find a supported Ant build file under /tmp/major/gson_11f_nextUnquotedValue__line1025_1085,/home/francisco/mt-harness/harness/executions/major/defects4j_final_catalog_full_per_target/targets/gson_11f_nextUnquotedValue__line1025_1085/run.log,/home/francisco/mt-harness/harness/executions/major/defects4j_final_catalog_full_per_target/targets/gson_11f_nextUnquotedValue__line1025_1085,Gson,fixed_in_pipeline_code,rerun_target_with_updated_build_detection,high,True
gson_2f_equals__line160_213,Gson_2,equals,compile_failed,,True,pipeline_error,missing_supported_ant_build_file,[2026-06-11T18:15:49+01:00] FileNotFoundError: Could not find a supported Ant build file under /tmp/major/gson_2f_equals__line160_213,/home/francisco/mt-harness/harness/executions/major/defects4j_final_catalog_full_per_target/targets/gson_2f_equals__line160_213/run.log,/home/francisco/mt-harness/harness/executions/major/defects4j_final_catalog_full_per_target/targets/gson_2f_equals__line160_213,Gson,fixed_in_pipeline_code,rerun_target_with_updated_build_detection,high,True
gson_11f_doPeek__line461_515,Gson_11,doPeek,compile_failed,,True,pipeline_error,missing_supported_ant_build_file,[2026-06-11T18:15:50+01:00] FileNotFoundError: Could not find a supported Ant build file under /tmp/major/gson_11f_doPeek__line461_515,/home/francisco/mt-harness/harness/executions/major/defects4j_final_catalog_full_per_target/targets/gson_11f_doPeek__line461_515/run.log,/home/francisco/mt-harness/harness/executions/major/defects4j_final_catalog_full_per_target/targets/gson_11f_doPeek__line461_515,Gson,fixed_in_pipeline_code,rerun_target_with_updated_build_detection,high,True
gson_1f_nextLiteral__line971_1016,Gson_1,nextLiteral,compile_failed,,True,pipeline_error,missing_supported_ant_build_file,[2026-06-11T18:15:51+01:00] FileNotFoundError: Could not find a supported Ant build file under /tmp/major/gson_1f_nextLiteral__line971_1016,/home/francisco/mt-harness/harness/executions/major/defects4j_final_catalog_full_per_target/targets/gson_1f_nextLiteral__line971_1016/run.log,/home/francisco/mt-harness/harness/executions/major/defects4j_final_catalog_full_per_target/targets/gson_1f_nextLiteral__line971_1016,Gson,fixed_in_pipeline_code,rerun_target_with_updated_build_detection,high,True
gson_2f_parse__line140_234,Gson_2,parse,compile_failed,,True,pipeline_error,missing_supported_ant_build_file,[2026-06-11T18:15:52+01:00] FileNotFoundError: Could not find a supported Ant build file under /tmp/major/gson_2f_parse__line140_234,/home/francisco/mt-harness/harness/executions/major/defects4j_final_catalog_full_per_target/targets/gson_2f_parse__line140_234/run.log,/home/francisco/mt-harness/harness/executions/major/defects4j_final_catalog_full_per_target/targets/gson_2f_parse__line140_234,Gson,fixed_in_pipeline_code,rerun_target_with_updated_build_detection,high,True
gson_11f_skipValue__line1219_1253,Gson_11,skipValue,compile_failed,,True,pipeline_error,missing_supported_ant_build_file,[2026-06-11T18:15:53+01:00] FileNotFoundError: Could not find a supported Ant build file under /tmp/major/gson_11f_skipValue__line1219_1253,/home/francisco/mt-harness/harness/executions/major/defects4j_final_catalog_full_per_target/targets/gson_11f_skipValue__line1219_1253/run.log,/home/francisco/mt-harness/harness/executions/major/defects4j_final_catalog_full_per_target/targets/gson_11f_skipValue__line1219_1253,Gson,fixed_in_pipeline_code,rerun_target_with_updated_build_detection,high,True
gson_2f_newDefaultImplementationConstructor__line127_198,Gson_2,newDefaultImplementationConstructor,compile_failed,,True,pipeline_error,missing_supported_ant_build_file,[2026-06-11T18:15:54+01:00] FileNotFoundError: Could not find a supported Ant build file under /tmp/major/gson_2f_newDefaultImplementationConstructor__line127_198,/home/francisco/mt-harness/harness/executions/major/defects4j_final_catalog_full_per_target/targets/gson_2f_newDefaultImplementationConstructor__line127_198/run.log,/home/francisco/mt-harness/harness/executions/major/defects4j_final_catalog_full_per_target/targets/gson_2f_newDefaultImplementationConstructor__line127_198,Gson,fixed_in_pipeline_code,rerun_target_with_updated_build_detection,high,True
gson_1f_write__line86_130,Gson_1,write,compile_failed,,True,pipeline_error,missing_supported_ant_build_file,[2026-06-11T18:15:55+01:00] FileNotFoundError: Could not find a supported Ant build file under /tmp/major/gson_1f_write__line86_130,/home/francisco/mt-harness/harness/executions/major/defects4j_final_catalog_full_per_target/targets/gson_1f_write__line86_130/run.log,/home/francisco/mt-harness/harness/executions/major/defects4j_final_catalog_full_per_target/targets/gson_1f_write__line86_130,Gson,fixed_in_pipeline_code,rerun_target_with_updated_build_detection,high,True
gson_1f_extractTypeForHierarchy__line117_153,Gson_1,extractTypeForHierarchy,compile_failed,,True,pipeline_error,missing_supported_ant_build_file,[2026-06-11T18:15:56+01:00] FileNotFoundError: Could not find a supported Ant build file under /tmp/major/gson_1f_extractTypeForHierarchy__line117_153,/home/francisco/mt-harness/harness/executions/major/defects4j_final_catalog_full_per_target/targets/gson_1f_extractTypeForHierarchy__line117_153/run.log,/home/francisco/mt-harness/harness/executions/major/defects4j_final_catalog_full_per_target/targets/gson_1f_extractTypeForHierarchy__line117_153,Gson,fixed_in_pipeline_code,rerun_target_with_updated_build_detection,high,True
jacksoncore_4f__writeSimpleObject__line1505_1567,JacksonCore_4,_writeSimpleObject,ok,0,False,major_generated_zero_mutants,,,/home/francisco/mt-harness/harness/executions/major/defects4j_final_catalog_full_per_target/targets/jacksoncore_4f__writeSimpleObject__line1505_1567/run.log,/home/francisco/mt-harness/harness/executions/major/defects4j_final_catalog_full_per_target/targets/jacksoncore_4f__writeSimpleObject__line1505_1567,JacksonCore,no_pipeline_error,keep_as_zero_mutants,low,False
jacksoncore_1f__writeSimpleObject__line465_528,JacksonCore_1,_writeSimpleObject,ok,0,False,major_generated_zero_mutants,,,/home/francisco/mt-harness/harness/executions/major/defects4j_final_catalog_full_per_target/targets/jacksoncore_1f__writeSimpleObject__line465_528/run.log,/home/francisco/mt-harness/harness/executions/major/defects4j_final_catalog_full_per_target/targets/jacksoncore_1f__writeSimpleObject__line465_528,JacksonCore,no_pipeline_error,keep_as_zero_mutants,low,False
jacksondatabind_1f_serialize__line203_303,JacksonDatabind_1,serialize,ok,0,False,major_generated_zero_mutants,,,/home/francisco/mt-harness/harness/executions/major/defects4j_final_catalog_full_per_target/targets/jacksondatabind_1f_serialize__line203_303/run.log,/home/francisco/mt-harness/harness/executions/major/defects4j_final_catalog_full_per_target/targets/jacksondatabind_1f_serialize__line203_303,JacksonDatabind,no_pipeline_error,keep_as_zero_mutants,low,False
jacksondatabind_80f__deserializeUsingProperties__line328_402,JacksonDatabind_80,_deserializeUsingProperties,ok,0,False,major_generated_zero_mutants,,,/home/francisco/mt-harness/harness/executions/major/defects4j_final_catalog_full_per_target/targets/jacksondatabind_80f__deserializeUsingProperties__line328_402/run.log,/home/francisco/mt-harness/harness/executions/major/defects4j_final_catalog_full_per_target/targets/jacksondatabind_80f__deserializeUsingProperties__line328_402,JacksonDatabind,no_pipeline_error,keep_as_zero_mutants,low,False
jacksondatabind_1f__addDeserializerConstructors__line357_448,JacksonDatabind_1,_addDeserializerConstructors,ok,0,False,major_generated_zero_mutants,,,/home/francisco/mt-harness/harness/executions/major/defects4j_final_catalog_full_per_target/targets/jacksondatabind_1f__addDeserializerConstructors__line357_448/run.log,/home/francisco/mt-harness/harness/executions/major/defects4j_final_catalog_full_per_target/targets/jacksondatabind_1f__addDeserializerConstructors__line357_448,JacksonDatabind,no_pipeline_error,keep_as_zero_mutants,low,False
jacksondatabind_80f__isValuePresent__line179_275,JacksonDatabind_80,_isValuePresent,ok,0,False,major_generated_zero_mutants,,,/home/francisco/mt-harness/harness/executions/major/defects4j_final_catalog_full_per_target/targets/jacksondatabind_80f__isValuePresent__line179_275/run.log,/home/francisco/mt-harness/harness/executions/major/defects4j_final_catalog_full_per_target/targets/jacksondatabind_80f__isValuePresent__line179_275,JacksonDatabind,no_pipeline_error,keep_as_zero_mutants,low,False
jacksondatabind_1f__addDeserializerFactoryMethods__line507_578,JacksonDatabind_1,_addDeserializerFactoryMethods,ok,0,False,major_generated_zero_mutants,,,/home/francisco/mt-harness/harness/executions/major/defects4j_final_catalog_full_per_target/targets/jacksondatabind_1f__addDeserializerFactoryMethods__line507_578/run.log,/home/francisco/mt-harness/harness/executions/major/defects4j_final_catalog_full_per_target/targets/jacksondatabind_1f__addDeserializerFactoryMethods__line507_578,JacksonDatabind,no_pipeline_error,keep_as_zero_mutants,low,False
jacksondatabind_1f_resolve__line255_328,JacksonDatabind_1,resolve,ok,0,False,major_generated_zero_mutants,,,/home/francisco/mt-harness/harness/executions/major/defects4j_final_catalog_full_per_target/targets/jacksondatabind_1f_resolve__line255_328/run.log,/home/francisco/mt-harness/harness/executions/major/defects4j_final_catalog_full_per_target/targets/jacksondatabind_1f_resolve__line255_328,JacksonDatabind,no_pipeline_error,keep_as_zero_mutants,low,False
jacksondatabind_2f_buildCollectionSerializer__line598_660,JacksonDatabind_2,buildCollectionSerializer,ok,0,False,major_generated_zero_mutants,,,/home/francisco/mt-harness/harness/executions/major/defects4j_final_catalog_full_per_target/targets/jacksondatabind_2f_buildCollectionSerializer__line598_660/run.log,/home/francisco/mt-harness/harness/executions/major/defects4j_final_catalog_full_per_target/targets/jacksondatabind_2f_buildCollectionSerializer__line598_660,JacksonDatabind,no_pipeline_error,keep_as_zero_mutants,low,False
jacksondatabind_96f__getSetterInfo__line242_315,JacksonDatabind_96,_getSetterInfo,ok,0,False,major_generated_zero_mutants,,,/home/francisco/mt-harness/harness/executions/major/defects4j_final_catalog_full_per_target/targets/jacksondatabind_96f__getSetterInfo__line242_315/run.log,/home/francisco/mt-harness/harness/executions/major/defects4j_final_catalog_full_per_target/targets/jacksondatabind_96f__getSetterInfo__line242_315,JacksonDatabind,no_pipeline_error,keep_as_zero_mutants,low,False
jacksondatabind_2f_forType__line63_100,JacksonDatabind_2,forType,ok,0,False,major_generated_zero_mutants,,,/home/francisco/mt-harness/harness/executions/major/defects4j_final_catalog_full_per_target/targets/jacksondatabind_2f_forType__line63_100/run.log,/home/francisco/mt-harness/harness/executions/major/defects4j_final_catalog_full_per_target/targets/jacksondatabind_2f_forType__line63_100,JacksonDatabind,no_pipeline_error,keep_as_zero_mutants,low,False
jacksondatabind_96f__idFrom__line66_115,JacksonDatabind_96,_idFrom,ok,0,False,major_generated_zero_mutants,,,/home/francisco/mt-harness/harness/executions/major/defects4j_final_catalog_full_per_target/targets/jacksondatabind_96f__idFrom__line66_115/run.log,/home/francisco/mt-harness/harness/executions/major/defects4j_final_catalog_full_per_target/targets/jacksondatabind_96f__idFrom__line66_115,JacksonDatabind,no_pipeline_error,keep_as_zero_mutants,low,False
jacksondatabind_59f_deserializeFromObject__line60_156,JacksonDatabind_59,deserializeFromObject,ok,0,False,major_generated_zero_mutants,,,/home/francisco/mt-harness/harness/executions/major/defects4j_final_catalog_full_per_target/targets/jacksondatabind_59f_deserializeFromObject__line60_156/run.log,/home/francisco/mt-harness/harness/executions/major/defects4j_final_catalog_full_per_target/targets/jacksondatabind_59f_deserializeFromObject__line60_156,JacksonDatabind,no_pipeline_error,keep_as_zero_mutants,low,False
jacksonxml_1f_hasXMLFormat__line682_770,JacksonXml_1,hasXMLFormat,ok,0,False,major_generated_zero_mutants,,,/home/francisco/mt-harness/harness/executions/major/defects4j_final_catalog_full_per_target/targets/jacksonxml_1f_hasXMLFormat__line682_770/run.log,/home/francisco/mt-harness/harness/executions/major/defects4j_final_catalog_full_per_target/targets/jacksonxml_1f_hasXMLFormat__line682_770,JacksonXml,no_pipeline_error,keep_as_zero_mutants,low,False
jacksonxml_1f_serializeAsField__line78_152,JacksonXml_1,serializeAsField,ok,0,False,major_generated_zero_mutants,,,/home/francisco/mt-harness/harness/executions/major/defects4j_final_catalog_full_per_target/targets/jacksonxml_1f_serializeAsField__line78_152/run.log,/home/francisco/mt-harness/harness/executions/major/defects4j_final_catalog_full_per_target/targets/jacksonxml_1f_serializeAsField__line78_152,JacksonXml,no_pipeline_error,keep_as_zero_mutants,low,False
jacksonxml_1f_serializeFields__line155_227,JacksonXml_1,serializeFields,ok,0,False,major_generated_zero_mutants,,,/home/francisco/mt-harness/harness/executions/major/defects4j_final_catalog_full_per_target/targets/jacksonxml_1f_serializeFields__line155_227/run.log,/home/francisco/mt-harness/harness/executions/major/defects4j_final_catalog_full_per_target/targets/jacksonxml_1f_serializeFields__line155_227,JacksonXml,no_pipeline_error,keep_as_zero_mutants,low,False
jacksonxml_1f_isOutputAsCData__line43_141,JacksonXml_1,isOutputAsCData,ok,0,False,major_generated_zero_mutants,,,/home/francisco/mt-harness/harness/executions/major/defects4j_final_catalog_full_per_target/targets/jacksonxml_1f_isOutputAsCData__line43_141/run.log,/home/francisco/mt-harness/harness/executions/major/defects4j_final_catalog_full_per_target/targets/jacksonxml_1f_isOutputAsCData__line43_141,JacksonXml,no_pipeline_error,keep_as_zero_mutants,low,False
jacksonxml_1f_serializeFieldsFiltered__line229_303,JacksonXml_1,serializeFieldsFiltered,ok,0,False,major_generated_zero_mutants,,,/home/francisco/mt-harness/harness/executions/major/defects4j_final_catalog_full_per_target/targets/jacksonxml_1f_serializeFieldsFiltered__line229_303/run.log,/home/francisco/mt-harness/harness/executions/major/defects4j_final_catalog_full_per_target/targets/jacksonxml_1f_serializeFieldsFiltered__line229_303,JacksonXml,no_pipeline_error,keep_as_zero_mutants,low,False
jacksonxml_1f_findAnnotation__line82_128,JacksonXml_1,findAnnotation,ok,0,False,major_generated_zero_mutants,,,/home/francisco/mt-harness/harness/executions/major/defects4j_final_catalog_full_per_target/targets/jacksonxml_1f_findAnnotation__line82_128/run.log,/home/francisco/mt-harness/harness/executions/major/defects4j_final_catalog_full_per_target/targets/jacksonxml_1f_findAnnotation__line82_128,JacksonXml,no_pipeline_error,keep_as_zero_mutants,low,False
jacksonxml_1f_sanitizeXmlTypeName__line32_71,JacksonXml_1,sanitizeXmlTypeName,ok,0,False,major_generated_zero_mutants,,,/home/francisco/mt-harness/harness/executions/major/defects4j_final_catalog_full_per_target/targets/jacksonxml_1f_sanitizeXmlTypeName__line32_71/run.log,/home/francisco/mt-harness/harness/executions/major/defects4j_final_catalog_full_per_target/targets/jacksonxml_1f_sanitizeXmlTypeName__line32_71,JacksonXml,no_pipeline_error,keep_as_zero_mutants,low,False
jacksonxml_2f_writeString__line560_595,JacksonXml_2,writeString,ok,0,False,major_generated_zero_mutants,,,/home/francisco/mt-harness/harness/executions/major/defects4j_final_catalog_full_per_target/targets/jacksonxml_2f_writeString__line560_595/run.log,/home/francisco/mt-harness/harness/executions/major/defects4j_final_catalog_full_per_target/targets/jacksonxml_2f_writeString__line560_595,JacksonXml,no_pipeline_error,keep_as_zero_mutants,low,False
jacksonxml_1f_updateProperties__line31_78,JacksonXml_1,updateProperties,ok,0,False,major_generated_zero_mutants,,,/home/francisco/mt-harness/harness/executions/major/defects4j_final_catalog_full_per_target/targets/jacksonxml_1f_updateProperties__line31_78/run.log,/home/francisco/mt-harness/harness/executions/major/defects4j_final_catalog_full_per_target/targets/jacksonxml_1f_updateProperties__line31_78,JacksonXml,no_pipeline_error,keep_as_zero_mutants,low,False
jacksonxml_1f__findRootName__line63_91,JacksonXml_1,_findRootName,ok,0,False,major_generated_zero_mutants,,,/home/francisco/mt-harness/harness/executions/major/defects4j_final_catalog_full_per_target/targets/jacksonxml_1f__findRootName__line63_91/run.log,/home/francisco/mt-harness/harness/executions/major/defects4j_final_catalog_full_per_target/targets/jacksonxml_1f__findRootName__line63_91,JacksonXml,no_pipeline_error,keep_as_zero_mutants,low,False
jsoup_28f_consumeCharacterReference__line100_155,Jsoup_28,consumeCharacterReference,ok,0,False,major_generated_zero_mutants,,,/home/francisco/mt-harness/harness/executions/major/defects4j_final_catalog_full_per_target/targets/jsoup_28f_consumeCharacterReference__line100_155/run.log,/home/francisco/mt-harness/harness/executions/major/defects4j_final_catalog_full_per_target/targets/jsoup_28f_consumeCharacterReference__line100_155,Jsoup,no_pipeline_error,keep_as_zero_mutants,low,False
jsoup_67f_parseInputStream__line92_155,Jsoup_67,parseInputStream,ok,0,False,major_generated_zero_mutants,,,/home/francisco/mt-harness/harness/executions/major/defects4j_final_catalog_full_per_target/targets/jsoup_67f_parseInputStream__line92_155/run.log,/home/francisco/mt-harness/harness/executions/major/defects4j_final_catalog_full_per_target/targets/jsoup_67f_parseInputStream__line92_155,Jsoup,no_pipeline_error,keep_as_zero_mutants,low,False
jsoup_1f_canContain__line67_99,Jsoup_1,canContain,ok,0,False,major_generated_zero_mutants,,,/home/francisco/mt-harness/harness/executions/major/defects4j_final_catalog_full_per_target/targets/jsoup_1f_canContain__line67_99/run.log,/home/francisco/mt-harness/harness/executions/major/defects4j_final_catalog_full_per_target/targets/jsoup_1f_canContain__line67_99,Jsoup,no_pipeline_error,keep_as_zero_mutants,low,False
jsoup_41f_userAgent__line66_159,Jsoup_41,userAgent,ok,0,False,major_generated_zero_mutants,,,/home/francisco/mt-harness/harness/executions/major/defects4j_final_catalog_full_per_target/targets/jsoup_41f_userAgent__line66_159/run.log,/home/francisco/mt-harness/harness/executions/major/defects4j_final_catalog_full_per_target/targets/jsoup_41f_userAgent__line66_159,Jsoup,no_pipeline_error,keep_as_zero_mutants,low,False
jsoup_66f_filter__line81_125,Jsoup_66,filter,ok,0,False,major_generated_zero_mutants,,,/home/francisco/mt-harness/harness/executions/major/defects4j_final_catalog_full_per_target/targets/jsoup_66f_filter__line81_125/run.log,/home/francisco/mt-harness/harness/executions/major/defects4j_final_catalog_full_per_target/targets/jsoup_66f_filter__line81_125,Jsoup,no_pipeline_error,keep_as_zero_mutants,low,False
jsoup_41f_referrer__line90_159,Jsoup_41,referrer,ok,0,False,major_generated_zero_mutants,,,/home/francisco/mt-harness/harness/executions/major/defects4j_final_catalog_full_per_target/targets/jsoup_41f_referrer__line90_159/run.log,/home/francisco/mt-harness/harness/executions/major/defects4j_final_catalog_full_per_target/targets/jsoup_41f_referrer__line90_159,Jsoup,no_pipeline_error,keep_as_zero_mutants,low,False
jsoup_12f_parseAttribute__line183_214,Jsoup_12,parseAttribute,ok,0,False,major_generated_zero_mutants,,,/home/francisco/mt-harness/harness/executions/major/defects4j_final_catalog_full_per_target/targets/jsoup_12f_parseAttribute__line183_214/run.log,/home/francisco/mt-harness/harness/executions/major/defects4j_final_catalog_full_per_target/targets/jsoup_12f_parseAttribute__line183_214,Jsoup,no_pipeline_error,keep_as_zero_mutants,low,False
jsoup_7f_execute__line305_349,Jsoup_7,execute,ok,0,False,major_generated_zero_mutants,,,/home/francisco/mt-harness/harness/executions/major/defects4j_final_catalog_full_per_target/targets/jsoup_7f_execute__line305_349/run.log,/home/francisco/mt-harness/harness/executions/major/defects4j_final_catalog_full_per_target/targets/jsoup_7f_execute__line305_349,Jsoup,no_pipeline_error,keep_as_zero_mutants,low,False
jxpath_6f_canConvert__line51_148,JxPath_6,canConvert,ok,0,False,major_generated_zero_mutants,,,/home/francisco/mt-harness/harness/executions/major/defects4j_final_catalog_full_per_target/targets/jxpath_6f_canConvert__line51_148/run.log,/home/francisco/mt-harness/harness/executions/major/defects4j_final_catalog_full_per_target/targets/jxpath_6f_canConvert__line51_148,JxPath,no_pipeline_error,keep_as_zero_mutants,low,False
jxpath_1f_computeValue__line212_276,JxPath_1,computeValue,ok,0,False,major_generated_zero_mutants,,,/home/francisco/mt-harness/harness/executions/major/defects4j_final_catalog_full_per_target/targets/jxpath_1f_computeValue__line212_276/run.log,/home/francisco/mt-harness/harness/executions/major/defects4j_final_catalog_full_per_target/targets/jxpath_1f_computeValue__line212_276,JxPath,no_pipeline_error,keep_as_zero_mutants,low,False
lang_36f_appendInternal__line454_551,Lang_36,appendInternal,ok,0,False,major_generated_zero_mutants,,,/home/francisco/mt-harness/harness/executions/major/defects4j_final_catalog_full_per_target/targets/lang_36f_appendInternal__line454_551/run.log,/home/francisco/mt-harness/harness/executions/major/defects4j_final_catalog_full_per_target/targets/lang_36f_appendInternal__line454_551,Lang,no_pipeline_error,keep_as_zero_mutants,low,False
lang_5f_isNumber__line1310_1410,Lang_5,isNumber,ok,0,False,major_generated_zero_mutants,,,/home/francisco/mt-harness/harness/executions/major/defects4j_final_catalog_full_per_target/targets/lang_5f_isNumber__line1310_1410/run.log,/home/francisco/mt-harness/harness/executions/major/defects4j_final_catalog_full_per_target/targets/lang_5f_isNumber__line1310_1410,Lang,no_pipeline_error,keep_as_zero_mutants,low,False
lang_40f_random__line225_284,Lang_40,random,ok,0,False,major_generated_zero_mutants,,,/home/francisco/mt-harness/harness/executions/major/defects4j_final_catalog_full_per_target/targets/lang_40f_random__line225_284/run.log,/home/francisco/mt-harness/harness/executions/major/defects4j_final_catalog_full_per_target/targets/lang_40f_random__line225_284,Lang,no_pipeline_error,keep_as_zero_mutants,low,False
lang_37f_append__line441_491,Lang_37,append,ok,0,False,major_generated_zero_mutants,,,/home/francisco/mt-harness/harness/executions/major/defects4j_final_catalog_full_per_target/targets/lang_37f_append__line441_491/run.log,/home/francisco/mt-harness/harness/executions/major/defects4j_final_catalog_full_per_target/targets/lang_37f_append__line441_491,Lang,no_pipeline_error,keep_as_zero_mutants,low,False
lang_64f_append__line403_452,Lang_64,append,ok,0,False,major_generated_zero_mutants,,,/home/francisco/mt-harness/harness/executions/major/defects4j_final_catalog_full_per_target/targets/lang_64f_append__line403_452/run.log,/home/francisco/mt-harness/harness/executions/major/defects4j_final_catalog_full_per_target/targets/lang_64f_append__line403_452,Lang,no_pipeline_error,keep_as_zero_mutants,low,False
lang_36f_append__line367_409,Lang_36,append,ok,0,False,major_generated_zero_mutants,,,/home/francisco/mt-harness/harness/executions/major/defects4j_final_catalog_full_per_target/targets/lang_36f_append__line367_409/run.log,/home/francisco/mt-harness/harness/executions/major/defects4j_final_catalog_full_per_target/targets/lang_36f_append__line367_409,Lang,no_pipeline_error,keep_as_zero_mutants,low,False
lang_60f_format__line373_426,Lang_60,format,ok,0,False,major_generated_zero_mutants,,,/home/francisco/mt-harness/harness/executions/major/defects4j_final_catalog_full_per_target/targets/lang_60f_format__line373_426/run.log,/home/francisco/mt-harness/harness/executions/major/defects4j_final_catalog_full_per_target/targets/lang_60f_format__line373_426,Lang,no_pipeline_error,keep_as_zero_mutants,low,False
lang_1f_format__line414_467,Lang_1,format,ok,0,False,major_generated_zero_mutants,,,/home/francisco/mt-harness/harness/executions/major/defects4j_final_catalog_full_per_target/targets/lang_1f_format__line414_467/run.log,/home/francisco/mt-harness/harness/executions/major/defects4j_final_catalog_full_per_target/targets/lang_1f_format__line414_467,Lang,no_pipeline_error,keep_as_zero_mutants,low,False
math_36f_recurseSides__line436_510,Math_36,recurseSides,ok,0,False,major_generated_zero_mutants,,,/home/francisco/mt-harness/harness/executions/major/defects4j_final_catalog_full_per_target/targets/math_36f_recurseSides__line436_510/run.log,/home/francisco/mt-harness/harness/executions/major/defects4j_final_catalog_full_per_target/targets/math_36f_recurseSides__line436_510,Math,no_pipeline_error,keep_as_zero_mutants,low,False
math_15f_insertEdges__line232_320,Math_15,insertEdges,ok,0,False,major_generated_zero_mutants,,,/home/francisco/mt-harness/harness/executions/major/defects4j_final_catalog_full_per_target/targets/math_15f_insertEdges__line232_320/run.log,/home/francisco/mt-harness/harness/executions/major/defects4j_final_catalog_full_per_target/targets/math_15f_insertEdges__line232_320,Math,no_pipeline_error,keep_as_zero_mutants,low,False
math_92f_localMin__line103_201,Math_92,localMin,compile_failed,,True,pipeline_error,invalid_proxy_port_property_in_ant_build,"[2026-06-11T18:31:44+01:00] /tmp/major/math_92f_localMin__line103_201/build.xml:172: Can't assign value '${proxy.port}' to attribute proxyport, reason: class java.lang.NumberFormatException with message 'For input string: ""${proxy.port}""'",/home/francisco/mt-harness/harness/executions/major/defects4j_final_catalog_full_per_target/targets/math_92f_localMin__line103_201/run.log,/home/francisco/mt-harness/harness/executions/major/defects4j_final_catalog_full_per_target/targets/math_92f_localMin__line103_201,Math,fixed_in_pipeline_code,rerun_target_with_updated_runner,high,True
math_79f_evaluateStep__line166_260,Math_79,evaluateStep,ok,0,False,major_generated_zero_mutants,,,/home/francisco/mt-harness/harness/executions/major/defects4j_final_catalog_full_per_target/targets/math_79f_evaluateStep__line166_260/run.log,/home/francisco/mt-harness/harness/executions/major/defects4j_final_catalog_full_per_target/targets/math_79f_evaluateStep__line166_260,Math,no_pipeline_error,keep_as_zero_mutants,low,False
math_23f_copy__line668_739,Math_23,copy,ok,0,False,major_generated_zero_mutants,,,/home/francisco/mt-harness/harness/executions/major/defects4j_final_catalog_full_per_target/targets/math_23f_copy__line668_739/run.log,/home/francisco/mt-harness/harness/executions/major/defects4j_final_catalog_full_per_target/targets/math_23f_copy__line668_739,Math,no_pipeline_error,keep_as_zero_mutants,low,False
math_36f_compareTo__line247_287,Math_36,compareTo,ok,0,False,major_generated_zero_mutants,,,/home/francisco/mt-harness/harness/executions/major/defects4j_final_catalog_full_per_target/targets/math_36f_compareTo__line247_287/run.log,/home/francisco/mt-harness/harness/executions/major/defects4j_final_catalog_full_per_target/targets/math_36f_compareTo__line247_287,Math,no_pipeline_error,keep_as_zero_mutants,low,False
math_1f_parse__line302_394,Math_1,parse,ok,0,False,major_generated_zero_mutants,,,/home/francisco/mt-harness/harness/executions/major/defects4j_final_catalog_full_per_target/targets/math_1f_parse__line302_394/run.log,/home/francisco/mt-harness/harness/executions/major/defects4j_final_catalog_full_per_target/targets/math_1f_parse__line302_394,Math,no_pipeline_error,keep_as_zero_mutants,low,False
