dataset,subject_id,target_id,run_name,function_name,mutant_id,mutant_hash,build_status,test_status,killed,executable,log_path,operator,mutation_descriptor,owner,method,source_line,instruction_index,original_expression,replacement_expression,raw_mutant
defects4j,Codec_13,codec_13f_encode__line385_469,major_full_catalog_try2,encode,major_1,a56d3b8d9bfd33e4b999ea9fa3b7a8ed1bb48a6a5d61dbc366017988cc190472,SUCCESS,NOT_RUN,,True,harness/executions/java/major/major_full_catalog_try2/targets/codec_13f_encode__line385_469/run.log,EVR,<METHOD_INVOCATION(org.apache.commons.codec.language.bm.Languages.LanguageSet)>:<DEFAULT>,org.apache.commons.codec.language.bm.PhoneticEngine,encode(java.lang.String),372,14348,this.lang.guessLanguages(input),null,1:EVR:<METHOD_INVOCATION(org.apache.commons.codec.language.bm.Languages.LanguageSet)>:<DEFAULT>:org.apache.commons.codec.language.bm.PhoneticEngine@encode(java.lang.String):372:14348:this.lang.guessLanguages(input) |==> null
defects4j,Codec_13,codec_13f_encode__line385_469,major_full_catalog_try2,encode,major_39,9630fefa2fbb64d231e34a8819d080aeb429b019f45aabed706cc1f4a8054587,SUCCESS,NOT_RUN,,True,harness/executions/java/major/major_full_catalog_try2/targets/codec_13f_encode__line385_469/run.log,EVR,<METHOD_INVOCATION(java.lang.String)>:<DEFAULT>,org.apache.commons.codec.language.bm.PhoneticEngine,"encode(java.lang.String,org.apache.commons.codec.language.bm.Languages.LanguageSet)",442,17585,words.iterator().next(),null,"39:EVR:<METHOD_INVOCATION(java.lang.String)>:<DEFAULT>:org.apache.commons.codec.language.bm.PhoneticEngine@encode(java.lang.String,org.apache.commons.codec.language.bm.Languages.LanguageSet):442:17585:words.iterator().next() |==> null"
defects4j,Codec_13,codec_13f_encode__line385_469,major_full_catalog_try2,encode,major_40,9544f23941ac32547cc97100fbca4e3604fcf92754a35cb0d72627f8e6c9fd40,SUCCESS,NOT_RUN,,True,harness/executions/java/major/major_full_catalog_try2/targets/codec_13f_encode__line385_469/run.log,EVR,<NEW_CLASS(java.lang.StringBuilder)>:<DEFAULT>,org.apache.commons.codec.language.bm.PhoneticEngine,"encode(java.lang.String,org.apache.commons.codec.language.bm.Languages.LanguageSet)",445,17746,new StringBuilder(),null,"40:EVR:<NEW_CLASS(java.lang.StringBuilder)>:<DEFAULT>:org.apache.commons.codec.language.bm.PhoneticEngine@encode(java.lang.String,org.apache.commons.codec.language.bm.Languages.LanguageSet):445:17746:new StringBuilder() |==> null"
defects4j,Codec_13,codec_13f_encode__line385_469,major_full_catalog_try2,encode,major_41,8197d5eb2be197620a890a1617fd68beb756643b00ad6d6fc39420d2bf10b1d4,SUCCESS,NOT_RUN,,True,harness/executions/java/major/major_full_catalog_try2/targets/codec_13f_encode__line385_469/run.log,LVR,<CLASS>:<EMPTY>,org.apache.commons.codec.language.bm.PhoneticEngine,"encode(java.lang.String,org.apache.commons.codec.language.bm.Languages.LanguageSet)",447,17844,"""-""","""""","41:LVR:<CLASS>:<EMPTY>:org.apache.commons.codec.language.bm.PhoneticEngine@encode(java.lang.String,org.apache.commons.codec.language.bm.Languages.LanguageSet):447:17844:""-"" |==> """""
defects4j,Codec_13,codec_13f_encode__line385_469,major_full_catalog_try2,encode,major_42,a6b03bdf269a99dd0c909d8a1563b46e796f357321bd6dff9d04eb32a7fd9942,SUCCESS,NOT_RUN,,True,harness/executions/java/major/major_full_catalog_try2/targets/codec_13f_encode__line385_469/run.log,LVR,POS:0,org.apache.commons.codec.language.bm.PhoneticEngine,"encode(java.lang.String,org.apache.commons.codec.language.bm.Languages.LanguageSet)",450,17978,1,0,"42:LVR:POS:0:org.apache.commons.codec.language.bm.PhoneticEngine@encode(java.lang.String,org.apache.commons.codec.language.bm.Languages.LanguageSet):450:17978:1 |==> 0"
defects4j,Codec_13,codec_13f_encode__line385_469,major_full_catalog_try2,encode,major_43,92d9683bce783cc04623ee5264b87b10640630c0c9a262d4327c264db012d751,SUCCESS,NOT_RUN,,True,harness/executions/java/major/major_full_catalog_try2/targets/codec_13f_encode__line385_469/run.log,LVR,POS:NEG,org.apache.commons.codec.language.bm.PhoneticEngine,"encode(java.lang.String,org.apache.commons.codec.language.bm.Languages.LanguageSet)",450,17978,1,-1,"43:LVR:POS:NEG:org.apache.commons.codec.language.bm.PhoneticEngine@encode(java.lang.String,org.apache.commons.codec.language.bm.Languages.LanguageSet):450:17978:1 |==> -1"
defects4j,Codec_13,codec_13f_encode__line385_469,major_full_catalog_try2,encode,major_44,3501d43bf36a00e9ba3d089b5d6d301cf2e8664f3d64726836be5c37812e6af2,SUCCESS,NOT_RUN,,True,harness/executions/java/major/major_full_catalog_try2/targets/codec_13f_encode__line385_469/run.log,EVR,<METHOD_INVOCATION(org.apache.commons.codec.language.bm.PhoneticEngine.PhonemeBuilder)>:<DEFAULT>,org.apache.commons.codec.language.bm.PhoneticEngine,"encode(java.lang.String,org.apache.commons.codec.language.bm.Languages.LanguageSet)",453,18053,PhonemeBuilder.empty(languageSet),null,"44:EVR:<METHOD_INVOCATION(org.apache.commons.codec.language.bm.PhoneticEngine.PhonemeBuilder)>:<DEFAULT>:org.apache.commons.codec.language.bm.PhoneticEngine@encode(java.lang.String,org.apache.commons.codec.language.bm.Languages.LanguageSet):453:18053:PhonemeBuilder.empty(languageSet) |==> null"
defects4j,Codec_13,codec_13f_encode__line385_469,major_full_catalog_try2,encode,major_45,61ea94f20da42879873307993173f0d73f7bbb530426458d045a01247ea3ba8a,SUCCESS,NOT_RUN,,True,harness/executions/java/major/major_full_catalog_try2/targets/codec_13f_encode__line385_469/run.log,LVR,0:POS,org.apache.commons.codec.language.bm.PhoneticEngine,"encode(java.lang.String,org.apache.commons.codec.language.bm.Languages.LanguageSet)",456,18174,0,1,"45:LVR:0:POS:org.apache.commons.codec.language.bm.PhoneticEngine@encode(java.lang.String,org.apache.commons.codec.language.bm.Languages.LanguageSet):456:18174:0 |==> 1"
defects4j,Codec_13,codec_13f_encode__line385_469,major_full_catalog_try2,encode,major_46,b7a2e82168e8b5864c4a1edbb6cb03cde4596d6820774271e905e9cbf2b6405f,SUCCESS,NOT_RUN,,True,harness/executions/java/major/major_full_catalog_try2/targets/codec_13f_encode__line385_469/run.log,LVR,0:NEG,org.apache.commons.codec.language.bm.PhoneticEngine,"encode(java.lang.String,org.apache.commons.codec.language.bm.Languages.LanguageSet)",456,18174,0,-1,"46:LVR:0:NEG:org.apache.commons.codec.language.bm.PhoneticEngine@encode(java.lang.String,org.apache.commons.codec.language.bm.Languages.LanguageSet):456:18174:0 |==> -1"
defects4j,Codec_13,codec_13f_encode__line385_469,major_full_catalog_try2,encode,major_47,c0280e4802c4f1cda9333b087600b4cf37d0264d4778200efcfd663cda3af416,SUCCESS,NOT_RUN,,True,harness/executions/java/major/major_full_catalog_try2/targets/codec_13f_encode__line385_469/run.log,EVR,<METHOD_INVOCATION(org.apache.commons.codec.language.bm.PhoneticEngine.RulesApplication)>:<DEFAULT>,org.apache.commons.codec.language.bm.PhoneticEngine,"encode(java.lang.String,org.apache.commons.codec.language.bm.Languages.LanguageSet)",458,18347,"new RulesApplication(rules, input, phonemeBuilder, i, maxPhonemes).invoke()",null,"47:EVR:<METHOD_INVOCATION(org.apache.commons.codec.language.bm.PhoneticEngine.RulesApplication)>:<DEFAULT>:org.apache.commons.codec.language.bm.PhoneticEngine@encode(java.lang.String,org.apache.commons.codec.language.bm.Languages.LanguageSet):458:18347:new RulesApplication(rules, input, phonemeBuilder, i, maxPhonemes).invoke() |==> null"
defects4j,Codec_13,codec_13f_encode__line385_469,major_full_catalog_try2,encode,major_48,33ff489751ab09585b0eaa4f55d707e17fcadd9e22ea896216dc6794744f8bf3,SUCCESS,NOT_RUN,,True,harness/executions/java/major/major_full_catalog_try2/targets/codec_13f_encode__line385_469/run.log,EVR,<METHOD_INVOCATION(int)>:<DEFAULT>,org.apache.commons.codec.language.bm.PhoneticEngine,"encode(java.lang.String,org.apache.commons.codec.language.bm.Languages.LanguageSet)",459,18388,rulesApplication.getI(),0,"48:EVR:<METHOD_INVOCATION(int)>:<DEFAULT>:org.apache.commons.codec.language.bm.PhoneticEngine@encode(java.lang.String,org.apache.commons.codec.language.bm.Languages.LanguageSet):459:18388:rulesApplication.getI() |==> 0"
defects4j,Codec_13,codec_13f_encode__line385_469,major_full_catalog_try2,encode,major_49,bc33a4ebb4e1019c43e30263b062661e1cda1908fcd81ddf74427fb8bc0cfdbf,SUCCESS,NOT_RUN,,True,harness/executions/java/major/major_full_catalog_try2/targets/codec_13f_encode__line385_469/run.log,EVR,<METHOD_INVOCATION(org.apache.commons.codec.language.bm.PhoneticEngine.PhonemeBuilder)>:<DEFAULT>,org.apache.commons.codec.language.bm.PhoneticEngine,"encode(java.lang.String,org.apache.commons.codec.language.bm.Languages.LanguageSet)",460,18455,rulesApplication.getPhonemeBuilder(),null,"49:EVR:<METHOD_INVOCATION(org.apache.commons.codec.language.bm.PhoneticEngine.PhonemeBuilder)>:<DEFAULT>:org.apache.commons.codec.language.bm.PhoneticEngine@encode(java.lang.String,org.apache.commons.codec.language.bm.Languages.LanguageSet):460:18455:rulesApplication.getPhonemeBuilder() |==> null"
defects4j,Codec_13,codec_13f_encode__line385_469,major_full_catalog_try2,encode,major_50,1494e9d8473b796fc8358754cb6fcfde4b3a029410012a0b8af7c72e6ca2cb0c,SUCCESS,NOT_RUN,,True,harness/executions/java/major/major_full_catalog_try2/targets/codec_13f_encode__line385_469/run.log,EVR,<METHOD_INVOCATION(org.apache.commons.codec.language.bm.PhoneticEngine.PhonemeBuilder)>:<DEFAULT>,org.apache.commons.codec.language.bm.PhoneticEngine,"encode(java.lang.String,org.apache.commons.codec.language.bm.Languages.LanguageSet)",464,18545,"applyFinalRules(phonemeBuilder, finalRules1)",null,"50:EVR:<METHOD_INVOCATION(org.apache.commons.codec.language.bm.PhoneticEngine.PhonemeBuilder)>:<DEFAULT>:org.apache.commons.codec.language.bm.PhoneticEngine@encode(java.lang.String,org.apache.commons.codec.language.bm.Languages.LanguageSet):464:18545:applyFinalRules(phonemeBuilder, finalRules1) |==> null"
defects4j,Codec_13,codec_13f_encode__line385_469,major_full_catalog_try2,encode,major_51,865ddb123cd1ce1af5ddc0fca1645ea0e081fabc499e926e160ba928b057a46d,SUCCESS,NOT_RUN,,True,harness/executions/java/major/major_full_catalog_try2/targets/codec_13f_encode__line385_469/run.log,EVR,<METHOD_INVOCATION(org.apache.commons.codec.language.bm.PhoneticEngine.PhonemeBuilder)>:<DEFAULT>,org.apache.commons.codec.language.bm.PhoneticEngine,"encode(java.lang.String,org.apache.commons.codec.language.bm.Languages.LanguageSet)",466,18661,"applyFinalRules(phonemeBuilder, finalRules2)",null,"51:EVR:<METHOD_INVOCATION(org.apache.commons.codec.language.bm.PhoneticEngine.PhonemeBuilder)>:<DEFAULT>:org.apache.commons.codec.language.bm.PhoneticEngine@encode(java.lang.String,org.apache.commons.codec.language.bm.Languages.LanguageSet):466:18661:applyFinalRules(phonemeBuilder, finalRules2) |==> null"
defects4j,Codec_13,codec_13f_encode__line385_469,major_full_catalog_try2,encode,major_52,4be26255349690baed69030a288ed3c4ec3ae77f411f7f18ffc1f59adb702cec,SUCCESS,NOT_RUN,,True,harness/executions/java/major/major_full_catalog_try2/targets/codec_13f_encode__line385_469/run.log,EVR,<METHOD_INVOCATION(java.lang.String)>:<DEFAULT>,org.apache.commons.codec.language.bm.PhoneticEngine,"encode(java.lang.String,org.apache.commons.codec.language.bm.Languages.LanguageSet)",468,18733,phonemeBuilder.makeString(),null,"52:EVR:<METHOD_INVOCATION(java.lang.String)>:<DEFAULT>:org.apache.commons.codec.language.bm.PhoneticEngine@encode(java.lang.String,org.apache.commons.codec.language.bm.Languages.LanguageSet):468:18733:phonemeBuilder.makeString() |==> null"
